Name,Riskiness R
Alternatives ETF List (35),[0.07489394]
Broad Asia ETF List (44),[0.10617385]
Commodity ETF List (125),[0.19649372]
Consumer Discretionary Equity ETF List (31),[0.07337375]
Consumer Staples Equity ETF List (26),[0.07190807]
Crude Oil ETF List (22),[3.42689104e+11]
Currency ETF List (36),[0.24631005]
Developed Asia Pacific ETF List (108),[0.03605288]
Developed Markets ETF List 1 (100),[0.05794667]
Developed Markets ETF List 2 (100),[0.05115455]
Developed Markets ETF List 3 (93),[0.09575427]
Emerging Asia Pacific ETF List (114),[0.11029335]
Emerging Markets ETF List (79),[0.13168968]
Energy Equity ETF List (80),[0.10964741]
Financials Equity ETF List (51),[0.05426768]
Global ETF List (72),[0.07307664]
Gold ETF List (17),[0.27713037]
Healthcare Equity ETF List (49),[0.08713654]
Industrials Equity ETF List (37),[0.04965353]
Investment Grade Corporate ETF List (50),[3.71555634e+10]
Junk ETF List (43),[0.03031726]
Materials Equity ETF List (62),[0.09384324]
Municipal Bond ETF List (29),[0.24877018]
Preferred Stock ETF List (12),[0.04548635]
Real Estate ETF List (48),[0.12850416]
Target Maturity Date Corporate Bond ETF List (24),[0.20539782]
Technology Equity ETF List (75),[0.04977522]
Telecom Equity ETF List (10),[0.10432565]
Total Bond Market ETF List (82),[6.13463354e+10]
Treasuries ETF List (51),[0.24812771]
Utilities Equity ETF List (24),[0.12295513]
Volatility ETF List (18),[0.63778882]
