Name,Riskiness R
EMIF,1413708862801.962
FUTY,0.00022377496275939032
FXU,0.00023413713534348453
GHII,152129634091.3583
GII,0.00019854139319878651
IDU,0.00020985263059527295
IGF,0.0002467493238260218
INXX,1.3815451196156892
JXI,0.0002234701313856139
PSCU,0.00021705527488742138
PUI,0.00023437178183105943
PXR,546413431862.7444
RYU,0.00029102500152905703
SDP,2884700508860.253
TOLZ,0.00019996244203376084
UPW,0.5242215425791028
VPU,0.00021237485785383437
WBIC,0.00021083252698144507
XLU,0.00020898988680859493
