Name,Riskiness R
AADR,[1.67132957]
COPX,[0.34911048]
CRAK,[0.10337113]
DBAW,[142.9863314]
ECON,[5.90442357e+11]
EDC,[0.54461498]
EEM,[0.55553214]
EEMS,[5.87173609e+11]
EMCG,[7.95752138e+11]
EMFM,[6.98131379e+10]
FAN,[3.10505884e+11]
FIEG,[0.69977575]
FLN,[0.26493298]
FM,[8.49003415e+11]
FNDE,[0.18381532]
FONE,[0.2818819]
FPA,[1.4832754e+12]
FPXI,[0.38626123]
FWDI,[5.16948652e+11]
GDXJ,[1.13548948]
GDXS,[9.71226379]
HAWX,[2.94222413e+10]
HEEM,[2.85073647]
HGI,[1.60133552e+11]
HILO,[2.06537437]
ICLN,[1.93939978e+12]
IEMG,[0.54701214]
IFV,[1.54999636e+12]
IQDF,[1.89286014e+11]
JDST,[1.61244994e+13]
KOL,[0.10315141]
LIT,[0.16624597]
PBD,[4.27940343e+11]
PICK,[0.19881075]
QEMM,[2.32602354]
SIL,[3.75600535]
SLVP,[1.23422176]
SLX,[0.17301775]
SOCL,[0.17151762]
SOIL,[1.08850238]
TLEH,[2.50892017e+10]
TLTE,[0.57060894]
VIDI,[4.31298806]
