Name,Riskiness R
AADR,[6.84659797e+11]
COPX,[1.71516687e+12]
DBAW,[8.94011916e+11]
ECON,[3.54367697e+12]
EDC,[6.86791909e+09]
EEM,[1.07192842e+12]
EEMS,[1.24490022e+12]
EMCG,[4.40791054e+12]
EMFM,[1.12302169e+12]
FAN,[2.94984496e+12]
FIEG,[2.51507056e+12]
FLN,[3.79292361e+12]
FM,[1.06739797e+12]
FNDE,[1.2885435e+12]
FONE,[8.32653011e+11]
FPA,[1.18044982e+12]
FWDI,[6.12476424e+12]
GDXJ,[2.77084277e+12]
HGI,[2.03882298e+12]
HILO,[2.04656647e+12]
ICLN,[1.52255032e+12]
IEMG,[1.09660101e+12]
IFV,[0.49744411]
IQDF,[1.96696694e+12]
JDST,[7.97652804e+13]
KOL,[2.23500517e+12]
LIT,[7.9995583e+11]
PBD,[1.9471433e+12]
PICK,[2.10421837e+12]
SIL,[9.50690338e+11]
SLVP,[5.91197571e+11]
SLX,[3.98849846e+11]
SOCL,[1.39194339e+12]
SOIL,[5.55188026e+12]
TLTE,[3.33953418e+12]
VIDI,[7.24007806e+12]
