,AIRR,CGW,CHII,EDOM,EVX,EXI,FIDU,FIW,FXR,IEV,ITA,IYJ,IYT,JETS,PHO,PIO,PPA,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XTN,_PRN
0,-0.07744312036072665,-0.004392077304613642,-0.13957024018721972,-0.0782444011552375,-0.019601125604265343,-0.04294162275658267,-0.058093599356550604,-0.03660704943254835,-0.06554148942166198,-0.04815558410226055,-0.07268139784955437,-0.054860228550081595,-0.07830662038605789,-0.10281839202730045,-0.0591606103789319,-0.052555769130128945,-0.0583667302076867,-0.06294040976893756,-0.05489981139638099,-0.07529590748781045,0.11745713829053876,-0.12510978062483502,-0.05936242086877363,-0.0674870273120518,-0.0699528171709227,-0.058909036895564364
1,0.03884129551145718,-0.013544009892314815,-0.018867977739150266,-0.050378960369014764,0.014255910987482618,0.020567283871437674,0.036848232298507214,0.05043172359600956,0.05351990073799224,-0.031085512449891856,0.025132476599087492,0.029320699382090646,0.06625183424701503,0.0819893745643802,0.008361991983615836,-0.01774837791372983,0.012608881427567031,0.02229360063231126,0.049705532834272065,-0.03530433069786865,-0.06733340242141184,0.09117300802132158,0.03872181721243941,0.025746609239578104,0.06654920641702537,0.006202159561128351
2,0.11343487953936666,0.07170105973046405,0.1471154481840509,0.1098591001895136,0.10695923894412074,0.07526702954452498,0.07448020366111215,0.08845772106328151,0.0847989317971827,0.06334979688032975,0.04207887532994469,0.07382155498970462,0.07910901247844171,0.05010344223392489,0.07121936835826838,0.08569924632932832,0.04713903250564882,0.08989615646556133,0.07041729703789325,0.0603842977755204,-0.15939956431497246,0.12858391637315397,0.07160324631775117,0.045783324089710115,0.08484984554526473,0.07230929958367974
3,0.03073409768293995,0.04163691677185593,-0.012573335207889088,0.022842730988440398,0.008826261727275776,0.007525140190053458,0.0197531083223826,0.06594774205875639,0.0263477744702354,0.03068275963884001,0.045405567420733255,0.01884084020387876,-0.007002921028381631,-0.06585174796062274,0.04553748285265123,0.03185946742704482,0.03258624618665616,-0.001682016506070436,0.014582340445495726,0.07758387439173735,-0.012471710105787919,0.03230321299917741,0.015569597833465674,0.04703463924862968,-0.011107708318894897,-0.004864083005926965
4,0.008338001663919825,0.009224555792212171,-0.0008489441353613204,-0.004962926737482325,,-0.0018318131518962582,0.0017313412346382135,-0.003688821053535378,-0.001054044704395434,-0.008434704731407656,0.017723748930759693,0.006994326236769141,-0.008152275018538477,-0.029126173997622757,0.011759533636564472,0.0,0.01510585558855111,0.0256411528409447,0.008472702489355862,-0.02912607408684658,-0.021813883236538316,0.015997509970510287,0.000752274851506428,0.025363017159092362,-0.01015234424264799,0.0455453576050778
5,0.0018618894638219306,0.015233615975229015,-0.022090122591476802,-0.12477129964494874,,-0.01934220966403708,0.0024195789637065147,0.0014240325654530164,-0.03622934888659353,-0.05454087422388639,0.007256268144056324,0.004569324078231454,-0.041309299331600206,-0.08000000714994382,0.01764960668098186,-0.00414744993527221,0.012986729261553892,-0.010869656377216411,-0.01590679648855676,-0.08750023243784996,-0.02435453780614172,-0.0017589301524755727,-0.001409601297873129,0.0007168948244360117,-0.027870639385055445,0.00892474113766216
6,0.056572958015887805,0.012670844088715362,0.04691576977982167,0.08506865919973629,,0.05274079366022041,0.04450025726163548,0.046620360624525035,0.05915397370909691,0.05483082465313689,0.03926690511110496,0.03648660677742683,0.05304640225800346,0.06474483103254418,0.03489214398693865,0.03767417105809958,0.03742908887366026,0.060806974526973444,0.051915726584873395,0.05872037894982003,-0.07789471835575804,0.0779797439168947,0.04309045449537088,0.03768920123849412,0.07198305955086501,0.05163350420991364
7,0.02017577342452829,-0.0016464078028852658,0.05145234171495399,0.011034442080214153,,0.014372519294098409,0.009953696564834,0.013340685769528857,0.01104969812914036,0.004877929707920935,0.005405104438287883,0.009510482682401698,0.006109505529483481,0.0004439220925166579,-0.0032719300479064203,-0.007633683419677863,0.006201193296656537,0.03030305529268681,0.011934437607165973,0.008888983164197454,-0.02413560978364868,0.014252354149655219,0.011508971868841332,0.014873760818835792,0.00021440357441886412,-0.006622671925282621
8,0.03995938619979387,0.01945912085670888,-0.0252564984753931,-0.0018559152208616244,,0.005313346485298496,-0.006570305951802493,0.015583000649596107,0.00614761811861286,0.006132037684016385,-0.008832051965506968,-0.0025296653834946618,0.025488820424822672,0.02129538549593892,0.009848178296566541,0.007692404802677513,-0.004365691966575704,0.0022159081522068556,-0.0005359412599400518,0.013215803286488456,-0.0013369561574484365,0.012208989436463128,-0.006450463099095558,-0.00630542119112316,0.01393641403051017,-0.018585757366650576
9,-0.04520381003927523,-0.051116097777697836,0.0008095892015582285,0.005951045483947782,,-0.018972862437184913,-0.02131170031456885,-0.0320201167300242,-0.00507336996520327,-0.03174205313150831,0.012174720293642603,-0.019844045636945758,-6.54722639950403e-05,0.04257168634534136,-0.03917899865627753,-0.042123718577654484,-0.0023639593598009353,-0.04335064676885056,-0.022201669836714052,-0.007996941176244568,0.04886210633144787,-0.06076454440646792,-0.016764741022682834,0.0024587947414103765,0.005245987760346289,-0.049810453379401196
