Name,Riskiness R
ACIM,[0.13297605]
ARKQ,[0.13161232]
BJK,[0.55287401]
CIL,[0.63824145]
CIZ,[2.27878929e+10]
CUT,[0.12218115]
DBAW,[0.20185286]
DEW,[0.19758899]
DGT,[0.14332805]
DNL,[0.19299255]
DOO,[0.66342394]
DUST,[2.91353207e+13]
EFAD,[0.43883018]
EFZ,[1.47037252e+12]
EUMV,[0.18373436]
EXI,[0.1076083]
FAN,[0.14366491]
FILL,[7.3789681e+11]
FPA,[0.1422968]
FYLD,[0.13594329]
GEX,[0.5267327]
GOEX,[0.36512956]
GRES,[0.87292062]
GRID,[0.13263739]
HAP,[0.46911264]
IDHQ,[0.09278693]
IPKW,[0.07315036]
IQDE,[0.26393733]
IQDY,[0.2362339]
ISRA,[2.69542758]
JDST,[8.89097917e+12]
LOWC,[0.09700335]
LVL,[0.76510647]
NLR,[0.20919301]
PBD,[0.49407906]
PIO,[0.29819654]
PIZ,[0.2040476]
PSAU,[0.38583499]
PZD,[0.10131117]
QWLD,[0.08054103]
RING,[0.42554875]
SEA,[1.03396863e+12]
SILJ,[0.36695983]
TOK,[0.11272072]
TOLZ,[0.27428697]
VEGI,[0.31116758]
YMLP,[4.81721091e+12]
