,Date,BZF,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXSG,FXY,INR,UDN,ULE,URR,USDU,UUP,YCL,YCS
0,2013-12-09,-0.0034227644149606396,0.000495238670733177,0.005415587345995044,0.030598715325885324,0.0007559026383511299,-0.008668258803703338,-0.002564051282051266,-0.009133739022038786,-0.005229401814607764,-0.014053846893252057,-0.0028552355356264857,0.005900642849135191,0.00036642236351211156,0.0025093880541225974,0.002641911191490759,-0.011343291995246762,-0.005927509295519859,-0.003684587928931179,0.05304698452794435,0.00037004510745554647,0.005434782608695536,0.04631282508015669,,0.0,-0.008163265097875898,0.006346863468634787
1,2013-12-16,-0.021179076255857656,-0.028712907236586167,0.0011709367407274694,0.004518050774526751,0.0,0.0039746433966118926,0.005912570390099193,0.0013966201507435707,0.007593399089170495,-0.003569254993031734,0.002801195249344455,-0.004902274615000332,-0.0054945664103891526,-0.004343642724823129,-0.006087634373259128,0.0007282777905334174,-0.009515219980309013,-0.00813605249509783,0.004497811364186608,-0.004069553098577761,-0.011196872586872514,-0.0027238677996639597,,0.0037071698234922832,-0.015946565947876346,0.015253754766793626
2,2013-12-23,0.019883036504563575,0.016309916065023,0.0037426900584794525,0.01306489640318903,-0.04003025269779898,-0.007521905444112906,-0.006133452437172106,-0.007531269597281401,-0.008115884057970988,-0.0061562214686772514,0.0075729419898345396,-0.00524803388663023,-0.001964346297029237,0.004288686620501142,0.003839458911575604,0.010717954955777879,0.0017930913970943027,-0.01054656406051243,-0.05970149253731343,0.0018572493321640407,0.016790315627086452,0.0,0.0019904185912961443,-0.0032317168894748505,-0.02247770605636589,0.021814533056710012
3,2013-12-30,-0.015481692378843915,-0.0050149897188363065,0.002097413190398588,-0.026004207737932498,0.035018885160439044,0.015157665107901173,0.019285163776939153,0.0022483978500056363,0.022209174622491137,0.006644479828767212,-0.003819677016154932,0.006029027397357255,0.0003690367773521057,-0.011559467818316368,-0.015025860137069252,-0.0034038360665568862,0.0015346310981010484,0.0036606805661287146,0.0031746031746032197,-0.007044757352635093,-0.027265782363065264,0.0,0.0023837739205458813,0.006947647193504491,0.009090908726300353,-0.00791750284529189
4,2014-01-06,0.011065831314254567,0.008064375150904598,-0.0032557906976744904,-0.006077686129802554,0.0019615928773887557,0.003143362717526384,-0.007568087981031474,0.004486819966348954,-0.012578616352201194,0.008542803112015943,0.004576407011312415,-0.023772828587894233,0.005287752090506725,0.0061825102420857165,0.0030509383981680545,-0.0033240219759791186,0.0,0.007187277331181393,0.00031648734177212146,0.0037341065370317616,-0.0007896170548755251,0.0,-0.002378105055733705,-0.0032198245400618672,0.010598780712820154,-0.014108565315905892
5,2014-01-13,0.00979262481354575,-0.008999952311040001,-0.004899649909014148,0.050010940161368506,0.0007829980464062156,-0.005483736879443018,0.013980655821047272,0.003908403126744921,0.02142437753329473,-0.024886139247365078,-0.004555558919532619,-0.00668873674264497,0.009051963302752293,-0.01043828826712643,-0.009401747474927228,0.011600288332649446,-0.004085513843349821,-0.0021301203762926465,0.0028472001630116955,-0.0078124776050857775,0.0031608061304150303,0.0,0.008343249438166571,0.006921998058848891,-0.006292553831837358,0.002457328707718886
6,2014-01-20,-0.022818140709144022,-0.01564074903652962,-0.002344736115135492,0.01580694609788084,-0.0019561416940438734,-0.015754234390068064,-0.022812710524259632,-0.002780812090678652,-0.022108788101405194,-0.00820341330537944,0.005442207893176469,-0.008720456177011018,0.0016971633336686843,0.01122166546303083,0.01860988330240785,0.005277588271720928,-0.0084603753658108,0.01953244701606471,0.033753910607132245,0.0101237813139764,0.016148090435135508,0.0,-0.006304187335683696,-0.009165915421031665,0.04432718821924053,-0.03922135657451636
7,2014-01-27,-0.0023350079947166255,-0.0010251040162159246,-0.0035251939723899652,-0.014332534807534813,0.0015679567549905416,-0.001200443768016042,0.03283730118009252,0.007250362318729125,0.026087014492753642,0.006548033506399409,-0.003875046083466103,-0.005902180659203007,0.0006051434323542792,-0.013908448826048006,-0.013428380910392104,-0.014971809050125245,0.01758232021916745,0.0006281930683057879,-0.008544339334757371,-0.01039357444470096,-0.03294566019169223,-0.02014339296198726,0.005551220421241667,0.009713181112790452,-0.002526591585316297,-0.00045023264821704347
8,2014-02-03,0.014628459829678581,0.009748586039191962,0.004716886569958151,-0.04902368194897566,0.0,0.013621746092073892,-0.024590115478892966,-0.004706478535616783,-0.02203401005457585,0.022825489270955318,-0.001296647137325972,0.009073820590489137,0.00157230285437816,0.010953612999289594,0.010370420564027259,0.007435188241730373,0.0017786268192632928,-0.0011508788208646084,0.012619266690103513,0.008627183107091834,0.006813626981417682,-0.0069686757153771635,-0.00670349124105351,-0.008245526939395318,-0.004559283239099293,-0.0009008558829085196
9,2014-02-10,-0.002306904256146993,0.012703319115903876,-0.005868544876457506,-0.015727348530523055,0.00039140522274556326,0.006719403869174986,-0.0045836516424751644,-0.002781724540146771,-0.008665453995693332,0.010407669523356677,0.020032094100652487,0.005181834470291912,-0.010626712006441377,0.00430428200371063,0.006048350684579037,0.008469858078513887,-0.004311865856906888,0.00460880900168844,0.0027355621437349276,0.00706586640763699,0.02070055650077407,0.0,-0.007145725069163605,-0.007390273380020169,0.012213740768797396,-0.009317748582540766
