Name,Riskiness R
CHIM,[1.14071024]
COPX,[6.97606085e+11]
CROP,[0.25826718]
CUT,[0.6462676]
DUST,[4.06576933e+13]
FLM,[9.24725809e+10]
FMAT,[1.03076475e+11]
FTAG,[6.74839481e+12]
FTRI,[4.92503551e+12]
FXZ,[0.78558016]
GDX,[6.28215389]
GDXJ,[3.47425109]
GNR,[8.34255545e+11]
GOEX,[0.81836134]
GRES,[1.66115258e+12]
GUNR,[3.61030728e+12]
HAP,[1.26581584e+12]
IGE,[1.66707475e+12]
ITB,[0.28887996]
IYM,[5.98258371e+11]
JDST,[1.18681438e+13]
JNUG,[3.73531932e+11]
LIT,[0.69434063]
MOO,[1.52403109e+12]
MXI,[1.35853082e+12]
NUGT,[11.22063043]
PAGG,[1.45085092e+12]
PICK,[1.41108555e+12]
PKB,[0.30663955]
PSAU,[13.72671127]
PSCM,[2.85745707e+11]
PYZ,[2.78901428e+11]
REMX,[3.52134073e+12]
RING,[19.87610926]
RTM,[1.66230478]
SBM,[5.69911827e+12]
SGDM,[6.92081e+11]
SIL,[2.94690459]
SILJ,[1.09402755]
SLVP,[1.90583104]
SLX,[3.7430261e+11]
SMN,[9.18981298e+12]
SOIL,[1.18106525e+12]
URA,[4.62735865e+12]
UYM,[1.32263951]
VAW,[5.58302588e+10]
VEGI,[1.59325547e+12]
WOOD,[0.654678]
XHB,[0.99618592]
XLB,[2.84938793e+11]
XME,[2.2561354e+12]
