Name,Riskiness R
AAXJ,[0.6003584]
ADRE,[0.9081171]
AIA,[0.28276756]
ASEA,[1.24491331e+12]
ASHR,[0.34538397]
ASHS,[0.37875487]
CHIE,[1.9698401e+12]
CHII,[0.31724663]
CHIM,[0.2991514]
CHIQ,[0.98167316]
CHIX,[0.32934123]
CN,[0.25825788]
CQQQ,[0.28782921]
CXSE,[0.31444558]
DBEM,[1.11302562]
DEM,[1.30042284e+11]
DGRE,[1.29275721e+11]
DGS,[1.00206326]
ECNS,[0.55178423]
EDC,[5.01614004e+09]
EDIV,[5.55201985e+11]
EDZ,[1.91125486e+08]
EEM,[7.66068262]
EEMA,[0.6082676]
EEMV,[1.78327279e+11]
EET,[1.09136195e+11]
EEV,[7.56595892e+11]
EIDO,[2.8904921]
EPHE,[8.91518857]
EPI,[0.43700015]
EUM,[1.6917123e+11]
EWM,[2503357.07688382]
EWX,[3.00328951]
FCA,[0.48746205]
FEM,[0.97654238]
FEMS,[0.70413399]
FNI,[0.34598831]
FXI,[0.45215353]
FXP,[4.63750803e+12]
GMF,[0.31132746]
GXC,[0.32319935]
HAO,[0.51094408]
IDX,[20.61227103]
INCO,[0.17780221]
INDA,[0.45032679]
INDL,[2.54045766]
INDY,[0.35812572]
INXX,[63.16604683]
KBA,[0.39530222]
KFYP,[0.36451775]
KWEB,[0.35760412]
MCHI,[0.38699191]
PEK,[0.25964547]
PGJ,[0.36535169]
PIE,[3.44091919e+11]
PIN,[0.41675048]
SCIF,[0.55569592]
SCIN,[0.65631359]
SMIN,[0.21474752]
SPEM,[0.88095339]
THD,[0.32673733]
VNM,[1.58099799e+12]
VWO,[1.14167066]
XPP,[0.86089747]
YANG,[1.48588093e+12]
YAO,[0.35461835]
YINN,[1.53500078]
YXI,[2.41475452e+12]
