ARKK,ARKW,CQQQ,EMQQ,FDN,FTEC,FXL,HACK,IEUS,IGM,IGN,IGV,ISRA,IXN,KWEB,PNQI,PSCT,PSJ,PTF,PXQ,QQQ,QTEC,REW,ROBO,ROM,RYT,SKYY,SMH,SOCL,SOXL,SOXX,SSG,TDIV,TECL,TECS,USD,VGT,XLK,XNTK,XSD,XSW
0.003968253968253885,-0.0029226872656724647,0.014668566685133787,0.017464931780569896,-0.01940637638617091,-0.03232096561616198,-0.03065809224378117,-0.04824456816010615,0.009603955604785098,-0.03420179906425795,-0.05741200338393426,-0.03466376905906166,0.00018786881080395585,-0.024026676562418813,0.008589142977596803,-0.009539368518126621,-0.032036212070279395,-0.029076631781776312,-0.006550142666700873,-0.05523762334555971,-0.017174926715347226,-0.05406295388761411,0.0880205291461113,-0.030240029481034544,-0.07975410543921183,-0.043140203464770516,-0.029188187027486837,0.03268602542544378,-0.007286828627171944,-0.14861051528332445,-0.040955476034080805,0.08385617917220088,-0.04286459593840256,-0.10847701704324124,0.09654562759239646,-0.099502439151184,-0.024047992456623733,-0.03003556225828637,-0.04654975579692072,-0.0013587930372248207,-0.04112403681203704
0.0627470355731227,0.08255990485355144,0.028136708233809284,-0.007455506871990781,0.09978373358084598,0.08278778940062466,0.09088161630684696,0.15540210627527246,0.08696697038012563,0.08374949615446929,0.107837382877672,0.09819043417405247,0.04920303328312889,0.07441602080724954,-0.01368607706670734,0.0600452243878251,0.07411988698065723,0.08129035330081819,0.07369253913281089,0.11693427102059002,0.07220584933372069,0.08493572825335513,-0.154078544676786,0.060362176550796925,0.17439741435748185,0.09539233660420443,0.08046406647700646,0.03846163773643625,0.04697992300923415,0.3088516573043795,0.09607324600040304,-0.12425247340466095,0.07645484377731737,0.2512490172640916,-0.2148627250033266,0.14831576166837676,0.08332483768180471,0.07994985399240777,0.08663781734325514,0.10807430804880913,0.09410102129183588
-0.03138079962808004,-0.006768972843609312,0.06925444513402662,0.022796709293633352,-0.018297278918673027,-0.03052286493168372,-0.016771712435911672,-0.039821503165697,-0.022163050740716183,-0.030459710955550768,-0.026078173258838048,-0.02248002124969896,0.034346057146867094,-0.020728097684227138,0.05673741033856975,-0.003265241371412934,0.010542411232495434,-0.0021480834489730487,0.010824117522037406,-0.019256660482833532,-0.025830328450950357,-0.025796233601934008,0.08015866745402113,0.010626155400808057,-0.06858990081376873,-0.02874656944138913,-0.018114843630159326,-0.029313818023123606,0.03258548279135698,-0.094455093271901,-0.029320629660764718,0.056840796381085724,-0.04840986956426059,-0.1043920224017898,0.08641977118579543,-0.07525666330071394,-0.02463131902090629,-0.03829211201599352,-0.046469946520750975,-0.003296597444435642,-0.0020119353330813653
0.0057595875094593706,0.019536663952547717,0.15278126202685247,0.1101622751159326,0.02402965261952109,0.018351778046083348,-0.0019579804598673254,0.062209586166560325,0.06051694170954877,0.025982200896914,0.015043278104347278,0.038378920178957394,0.02107275676977792,0.01972132940344886,0.15698877778936698,0.030622406584619826,-0.02427926224357764,0.016981550352483894,-0.018982823560447254,0.014656813874073754,0.021567663444735083,0.00959425300127353,-0.06520940604719698,-0.001126398318267429,0.04685405618311807,0.007388813382924561,0.04370548892817402,0.002893374145482928,0.04500777609229751,-0.04109098360714451,-0.010235835596893677,0.023973391636624132,0.03898991030963408,0.07658015506432224,-0.08049242538578258,-0.028340585790564525,0.012861498637578407,0.03172600953147611,0.03095656364046691,-0.0323056013193541,0.0085172403318952
0.03058940586972097,0.03074858237373225,-0.033756121251945666,-0.017307785346558108,0.008574006833303052,0.025483707913929225,0.041468473349410416,0.0262537744450546,0.015601613337999863,0.021208063022968817,0.04499083478247939,0.011730548448112362,0.02689187004094237,0.01771972317831804,0.036569850296835515,0.00953569441809623,0.0353810450910597,0.00047045955700427257,0.06673285254330975,0.030253575232795007,0.022484421365128387,0.035885773150700274,-0.05600310583617827,0.0012028792944098704,0.04071460755086455,0.02955208188756247,0.001964563253533579,0.0032455494349451475,-0.0004951561110612908,0.2697587834482068,0.08899866077108122,-0.1813925517069052,0.006433068640553168,0.04995979461146651,-0.06642633470277548,0.19165919526332995,0.0249327488225155,0.01855323961444983,0.014332670422003013,0.08739816119912995,0.023811948246370233
-0.01139104411043506,-0.003026350903581857,-0.06893340422896208,-0.0058707541063871,0.002237046879774076,-0.041616853978704106,-0.04896421575903318,0.034765491422593706,-0.02504231171330942,-0.039495681922945086,-0.046558251704828565,-0.014270144418228159,-0.009744255890210315,-0.048154428165129125,-0.011435331453501616,0.0038329262067296798,-0.01858798634383774,0.008932691564369358,-0.0113953296486237,-0.013227630109391837,-0.02707857579123927,-0.0639894635676266,0.09075772084184604,-0.01697194735631265,-0.0860435197810391,-0.05120410058049245,-0.035294172643769765,0.04852620804900995,-0.007429359605435156,-0.241246182736658,-0.08884925862695099,0.19522508260274132,-0.062499772487768814,-0.12290067289747585,0.1235520884133686,-0.17838104873212227,-0.03933787880738275,-0.045422928454863176,-0.0389534364630216,-0.06495057884286591,0.0010749658517351047
0.007025761124121713,0.02905464264644085,-0.13346747715630916,-0.09688980420164628,0.07752986953258352,0.02500914910924638,-0.009617951060955459,-0.03169565505230692,0.03733160617950687,0.0418163199896993,0.037293652808165934,0.030937281289316925,0.03813044002767451,0.020965718879422047,-0.11983318194257468,0.04663851536968159,-0.022957678989016586,0.02845802287240431,0.0035285889915118514,-0.00911526625884996,0.047982456790620284,0.0012255676289644087,-0.04675574249023884,-0.04889239140487711,0.037289988118775486,0.013696239010867748,0.04417563008729883,-0.10747342957453486,-0.0503990998883484,-0.1530871988628038,-0.046932716018662106,0.1175613032966927,-0.006163290820450492,0.07774870463998344,-0.09278347706603056,-0.11575220201583593,0.02268658369129478,0.033127021812682525,0.05845736702542757,-0.07598820401916165,0.001377710680876682
-0.06772088372093016,-0.06194700310331435,-0.14821276181014428,-0.11548010079196462,-0.0549648360743081,-0.057762915376737826,-0.0705515066362409,-0.11227497663109468,-0.034287129244600575,-0.054317183432672916,-0.06615982426917613,-0.07124030627728388,-0.08204982457864654,-0.06103966258178285,-0.1486259674947206,-0.062149770964851074,-0.04072836869443178,-0.07304905480974501,-0.0806375221717063,-0.08414516063409094,-0.06824475831353452,-0.053563000929621365,0.08108105943781663,-0.06706832200593321,0.7762021052008398,-0.044936577757017225,-0.05618722281111732,-0.1156135839338342,-0.074093568410457,-0.17286733047759367,-0.051633576038299225,0.0390988641818032,-0.04792942141915783,-0.17496645752130632,0.12905839076203904,-0.07432610567784474,-0.053387486631070034,-0.048379470557814816,-0.04678070640926238,-0.034239779263174286,-0.05521398361218364
-0.0625623596805848,-0.0440250564306768,0.0064824289228771715,-0.04682112634594722,-0.03448779774952525,-0.01848850675701192,-0.027350841437681867,-0.06895285306687643,-0.04356339357508196,-0.015218410359702509,-0.023615535840200968,-0.005569030622220626,-0.06937720945795764,-0.013703176661812687,-0.01136362570637105,-0.04028904985443546,-0.00938976187425484,-0.018355269514979174,-0.016063332164433567,-0.03042809606287565,-0.024446394894713598,-0.01844939586170233,0.03092588888888888,-0.04304768640134583,-0.5222349829056823,-0.02295155747205932,-0.03475569400614741,0.06340934903309042,-0.007378125803039408,-0.06406175346809498,-0.01879085791025264,-0.01827623558387275,-0.02496985038616789,-0.059706342070291976,0.013659267107383707,-0.004180660604881892,-0.027615565104258517,-0.02517256805267715,-0.021032769428079787,-0.016944790261874038,-0.03562209305280205
0.05907391915519315,0.07706771571398065,0.1996609368602085,0.18748698595748964,0.1260784319660967,0.11190693091122716,0.07128376992988747,0.061386085363631424,0.054201703937345136,0.11473391243086822,0.0650825017482296,0.09280819558478894,0.0409154023302392,0.10859175984228116,0.20706320701767345,0.12811236423731434,0.06758705568632756,0.0815257169107286,0.07048468129261096,0.10603282723170207,0.11640857283846955,0.10408901625995584,-0.19489848014724195,0.08187121922891248,0.2185265277910005,0.0983112507595575,0.08446235904189164,0.10700431648770116,0.10291615595362748,0.3082523946078156,0.10537024606863314,-0.5935389713437974,0.10096274033435597,0.3393477428114056,-0.2730496453900709,6.194268238128892,0.1153688442116952,0.11005738903072047,0.1091899389962106,0.12871009267024502,0.07952834679213508
