Name,Riskiness R
BZF,[1.01607326e+12]
CEW,[1.61036755e+12]
CNY,[2.82654586e+12]
CROC,[7.00239288e+12]
CYB,[1.83902474e+12]
DBV,[1.59675195e+12]
DRR,[2.7198248e+12]
EUFX,[5.66124423e+12]
EUO,[3.24256111e+12]
FXA,[3.08099538e+12]
FXB,[3.24415341e+12]
FXC,[3.45629206e+12]
FXCH,[1.69056827e+12]
FXE,[6.18349958e+11]
FXF,[2.2874381e+12]
FXS,[2.07851845e+12]
FXSG,[271202.99302059]
FXY,[4.42145202e+12]
INR,[140.08838135]
UDN,[1.92995004e+12]
ULE,[1.71798828e+12]
URR,[2.35068353e+12]
USDU,[1.77684882e+12]
UUP,[1.73895977e+12]
YCL,[2.69391941e+12]
YCS,[3.46516611e+12]
