AMJ,AMLP,AMU,AMZA,ATMP,DDG,DIG,DUG,ENFR,ENY,ERY,FAN,FCG,FENY,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,ICLN,IEO,IEZ,IMLP,IXC,IYE,KOL,MLPA,MLPC,MLPG,MLPI,MLPO,MLPY,NLR,OIH,PBD,PBW,PSCE,PUW,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,VDE,XES,XLE,XOP,YMLI,YMLP,ZMLP
0.06074790430338663,0.03802057936028968,0.057735143987803224,0.03998155647478479,0.05174798680730385,-0.06850362454634387,0.14579600243269394,-0.1325707401323699,0.05841193627071426,0.14329371221364404,-0.1921936617409156,0.06823382286664963,0.14360927841803806,0.07735228993935261,0.0849737857944102,0.13261975272740886,0.11034041246337216,0.4426751592356688,0.05979669430562675,0.12159703556017087,0.013204542191911185,0.05311972947772937,0.07751417887262807,0.15909641748096287,0.05501392476248106,0.0913932568549486,0.07519158869579587,0.029367612052058095,0.03482258461048842,0.07822094140785088,0.050121432009518116,0.045334844102208505,0.040377811831129214,0.05149240387289911,0.015656781474097683,0.15811323130389054,0.05175164581597196,0.03249779569215267,0.13531941075419868,0.06778280829389363,0.07264547742365457,0.04957331097631852,0.1738303349520169,0.015297708532640916,0.019284094499476764,0.11054152308254134,0.05784376984087455,0.07055259606432031,0.1990993482812456,0.07297928722597667,0.06987732238404705,0.03696306035156011,0.01019545473773752,0.06473897922252211
-0.04691628826112554,-0.037790811756348186,-0.045836214970842185,-0.011338795721153832,-0.042033434129251465,0.045604016068262386,-0.0998271437332795,0.1005187032029236,-0.04338567824129145,-0.08636746713568877,0.16024466682536606,0.042350968665296924,-0.13756193757452292,-0.0517456723138896,-0.056637206481457085,-0.09613803910778444,-0.08526135110440268,-0.3684326710816777,0.03024391293279452,-0.014563016642771756,0.005441839641881532,-0.027221713817794646,-0.06348417328094888,-0.06664226714075819,-0.03531366618056386,-0.05240162129263365,-0.04893751559727598,-0.07534754309416257,-0.034920825464542636,-0.038853953774992615,-0.011389938696141449,-0.01785565235403739,0.021436348755700343,-0.020965328437462603,0.008808781279629644,-0.06147539438058733,0.03330789956030738,-0.019130521572130858,-0.11160290490106367,-0.015460235868832084,-0.05040960139540042,-0.05407583806172444,-0.07297709159704023,0.021290544771234352,0.03813564830613098,-0.06515496468719384,-0.09595739076192243,-0.05077360903585703,-0.07330877164983272,-0.051886941567590834,-0.10092587673098173,-0.032755395349317415,3.882253708228911,-0.049291559997723874
-0.07311297196852284,-0.05981867430928541,-0.07060732452017737,-0.08055532695266587,-0.05882415658818802,0.044007803148881273,-0.07553310264228218,0.06973090174183773,-0.05501864495732695,-0.06580177630902588,0.10279388849119704,-0.05804314367045494,-0.09742105345370716,-0.04303484111446528,-0.04784238457597576,-0.056363575221092525,-0.06510546760612339,-0.2680880810905278,-0.034879944483731766,-0.17405584207370492,-0.03166443550973139,-0.08477370796001589,-0.041486002278289726,-0.0504348896513778,-0.07149846062835491,-0.05177549764200249,-0.04355685311343617,-0.09968357886887408,-0.05264902567323217,-0.09064917333392904,-0.10032666098739393,-0.08734093118182627,-0.060556751832406774,-0.09435360162270104,-0.048819178679780056,-0.04748898839690969,-0.06813172631364209,-0.03900708091409045,-0.0594306295599026,-0.05067813880389473,-0.03782344374573664,-0.029650226646917237,-0.07073601991080396,-0.023733135889056317,-0.0581634387021385,-0.055138851140076856,-0.07695924359779692,-0.03692026379737258,-0.0629271523950185,-0.0412040808754183,-0.0579445149953344,-0.056444654418318925,-0.0990596391559294,-0.12480596629761292
-0.03282825822455796,-0.00964010282776352,-0.036370829710543916,-0.06847939080576455,-0.042700953287924656,0.08505838020485716,-0.15875924231123947,0.17058394765499185,-0.03700628473472544,-0.1316759485352597,0.23852771935057684,0.022854534819471597,-0.2740943743653975,-0.08014534236639125,-0.06147405526176311,-0.15847802160551655,-0.1474973896597018,-0.6489971346704871,-0.046933861235973616,-0.028826994657135292,-0.03352160634405035,-0.04316987171133845,-0.10239717586443066,-0.11054336801150597,-0.044386383705352736,-0.04923520659015576,-0.07527108804237327,-0.1405975071994703,-0.022582783944011274,-0.035949200799717626,-0.04091044402557987,-0.029051429497014118,-0.10583600509400556,-0.09926188628744192,0.039223880069008885,-0.10372497621477,-0.055088962258570885,-0.08887606887221483,-0.2336305672432732,-0.07419767926111236,-0.09257461762649452,-0.10212288531132747,-0.12319762061194366,-0.012168953534867086,-0.07466780545003639,-0.09999733950612676,-0.09943909973774888,-0.08536694193144208,-0.16433770010443985,-0.07077251977512528,-0.1749628837071655,-0.022496093291954882,-0.8073076719737922,-0.05072715749853041
-0.07310691207479536,-0.06294613887086313,-0.062214754189558526,-0.04895070944482344,-0.06633592300365257,0.06833150301123724,-0.09271207679756928,0.044392159419817424,-0.06669405600858226,-0.026497773656630388,0.0528753192852414,-0.05226479112584898,0.021897851696024127,-0.03602243291315036,-0.04999951746032815,-0.028620326359878906,-0.01889023632924764,-0.05850340136054421,-0.09986271409996696,-0.05834184560350701,-0.03958083185507677,-0.1009522997623408,-0.0384372096130052,-0.0035269971679246725,-0.08274809259251258,-0.0570469251123144,-0.04011307777237586,-0.0490796577205544,-0.07797830042794833,-0.0726071898724622,-0.04223250587771759,-0.05001646159839165,-0.11912656005147512,-0.03407978776677988,-0.03714114606707156,0.005754395452907913,-0.10016694609739783,-0.1059063302333456,-0.012357910120949394,-0.11867850877834185,-0.02604365899393201,-0.07373594834907897,0.006333662938059734,-0.06851606253452637,-0.11019922666081884,-0.06590149733793799,-0.16279728965766604,-0.0720713203340002,-0.0673434340556253,-0.041798606325238685,-0.06127765685704206,-0.1183558807400586,-0.11876241906429227,-0.04596401963186141
-0.12919754473818054,-0.13573407202216062,-0.1406339093589617,-0.22061996666739134,-0.14303817718539835,0.036038986543709885,-0.14781408068786903,0.1414837959100299,-0.15174240567356215,-0.13254427287346576,0.2030791405506615,-0.053308770181137694,-0.19714278133232468,-0.08526317075924764,-0.05991067427071092,-0.1213907321112876,-0.1335739770253381,-0.5101156069364162,-0.052420890655424865,0.04456504648329435,-0.040606223807629335,-0.04025427109715373,-0.08784340599702757,-0.14157621972974976,-0.14166088939723998,-0.07182129861434321,-0.08063234367650995,-0.1430108437295445,-0.13623605899081542,-0.19623791998782994,-0.17565575766689642,-0.15305156641819834,-0.13445369231779689,-0.16054136735507818,-0.03002506145533315,-0.12650972885240858,-0.01762520905407375,-0.0660591673898605,-0.19569557336233312,-0.10087939344764718,-0.09634297336682217,-0.05378056159861618,-0.14405593368735456,-0.05310372819154604,-0.07575767176883509,-0.07799690183682527,-0.10246870959752688,-0.06621126801269,-0.12067213105841065,-0.07927234202466013,-0.08777778489024587,-0.13345167462301885,3.05173935037777,-0.16020386877753987
0.09246473148941886,0.08894230769230764,0.09267000966476567,0.07865128846351238,0.08305173216732041,-0.12159192030911267,0.23533175432463044,-0.21473677574221653,0.07791942394611946,0.11877659184328812,-0.302559420197778,0.10014625404712832,0.08662064012439699,0.1226788075763787,0.11435368586720987,0.13011405857808708,0.12576253916805888,0.14454277286135694,0.06055120030118071,0.09261192384364243,0.04533916863410711,0.08167772494032302,0.13085569543056927,0.11751317713425392,0.08417372211710429,0.10805148676370616,0.12531655725233148,0.01631129378473517,0.08040646790473616,0.13540820939176768,0.09593235845858833,0.07021427245893187,0.15987065430436972,0.07027660432893608,0.03718836299507181,0.1124453674932104,0.08064235547127817,0.09334399729331733,0.12549772212638258,0.11411762798095425,0.13465451386648614,0.1175858280336807,0.11574914054463994,0.10943269073306633,0.06810323384643385,0.10447377216522527,0.1228333661895028,0.13169570680179832,0.12707333147723382,0.11961993549283415,0.12038090227634868,0.08759111583410224,-0.7806078379713368,0.08675361350205267
-0.09578326204071884,-0.09786607799852834,-0.09439382354646046,-0.09510762730768746,-0.11279537033182065,-0.006064956425896111,-0.014274559230346397,-0.009215804706927944,-0.081553411931742,-0.059186114655734576,-0.032765270408052286,-0.0053146149405010465,-0.052459097373205185,-0.0005161628143208079,0.0005344771684133547,-0.016023766403927338,0.0074441426570070685,-0.20927838144329905,-0.0013277851150958564,-0.1704762240638057,0.0030283321605138512,-0.0387754320046212,0.003526294906549821,0.021513696989273644,-0.09716420950381507,-0.012582625163736809,-0.004437542840269383,-0.08024709458318527,-0.09324185094369324,-0.06242902245134493,-0.060613605058485766,-0.06342856398963685,0.01665274119014046,-0.0806281325333959,-0.04227985943102306,0.017991511208815283,-0.012259109344950472,-0.040358910217960814,0.0382060443523236,-0.025498442332664517,0.03464191851905393,0.008585416068597893,0.01250007083479555,0.017453720630984826,-0.009358273083360704,-0.010464491959174704,-0.10939589959492883,0.004797047240957968,0.033600999133323685,-0.00014694650594064632,0.014203703403814013,-0.1154361394030952,3.0897096733327434,-0.10729595277259583
-0.016689180732746743,-0.01712887438825441,-0.017565041481331284,-0.1150795789733994,-0.03556096903542082,0.11378324972108665,-0.21195367020001002,0.2154575124121152,-0.07822421635548871,-0.11271303630367872,0.3238481929669225,0.011576120725324159,-0.2283737408781873,-0.1172521992115069,-0.1271366031047571,-0.19903501388158432,-0.14716753059922474,-0.5997392151136589,0.041025654584779234,-0.08610790765647132,0.008152083378168749,0.044586119381555434,-0.1542884185566032,-0.13386599129412602,-0.019919202155997483,-0.10704035802826664,-0.11221818349500767,-0.16107383393548294,-0.0006420542560655909,-0.06416473709685669,0.003496710396311566,-0.019490157061412664,-0.1841516629488901,-0.17108436275445724,-0.02466998916015012,-0.15006428923191195,0.01241126034259904,0.10747677914517466,-0.180266626733546,-0.07421498423783493,-0.1848957509293918,-0.15948921187154005,-0.14088606447816068,-0.011099840095390136,0.08299559698495015,-0.1263450870133309,0.1544836978227147,-0.1181837894737708,-0.1489569984265201,-0.11320192792254093,-0.18610290355328127,-0.021521291527374337,-0.2112940202078884,-0.1639422241373024
-0.11425610019210035,-0.13692946058091288,-0.11361143825285648,-0.21883371957044312,-0.08221400846595152,0.02578146921643601,-0.08298657154271513,0.02824551419424477,-0.045757560081258385,0.0012644884489211366,0.012964857362964244,-0.04105565625126073,-0.04980391435965475,-0.029764952966650306,-0.0027330148948630515,-0.0040598739810325055,-0.062446467649012974,-0.3631922357266373,-0.0998423107062484,-0.09854042498549972,-0.08229251567232293,-0.10900698907536108,-0.0686532834529753,-0.07602422544719671,-0.13405990423543446,-0.00857859276300772,-0.029058057600068164,-0.0058844969507661025,-0.1308950296706438,-0.11908175660445418,-0.1777002777461153,-0.14831789684745156,-0.14794805697881694,-0.14970932774538814,0.042194205122108766,-0.05940293727142117,-0.1054022220515386,-0.1465967442812365,-0.10817309648227408,-0.07142861298994335,-0.07305697488944071,-0.08615459628150772,-0.11529905659897473,-0.08472179429116168,-0.10378352936877436,-0.03829336930879098,-0.16434982281923874,-0.02979018792522606,-0.1122080990005881,-0.02623540976700666,-0.052658856726469465,-0.15530888158992764,-0.08760683098465004,-0.10465795427622514
