Name,Riskiness R
AMJ,[1.65343064e+13]
AMLP,[3.68988844e+13]
AMU,[8.70065868e+12]
AMZA,[2.91212336e+13]
ATMP,[8.97815795e+12]
DDG,[1.10804249e+13]
DIG,[5.19934793e+12]
DUG,[6.68422766e+12]
ENFR,[6.78450413e+12]
ENY,[3.87998518e+13]
ERY,[2.36365336]
FAN,[0.12529755]
FCG,[4.76814054e+13]
FENY,[9.81458849e+12]
FILL,[0.72881293]
FRAK,[1.6062726e+13]
FXN,[1.32835777e+13]
GASL,[1.89540181e+14]
GEX,[0.85173762]
GREK,[2.18900866e+12]
GRID,[0.08909614]
ICLN,[3.26380374e+12]
IEO,[5.05246787e+12]
IEZ,[5.29149549e+12]
IMLP,[1.32889753e+13]
IXC,[2.19990982]
IYE,[3.99692291e+12]
KOL,[0.44147391]
MLPA,[1.72624161e+13]
MLPC,[7.9345104e+12]
MLPG,[6.79841205e+12]
MLPI,[9.64656944e+12]
MLPO,[6.84693087e+12]
MLPY,[1.33131042e+13]
NLR,[0.42967678]
OIH,[4.60281419e+12]
PBD,[0.92763066]
PBW,[1.33091701e+12]
PSCE,[1.67272784e+10]
PUW,[1.55815652e+12]
PXE,[1.08512333e+13]
PXI,[2.91533122e+12]
PXJ,[5.46644275e+13]
PZD,[0.08742219]
QCLN,[0.94371651]
RYE,[4.94159346e+12]
TAN,[3.85548355e+13]
VDE,[1.19928776e+13]
XES,[5.90247873e+13]
XLE,[1.49150739e+12]
XOP,[7.76323661e+12]
YMLI,[1.02428962e+14]
YMLP,[0.99618418]
ZMLP,[1.27808728e+13]
