Ticker,NAV,Date
EEB,36.579999999999998,03/12/2019
EEB,36.350000000000001,03/11/2019
EEB,35.439999999999998,03/10/2019
EEB,35.439999999999998,03/09/2019
EEB,35.439999999999998,03/08/2019
EEB,35.649999999999999,03/07/2019
EEB,36.259999999999998,03/06/2019
EEB,36.469999999999999,03/05/2019
EEB,36.109999999999999,03/04/2019
EEB,36.030000000000001,03/03/2019
EEB,36.030000000000001,03/02/2019
EEB,36.030000000000001,03/01/2019
EEB,36.090000000000003,02/28/2019
EEB,36.359999999999999,02/27/2019
EEB,36.380000000000003,02/26/2019
EEB,36.509999999999998,02/25/2019
EEB,36.210000000000001,02/24/2019
EEB,36.210000000000001,02/23/2019
EEB,36.210000000000001,02/22/2019
EEB,35.619999999999997,02/21/2019
EEB,35.740000000000002,02/20/2019
EEB,35.469999999999999,02/19/2019
EEB,35.380000000000003,02/18/2019
EEB,35.380000000000003,02/17/2019
EEB,35.380000000000003,02/16/2019
EEB,35.380000000000003,02/15/2019
EEB,35.430000000000000,02/14/2019
EEB,35.439999999999998,02/13/2019
EEB,35.649999999999999,02/12/2019
EEB,35.100000000000001,02/11/2019
EEB,35.230000000000004,02/10/2019
EEB,35.230000000000004,02/09/2019
EEB,35.230000000000004,02/08/2019
EEB,35.250000000000000,02/07/2019
EEB,35.789999999999999,02/06/2019
EEB,36.160000000000004,02/05/2019
EEB,35.880000000000003,02/04/2019
EEB,35.850000000000001,02/03/2019
EEB,35.850000000000001,02/02/2019
EEB,35.850000000000001,02/01/2019
EEB,35.859999999999999,01/31/2019
EEB,35.369999999999997,01/30/2019
EEB,34.680000000000000,01/29/2019
EEB,34.689999999999998,01/28/2019
EEB,35.090000000000003,01/27/2019
EEB,35.090000000000003,01/26/2019
EEB,35.090000000000003,01/25/2019
EEB,34.829999999999998,01/24/2019
EEB,34.630000000000003,01/23/2019
EEB,34.359999999999999,01/22/2019
EEB,34.969999999999999,01/21/2019
EEB,34.969999999999999,01/20/2019
EEB,34.969999999999999,01/19/2019
