Ticker,NAV,Date
PIE,16.699999999999999,03/12/2019
PIE,16.649999999999999,03/11/2019
PIE,16.539999999999999,03/10/2019
PIE,16.539999999999999,03/09/2019
PIE,16.539999999999999,03/08/2019
PIE,16.629999999999999,03/07/2019
PIE,16.730000000000000,03/06/2019
PIE,16.789999999999999,03/05/2019
PIE,16.789999999999999,03/04/2019
PIE,16.789999999999999,03/03/2019
PIE,16.789999999999999,03/02/2019
PIE,16.789999999999999,03/01/2019
PIE,16.789999999999999,02/28/2019
PIE,16.899999999999999,02/27/2019
PIE,16.920000000000002,02/26/2019
PIE,16.960000000000001,02/25/2019
PIE,16.899999999999999,02/24/2019
PIE,16.899999999999999,02/23/2019
PIE,16.899999999999999,02/22/2019
PIE,16.719999999999999,02/21/2019
PIE,16.750000000000000,02/20/2019
PIE,16.600000000000001,02/19/2019
PIE,16.570000000000000,02/18/2019
PIE,16.570000000000000,02/17/2019
PIE,16.570000000000000,02/16/2019
PIE,16.570000000000000,02/15/2019
PIE,16.629999999999999,02/14/2019
PIE,16.649999999999999,02/13/2019
PIE,16.600000000000001,02/12/2019
PIE,16.490000000000002,02/11/2019
PIE,16.559999999999999,02/10/2019
PIE,16.559999999999999,02/09/2019
PIE,16.559999999999999,02/08/2019
PIE,16.490000000000002,02/07/2019
PIE,16.590000000000000,02/06/2019
PIE,16.670000000000002,02/05/2019
PIE,16.649999999999999,02/04/2019
PIE,16.670000000000002,02/03/2019
PIE,16.670000000000002,02/02/2019
PIE,16.670000000000002,02/01/2019
PIE,16.609999999999999,01/31/2019
PIE,16.460000000000001,01/30/2019
PIE,16.330000000000002,01/29/2019
PIE,16.240000000000002,01/28/2019
PIE,16.370000000000001,01/27/2019
PIE,16.370000000000001,01/26/2019
PIE,16.370000000000001,01/25/2019
PIE,16.240000000000002,01/24/2019
PIE,16.160000000000000,01/23/2019
PIE,16.100000000000001,01/22/2019
PIE,16.180000000000000,01/21/2019
PIE,16.180000000000000,01/20/2019
PIE,16.180000000000000,01/19/2019
PIE,16.180000000000000,01/18/2019
PIE,16.070000000000000,01/17/2019
PIE,16.090000000000000,01/16/2019
PIE,16.080000000000002,01/15/2019
PIE,15.990000000000000,01/14/2019
PIE,16.020000000000000,01/13/2019
PIE,16.020000000000000,01/12/2019
PIE,16.020000000000000,01/11/2019
PIE,16.000000000000000,01/10/2019
PIE,15.910000000000000,01/09/2019
PIE,15.720000000000001,01/08/2019
PIE,15.800000000000001,01/07/2019
PIE,15.800000000000001,01/06/2019
PIE,15.800000000000001,01/05/2019
PIE,15.800000000000001,01/04/2019
PIE,15.500000000000000,01/03/2019
PIE,15.570000000000000,01/02/2019
PIE,15.670000000000000,01/01/2019
PIE,15.670000000000000,12/31/2018
PIE,15.640000000000001,12/30/2018
PIE,15.640000000000001,12/29/2018
PIE,15.640000000000001,12/28/2018
PIE,15.510000000000000,12/27/2018
PIE,15.680000000000000,12/26/2018
PIE,15.410000000000000,12/25/2018
PIE,15.410000000000000,12/24/2018
PIE,15.740000000000000,12/23/2018
PIE,15.740000000000000,12/22/2018
PIE,15.740000000000000,12/21/2018
PIE,15.930000000000000,12/20/2018
PIE,15.860000000000001,12/19/2018
PIE,15.920000000000000,12/18/2018
PIE,15.910000000000000,12/17/2018
PIE,16.090000000000000,12/16/2018
PIE,16.090000000000000,12/15/2018
PIE,16.090000000000000,12/14/2018
PIE,16.250000000000000,12/13/2018
PIE,16.160000000000000,12/12/2018
PIE,16.030000000000001,12/11/2018
PIE,16.020000000000000,12/10/2018
PIE,16.140000000000001,12/09/2018
PIE,16.140000000000001,12/08/2018
PIE,16.140000000000001,12/07/2018
PIE,16.240000000000002,12/06/2018
PIE,16.550000000000001,12/05/2018
PIE,16.550000000000001,12/04/2018
PIE,16.760000000000002,12/03/2018
PIE,16.359999999999999,12/02/2018
PIE,16.359999999999999,12/01/2018
PIE,16.359999999999999,11/30/2018
PIE,16.410000000000000,11/29/2018
PIE,16.430000000000000,11/28/2018
PIE,16.190000000000001,11/27/2018
PIE,16.219999999999999,11/26/2018
PIE,16.109999999999999,11/25/2018
PIE,16.109999999999999,11/24/2018
PIE,16.109999999999999,11/23/2018
PIE,16.219999999999999,11/22/2018
PIE,16.219999999999999,11/21/2018
PIE,16.070000000000000,11/20/2018
PIE,16.420000000000002,11/19/2018
PIE,16.350000000000001,11/18/2018
PIE,16.350000000000001,11/17/2018
PIE,16.350000000000001,11/16/2018
PIE,16.309999999999999,11/15/2018
PIE,16.199999999999999,11/14/2018
PIE,16.199999999999999,11/13/2018
PIE,16.059999999999999,11/12/2018
PIE,16.350000000000001,11/11/2018
PIE,16.350000000000001,11/10/2018
PIE,16.350000000000001,11/09/2018
PIE,16.660000000000000,11/08/2018
PIE,16.770000000000000,11/07/2018
PIE,16.530000000000001,11/06/2018
PIE,16.570000000000000,11/05/2018
PIE,16.590000000000000,11/04/2018
PIE,16.590000000000000,11/03/2018
PIE,16.590000000000000,11/02/2018
PIE,16.270000000000000,11/01/2018
PIE,16.120000000000001,10/31/2018
PIE,15.770000000000000,10/30/2018
PIE,15.780000000000001,10/29/2018
PIE,15.820000000000000,10/28/2018
PIE,15.820000000000000,10/27/2018
PIE,15.820000000000000,10/26/2018
PIE,15.880000000000001,10/25/2018
PIE,15.760000000000000,10/24/2018
PIE,16.250000000000000,10/23/2018
PIE,16.500000000000000,10/22/2018
PIE,16.399999999999999,10/21/2018
PIE,16.399999999999999,10/20/2018
PIE,16.399999999999999,10/19/2018
PIE,16.440000000000001,10/18/2018
PIE,16.580000000000002,10/17/2018
PIE,16.719999999999999,10/16/2018
PIE,16.410000000000000,10/15/2018
PIE,16.539999999999999,10/14/2018
PIE,16.539999999999999,10/13/2018
PIE,16.539999999999999,10/12/2018
PIE,16.210000000000001,10/11/2018
PIE,16.620000000000001,10/10/2018
PIE,16.899999999999999,10/09/2018
PIE,16.910000000000000,10/08/2018
PIE,17.100000000000001,10/07/2018
PIE,17.100000000000001,10/06/2018
PIE,17.100000000000001,10/05/2018
PIE,17.289999999999999,10/04/2018
PIE,17.629999999999999,10/03/2018
PIE,17.620000000000001,10/02/2018
PIE,17.900000000000002,10/01/2018
PIE,17.900000000000002,09/30/2018
PIE,17.900000000000002,09/29/2018
PIE,17.900000000000002,09/28/2018
PIE,17.910000000000000,09/27/2018
PIE,17.990000000000002,09/26/2018
PIE,18.039999999999999,09/25/2018
PIE,18.039999999999999,09/24/2018
PIE,18.530000000000001,09/23/2018
PIE,18.530000000000001,09/22/2018
PIE,18.530000000000001,09/21/2018
PIE,18.080000000000002,09/20/2018
PIE,18.050000000000001,09/19/2018
PIE,17.840000000000000,09/18/2018
PIE,17.840000000000000,09/17/2018
PIE,18.020000000000000,09/16/2018
PIE,18.020000000000000,09/15/2018
PIE,18.020000000000000,09/14/2018
PIE,17.719999999999999,09/13/2018
PIE,17.500000000000000,09/12/2018
PIE,17.710000000000001,09/11/2018
PIE,17.830000000000002,09/10/2018
PIE,18.180000000000000,09/09/2018
PIE,18.180000000000000,09/08/2018
PIE,18.180000000000000,09/07/2018
PIE,18.289999999999999,09/06/2018
PIE,18.460000000000001,09/05/2018
PIE,18.850000000000001,09/04/2018
PIE,19.190000000000001,09/03/2018
PIE,19.190000000000001,09/02/2018
PIE,19.190000000000001,09/01/2018
PIE,19.190000000000001,08/31/2018
PIE,19.210000000000001,08/30/2018
PIE,19.400000000000002,08/29/2018
PIE,19.370000000000001,08/28/2018
PIE,19.370000000000001,08/27/2018
PIE,18.879999999999999,08/26/2018
PIE,18.879999999999999,08/25/2018
PIE,18.879999999999999,08/24/2018
PIE,18.930000000000000,08/23/2018
PIE,18.879999999999999,08/22/2018
PIE,18.920000000000002,08/21/2018
PIE,18.520000000000000,08/20/2018
