Name,Riskiness R
Alternatives ETF List (35),[1.16126586e+12]
Broad Asia ETF List (44),[0.49952576]
Commodity ETF List (125),[0.3379748]
Consumer Discretionary Equity ETF List (31),[0.41156469]
Consumer Staples Equity ETF List (26),[6.33739434e+10]
Crude Oil ETF List (22),[2.34846007e+12]
Currency ETF List (36),[6.69834569e+11]
Developed Asia Pacific ETF List (108),[0.16097181]
Developed Markets ETF List 1 (100),[0.110122]
Developed Markets ETF List 2 (100),[0.12861994]
Developed Markets ETF List 3 (93),[0.5045029]
Emerging Asia Pacific ETF List (114),[0.23122922]
Emerging Markets ETF List (79),[0.51695252]
Energy Equity ETF List (80),[11.52791547]
Financials Equity ETF List (51),[0.10495606]
Global ETF List (72),[0.13946367]
Gold ETF List (17),[1.38738538e+12]
Healthcare Equity ETF List (49),[0.32888941]
Industrials Equity ETF List (37),[0.15378017]
Investment Grade Corporate ETF List (50),[2.23329625e+12]
Junk ETF List (43),[5.71909791e+11]
Materials Equity ETF List (62),[0.15421672]
Municipal Bond ETF List (29),[2.74292454e+12]
Preferred Stock ETF List (12),[1.59668686e+12]
Real Estate ETF List (48),[0.7410952]
Target Maturity Date Corporate Bond ETF List (24),[1.34805454e+12]
Technology Equity ETF List (75),[0.09807494]
Telecom Equity ETF List (10),[1.52303814]
Total Bond Market ETF List (82),[2.7189894e+12]
Treasuries ETF List (51),[6.25691022e+11]
Utilities Equity ETF List (24),[0.54559456]
Volatility ETF List (18),[2.38794608e+12]
