,Date,Alternatives ETF List (35),Broad Asia ETF List (44),Commodity ETF List (125),Consumer Discretionary Equity ETF List (31),Consumer Staples Equity ETF List (26),Crude Oil ETF List (22),Currency ETF List (36),Developed Asia Pacific ETF List (108),Developed Markets ETF List 1 (100),Developed Markets ETF List 2 (100),Developed Markets ETF List 3 (93),Emerging Asia Pacific ETF List (114),Emerging Markets ETF List (79),Energy Equity ETF List (80),Financials Equity ETF List (51),Global ETF List (72),Gold ETF List (17),Healthcare Equity ETF List (49),Industrials Equity ETF List (37),Investment Grade Corporate ETF List (50),Junk ETF List (43),Materials Equity ETF List (62),Municipal Bond ETF List (29),Preferred Stock ETF List (12),Real Estate ETF List (48),Target Maturity Date Corporate Bond ETF List (24),Technology Equity ETF List (75),Telecom Equity ETF List (10),Total Bond Market ETF List (82),Treasuries ETF List (51),Utilities Equity ETF List (24),Volatility ETF List (18)
0,2014-01-01,-0.0011814785704969029,-0.06259938498666281,-0.009294728279911684,-0.08422699783720439,-0.02089548456171676,-0.0017159227436113575,-0.012674729653768656,-0.028143379082482933,-0.028386439345604197,-0.04723757309036897,-0.0019547199934555675,-0.06268864891192699,-0.07378759924709874,-0.003622057292132247,-0.06589913748724266,0.027401609442426332,0.023455426207289323,0.07071059351504697,-0.013022627022527527,0.0174067092984226,-0.003430940807234591,0.05364386567387698,0.028299805915063286,0.04637688516400928,-0.002077271895878095,0.029821123309147872,-0.012968063065202876,-0.022845616069579605,0.026793936268700996,-0.011839075053150138,0.03519056805619706,0.10487335817525098
1,2014-02-01,0.002787575113057799,0.04584565841408021,-0.04256248853135386,0.08593779053658812,0.03322133363797822,-0.02838840321057464,0.012925952595153875,0.03742265337290154,0.05469797656901208,-0.023611715868380005,0.029631813684154705,0.022907794233348197,0.029509795973561837,0.05351627138106123,0.03904063182065709,0.06952251744939755,0.051701957801998585,0.0746886822204681,0.04441903193241927,0.006350414250624747,0.002806262234315677,0.09291818461413617,0.0066655917550075775,0.02060375381998611,0.014340206908515785,0.009802486152488505,0.05747282820918511,0.0005128113562347922,0.003333350482622553,-0.0018683775750582324,0.040467834911303235,-0.09430002839301257
2,2014-03-01,0.002019872581231379,0.008330072857711226,-0.006594787273797145,-0.034762265339771135,0.010780191867024676,0.007164219317552181,0.012209574029507328,0.005490822280427377,0.014741431222149281,0.04311578824101181,-0.019184485960185377,0.09598820423508256,0.04072133661737581,0.027439535903347488,0.02130435175770524,-0.04975991258405287,-0.02577448176150478,-0.07476233967159948,-0.003419632860865103,0.0035781537380456863,0.002349738785752073,-0.07045371275481874,0.0024825104625507337,0.016983509179177243,-0.007897620320698967,0.003390425676958702,0.008435062111085431,0.023623064324360985,0.003039426617655943,0.0021468879311785792,0.034733166525741946,-0.026062616128998035
3,2014-04-01,0.002649933305361276,0.014225286201152248,0.0030394958082139776,-0.024894729898332375,-0.0033590313644917,0.0014724487006419948,-0.0020455117970214253,0.011603863741459358,0.0305585262573393,0.019859915575319333,0.009386551725703289,-0.009189323796755465,0.006658518782478032,0.07001791955460195,-0.020950020235553722,-0.01911360705252679,0.0010325634543932357,-0.033692574846164794,-0.000845806810810076,0.011033008637387159,0.0004279785083005104,-0.013993533964589144,0.011820246583003517,0.01959373386793444,0.01318777392166814,0.014957648937476743,-0.01897389830383052,-0.02131311432958019,0.011256365074130966,-0.0009106644559913503,0.05225364072865035,-0.042290953269706624
4,2014-05-01,-0.00035930350440295836,0.035427049627278724,-0.01886283267828975,0.01611485466558421,0.01667674959732713,-0.01452289414221054,-0.008007149152891182,0.02613227307579267,0.01523173259806907,0.03503799978899946,0.010413569747457354,0.08963025629000942,0.03001230602301233,-0.005627796645691257,0.009976356323105309,0.018316162162172585,-0.024634001765594583,0.046396315307262716,0.012825211837319305,0.0076258724354925115,-0.0013773702209865957,-0.027716185462192695,0.010381208778491394,0.012939853230960854,0.016518666318974667,0.01848439278403477,0.03947948140146033,0.053958518005647924,0.009492880654956654,-0.007962793820413488,-0.006696020678152027,-0.11006227968805642
5,2014-06-01,0.005718869335882043,0.005483501001170003,-0.019270679164004982,0.022939950356752344,0.009377893671275684,-0.014915330093714905,0.0029423761427270377,0.029478035599552622,0.004630218716959936,-0.06154475409409985,0.029102293188920315,0.05257738855382612,0.023695204852123036,0.0512168533510311,0.03255661884474802,0.07730903897387194,0.05412705736105289,0.06851561520821728,-0.003857996837890744,0.0008302470240754377,0.004962645796382293,0.1610105565156305,-0.0007184968659261359,0.005193904632480125,-0.0018329490382479048,0.003947377332740703,0.029537683840715433,0.01777997378376166,-0.0002588709657837773,-0.0007083618379989142,0.04482609795460281,-0.0944527596861796
6,2014-07-01,-0.01176328870366281,0.03792570054103141,0.039431394471673965,-0.01764165180410787,-0.024504092488878925,0.039588320424301195,-0.01144846467578397,-0.008069810377409434,-0.012551610803958535,0.011980102545801292,-0.0032664722260520368,0.01952669342828559,0.02401000775850607,-0.12078753517438115,-0.0324851734078362,19.947318288818522,-0.02907502507405065,-0.03495630490610479,-0.03703065265662989,0.0002544280239259117,-0.0023842167552963014,-0.028078314255159532,0.003418118920124444,-0.004730299343800137,0.0005340264123677854,0.00123254382953901,-0.022617767441619165,-0.019899108794664812,-0.003366123851953008,7.875256468477262e-05,-0.06815571191573014,0.06638801918417211
7,2014-08-01,0.0019286254038357598,0.01960376479159673,0.0009230096430459459,0.08567481555673574,0.03775890179636582,-0.008183632745380861,-0.00213321157057061,0.010656967640609794,0.018034915981835882,-0.006277331603193244,0.005549190402270571,0.050711553693322434,0.03865790670261189,0.033496163743426434,0.06006093176270712,0.019301908836870378,0.00034657047463491507,0.08207634236634964,0.05254124876335198,0.013527679470919419,-0.0029118694190619194,-0.007930465150654807,0.011223798487781184,0.019842203956331992,0.009194426096390885,0.015252590332696644,0.05157488647966724,0.01069693153796603,0.01436712797509621,-0.007010698358033964,0.057955923934723784,-0.08534939264166916
8,2014-09-01,0.0010108401963849338,-0.06226602245045069,0.005977359153178835,-0.022775052253219057,-0.00915438407585677,0.012627935572885426,-0.021874106775106948,-0.050440933166389035,-0.04858144287308942,0.1414717784546207,-0.06747688854229512,-0.021409161639524818,-0.08328715706743592,-0.13770910179291124,-0.024282316291269052,-0.08808299357160122,-0.04356074341981135,-0.01296786709311167,-0.015732214261768154,-0.011556641206523633,-0.012593246025009988,-0.019652219666100316,0.0012033808360115803,-0.012993350291356695,-0.02425390565679968,-0.009046829347515575,-0.01822526734706728,-0.032270314137110956,-0.005849001404103195,0.00548366851645819,-0.03720778066405332,0.0627310283885657
9,2014-10-01,-0.005186414556747168,0.021066614638058263,0.04691776199305478,0.03133786544628617,0.02954640149192785,0.04246327265019686,-0.002851690116097815,0.006616528965605812,0.019521827274472808,0.08399602674461401,-0.008027042722426794,0.033048907448319606,0.014174561256967633,-0.1146846867104075,0.04506023188343394,-0.059104741887642406,-0.027681381223375906,0.09700254593186819,0.03876832807081002,0.008857508963274308,-0.004172454112180498,-0.08895962169170987,0.0049378707928881506,0.01531829228089526,0.02841138765415563,0.012810009659574687,-0.0033133178300018217,0.016697981477509356,0.008017088642817746,0.0006178919506413165,0.09545802849726888,-0.08115054632650623
