,Date,FMB,ITM,MEAR,MLN,MUB,MUNI,PRB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI,VTEB
0,2007-09-10,,,,,71.949577,,,,,,,,,,,31.610895000000003,
1,2007-09-17,,,,,71.25859799999999,,,,,,,,,,,31.326509,
2,2007-09-24,,,,,71.73586999999999,,,,,,,,,,,31.340708000000003,
3,2007-10-01,,,,,71.593391,,,,,,,,,,,31.369153999999998,
4,2007-10-08,,,,,71.62188,,,,,,,,,,,31.406235,
5,2007-10-15,,,,,72.39117399999999,,,,15.984445999999998,,38.389027,,,,,31.634128999999998,
6,2007-10-22,,,,,72.049255,,,,15.959192000000002,,38.32127,,,,,31.591406,
7,2007-10-29,,,,,71.62188,,,,15.870851000000002,,38.372074,,,,,31.548674,
8,2007-11-05,,,,,71.78971899999999,,,,15.71308,,38.468765000000005,,,,,31.451784000000004,
9,2007-11-12,,,,,72.21961999999999,,,23.055092000000002,15.675234,,38.587604999999996,,,,,31.580386999999998,
10,2007-11-19,,,,,72.226761,,,23.101141000000002,15.803623000000002,,38.604549,,,,,31.680428999999997,
11,2007-11-26,,,,,72.95043199999999,,,23.11956,15.904967999999998,,38.7234,,,,,31.708992,
12,2007-12-03,,30.310812,,,72.11210600000001,,,23.128778,15.771941,,38.655495,,,,,31.666128000000004,
13,2007-12-10,,30.371972999999997,,,72.474739,,,23.064297,15.740281,,38.772732,,,,,31.754883000000003,
14,2007-12-17,,30.511785999999997,,,72.697456,,,23.168499,15.938951999999999,,38.874798,,,,,31.869564,
15,2007-12-24,,30.511785999999997,,,72.783653,,,23.168499,16.002653,,38.75573,,,,,31.926908,
16,2007-12-31,,30.578340999999998,,,73.58087900000001,,,23.177757,16.15554,,39.006481,,,,,32.290974,
17,2008-01-07,,30.771013,,13.054475,73.56648299999999,,,23.187004,16.212877,,39.194278999999995,,,,,32.535595,
18,2008-01-14,,30.841059,,13.162331,74.251068,,,23.122252,16.225604999999998,,39.484486,,,,,32.679504,
19,2008-01-21,,30.916953999999997,,13.062277,74.128578,,,24.101934,16.142467,,39.825897,,,,,32.478058000000004,
20,2008-01-28,,30.969497999999998,,13.034986,73.926765,,,23.221277,15.790852,,39.808784,,,,,32.434883,
21,2008-02-04,,30.816399,,13.077869,74.194305,,,23.249094,15.797228,,39.938675,,,,,32.632412,
22,2008-02-11,,30.874972999999997,,12.903217,73.594398,,,23.174927,15.746093,,39.887333,,,,,32.271751,
23,2008-02-18,,30.848602000000003,,12.774187,72.727074,,,23.272408,15.402052,,39.664913,,,,,31.997637,
24,2008-02-25,,30.412273,,12.123802,70.24787099999999,,,23.114399,14.439425,,38.843529,,13.688398999999999,,,30.742558000000002,
