Name,Riskiness R
ADRE,[0.80747437]
BBRC,[2.26502326e+12]
BICK,[1.08198441]
BKF,[1.42582975]
DBEM,[2.85906882]
DEM,[1.60913982e+12]
DGRE,[17.04532333]
DGS,[1.54651654e+11]
DVYE,[6.29125184e+11]
EDC,[9.39452259e+09]
EDIV,[9.66292583e+11]
EDZ,[1.20780804e+08]
EEB,[4.79867441]
EELV,[4.21110147e+11]
EEM,[4.40009779e+10]
EEMO,[9.67988252e+11]
EEMS,[1.79614532e+11]
EET,[5.13283098e+11]
EEV,[2.70638862e+11]
EMCG,[3.60451249e+10]
EMFM,[1.05143362e+12]
EMIF,[4.17258924e+11]
EUM,[2.0301729e+11]
EWEM,[1.27735438e+11]
EWX,[8.02389683e+10]
FEM,[1.96013993e+11]
FEMS,[2.46184246e+11]
FNDE,[4.32377493]
HILO,[8.958914e+11]
IEMG,[27.37316083]
PIE,[6.6242813e+11]
PXH,[1.08445504]
PXR,[2.1893304e+11]
SCHE,[1.01825961]
SPEM,[1.30550752]
TLTE,[1.51278506]
VWO,[1.23772618]
