ANGL,CJNK,GHYG,HYGH,HYHG,HYIH,HYLD,HYLS,HYND,HYS,HYZD,JNK,PGHY,PHB,RIGS,SHYG,SJB,SJNK,UJB,WBII
0.02176722319381384,0.02401112067385057,0.02683895354608344,0.030460238118354188,0.03486724639978825,0.01750045653484061,0.0019363484405893762,0.01971656887409414,0.027686066788678108,0.028648471280977524,0.015521109335747591,0.027879193498135856,0.010935145704420144,0.027770230768274038,0.024812500238583172,0.023854468765268092,-0.036414563053140926,0.01815362377968924,0.08741688090506916,0.005484300276408632
-0.021700677116200023,-0.00992906263704054,-0.02106122949831941,-0.02796448088895041,-0.024613065159459532,-0.01533371404685815,-0.04086137380283339,-0.02080020007138988,0.005859722533298777,-0.0261066306852189,-0.01484720524017456,-0.02533819585326041,0.0019122413007023375,-0.01684038471705829,-0.0063572825916291395,-0.017862044088568896,0.024709259444362062,-0.02278813055528418,-0.049303692172769815,-0.011572390621363794
-0.03746429266214507,-0.03541721578323305,-0.040439690657937774,-0.02637749027980691,-0.03194334937310146,-0.025899937593346627,-0.060449132962053384,-0.008255791229721542,-0.05547625929442579,-0.024916807451860524,-0.028368751257480087,-0.0363418107497176,-0.011640313765325351,-0.02032034082748457,-0.0057014028013320645,-0.019310522199095768,0.015957379760843764,-0.028195062972532537,-0.07885091351864057,-0.009474302973257234
-0.005519152688527874,0.005860468685181659,-0.006359812292949418,-0.028645453510700133,-0.03154554280264378,-0.013644279513846995,-0.037071048929872924,-0.0049248554313267405,-0.036710117450375904,-0.006648626516335124,-0.031021897810219124,-0.009765049050433057,-0.012638685462119577,-0.013228001184857709,-0.0030927366170918585,-0.0021725627523947705,0.012914536713905958,-0.011255720176972643,0.12078127096012994,0.005086923064815154
0.019656819513580927,0.016645462286440982,0.00910357590644578,-0.00013628193864660776,0.0073307690308566,0.002809317189958409,-0.026089691377664627,0.005937955714942635,-0.008900431609058092,0.004767501500243079,-0.002354001883239157,0.006624511094604645,0.010174680754890529,0.014528190038258634,0.020770022912270685,0.008401234708896876,-0.017229420900126094,0.006361854560125679,-0.025897983602362118,0.0048839825932208356
0.05944991568346161,0.03293147582295173,0.044897891262619616,0.02231583078027117,0.04196770733566232,0.029179880057245432,0.03234233804827386,0.023134559504528043,0.0160883113636673,0.030736453368622057,0.025483670340553627,0.029953963819717207,0.026228950406936888,0.032035023881330546,0.002088716102506416,0.018784181379964498,-0.027699913169557496,0.024569426443898618,0.015524827559760762,0.015663032569242168
0.06301034847085213,0.018070719008876003,0.037125770351998884,0.02516377668158842,0.03033682299015725,0.02388582717638585,0.043354462025316516,0.011816603339035536,0.044133463951883986,0.03384307840933539,0.027151403589507583,0.036530197077568966,0.016105350555009362,0.029930890013748726,0.014222964585213662,0.020571163263076103,-0.031373899143145534,0.03557210762601783,0.05435176175125131,-0.009755363568568105
-0.002129908754456038,0.0004039812328225017,-0.005508534329797749,0.0038445257540887577,0.0006199274451896589,0.013815788941839402,0.018198331264836685,0.00209256206244498,0.0018395058642323144,0.008626308443981084,0.01209677419354837,0.0034084507385325467,0.016711586761028782,-0.0025051454050830048,0.006620980651198801,0.009678399285300222,-0.0026060436286072988,0.009054284613632177,0.06485703474291328,0.001669021083986321
0.036429929421569335,0.021828527526948537,0.009065024542612763,-0.0015319113654028887,-0.00667320152527181,-0.0229139967470838,0.008340720881739622,0.0013730989573321768,-0.02875522559367065,0.012459781593087105,0.0008853917662682869,0.02355197639997841,0.013802071858897322,0.018517828535426082,0.007823753217685359,0.013268969308797677,-0.02090342580488552,0.019436387396353703,-0.05269454315816368,0.01571054309128491
0.016664195719146346,0.02351969792892553,0.019803911152785784,0.012274211768882002,0.0189139963702038,0.04072994561647604,0.018020710075078997,0.020316396588240426,0.037220399884063206,0.012541634224703124,0.014152984778726868,0.01575970783752919,0.027311442596723464,0.0133983744890418,0.0198746742477439,0.01295830233243379,-0.01219976155247752,0.010568752948618462,0.058412081145944976,0.013038603927752749
