ERUS,FCOM,FONE,IXP,IYZ,LTL,VOX,XTL
-0.1270587908446289,-0.004841876428276375,-0.03246406361515974,-0.03293218013355929,-0.02998642728278008,-0.0743755131425247,-0.011311229478754506,-0.02733567476458137
0.011169234177854577,0.015949773250692145,-0.08892906281479418,0.03783302461583797,-0.033455137721767544,-0.09330531509102134,0.01997714871005284,-0.10158788582692446
0.016260081256915502,0.05131040580169455,0.0554040018889354,0.003400796293488568,0.06477143825237734,0.15506662015244446,0.039675263128750235,0.08707749799451922
0.14044444022266833,0.04985947293310717,0.06683891102539309,0.05524496744645574,0.038526412406217764,0.08657520004763053,0.04993752881208919,0.04425751018077799
0.09586911312787784,0.0033551491501841546,-0.034955808947709166,-0.0014453309197528046,0.022112197753552675,0.043254179931008566,0.0035626767766781726,-0.00016332159436756031
-0.07468005355377676,-0.012713184936334592,0.028141731301529496,0.0006433251034088449,0.01249601953988265,0.017725393927287062,-0.0016210678029644258,0.0223159465471162
0.029208482854990326,0.06065735365064311,0.0027100471710132345,0.015589825162463216,0.05379752056904324,0.0772173953920103,0.06505033095753028,-0.0039531292211906965
0.0259652245726312,0.034016456256634,0.06936887834459113,0.025748189548148386,0.03961461628028707,0.08869140805944542,0.03337593886888892,0.07602794825405111
0.01749271196085991,-0.06006841307145967,0.016497493946636615,-0.028414432190921476,-0.06556438428954994,-0.14979821473005395,-0.05947557554703652,0.01769632259629503
0.04298008348417564,0.00033086192096090655,0.023720347514328215,-0.0006462663401871509,0.00031067484694862634,0.060177740384686686,-0.006839127701005647,0.037938722968232266
-0.0006868910627882861,-0.033388567784484714,-0.009752322570762228,-0.04559424066303412,-0.018581529942861073,-0.06190155670031061,-0.027733967223027938,-0.029733412798679987
0.055670077886136565,0.036921884091728384,-0.004454318141538219,-0.029984636941375983,0.017515960806974047,0.080750487226785,0.032534678853121016,0.06469371076267634
0.09114593586931598,0.06821957365515481,0.0305742260965077,0.028641264651948432,0.07981223563654427,0.13377345127690995,0.06610604767831806,0.025133047469231482
0.028720242492721614,0.00849298111938316,0.041008079268142435,0.03163402860572477,0.035302161811653486,0.054563872020625064,0.011689767885354222,0.0258123399928191
-0.06826955124979038,-0.028571452177435886,0.03721774770124168,-0.007736302272022672,-0.06283467091242201,-0.14423388960765515,-0.02775297476219751,0.001410271786858553
0.02325586062670698,-0.020460413977517525,0.044853324469624464,0.008135514591024816,-0.027660869243813183,-0.03009030869556755,-0.029363415357658493,-0.0005633142884953051
-0.0034246614717416317,0.07712192600951089,0.006009738354224046,-0.013786057458915237,0.06055080722115756,0.09007649185298937,0.030669632387232058,-0.0004700294893309493
-0.06435479059690019,0.0009153348514349506,0.05227221005691896,0.0402317720294054,-0.038812148541505456,-0.07703108983729948,-0.030634415249490624,0.001555734379074522
-0.03839747134304481,-0.02621929429912383,-0.011151706612564516,-0.04129786056929018,-0.013153908979439721,-0.0019012118687722552,-0.02287717925349329,-0.001553317829126121
0.04655837181866437,0.031163429533490314,0.014056328814286598,0.06250687432955734,-0.005214382984173625,-0.03384897810877807,0.0294684592507232,0.020104683737907976
0.07589440993341152,0.001837552842803096,-0.0018267424029098911,-0.011454774988217415,-0.0006269153638741441,-0.007303478695445456,-0.0023462149640794605,-0.02212626182211795
0.04505899023761626,-0.012840110996308184,0.017486887855446817,-0.0004965345598101321,-0.046110368116625874,-0.08331676452067027,-0.013789334803836005,-0.007684506329686385
-0.016057110180410946,-0.017060175080510533,0.034120091193599836,-0.023683396412403367,0.00161777071628996,-0.02910910087078712,-0.021864802669202026,-0.0026384865895963173
0.024176571860885777,0.0292992830895548,0.011823977545309087,0.037489427408003984,-0.0006631666056575551,-0.12202242955052844,0.02482371590491202,0.01966438179079766
-0.010917685406803629,-0.04362605006063042,0.0,-0.010300881269234605,-0.024220323919544703,0.10545157977103346,-0.005455481491055473,-0.031196555745172782
0.15530813073379718,0.06270697254949953,0.032183945853255326,0.03817390152080721,0.004760271320895253,0.016358342771982122,0.023515490794140042,0.03424940056401058
-0.005057178475276035,-0.05489947715065348,-0.00927988217190402,-0.06442214472001523,-0.05516072266330888,-0.08934710894884164,-0.05716452328406443,-0.01540654154551231
-0.025147178652482158,-0.03714965406917528,-0.0157362392510752,-0.008131399788285589,-0.032234912127680225,-0.10264159393685553,-0.037390836442093386,-0.0020284259227165147
-0.08616904309977345,0.020420628162622637,-0.048724829706344584,0.015698513041195742,0.021390417542729738,0.057022126237982,0.02275246907294496,0.019593262033426075
0.01141142853625858,-0.03362228731609354,0.010204114457468305,-0.05426758652659342,-0.01533406518697667,-0.003984047837908025,-0.026293969308819727,0.011874175489936956
0.00415676922746392,0.02080348210442392,-0.03664096184487516,-0.018158679975653205,0.022246911310906423,-0.01600012674987721,0.02833628576491427,0.02205562126152786
0.03924334727822322,0.021941959390494085,0.019758878598903514,0.060160051099742776,0.008710509112010538,0.02517290808158503,0.0031737678880765373,-0.007195509232191675
-0.07696688024455225,0.062002087486846214,0.020639322470107743,-0.0010718343575359757,0.07458355676948195,0.1386243101899536,0.02831078586087317,0.07959639679598075
0.08678189839685617,0.030006530121943438,-0.020816739551307698,0.03505015144597266,0.0020215899874371627,0.02323425056541643,0.002188762102084711,-0.010513969027356657
-0.04319418428197072,-0.024065018743977068,-0.08774435344066593,-0.06789914905043358,-0.04642961110526688,-0.11989109143765525,-0.05912373800419736,-0.0772500635851961
-0.006830923431761782,0.01568108504261411,0.028360875340865087,0.01223354810841982,0.0180850348196796,-0.011867847215624058,-0.0073519496877403265,0.00855669685312775
