Name,Riskiness R
BDCL,[0.29021277]
BIZD,[0.14271516]
CHIX,[0.20242614]
DPST,[0.34531695]
DXJF,[5.28957321e+12]
EUFN,[6.82304903]
FAS,[0.17985121]
FINU,[0.24631377]
FINZ,[1.29873521e+13]
FNCL,[0.07185582]
FXO,[0.05665186]
IAI,[0.09668401]
IAK,[0.07513386]
IAT,[0.10613763]
IXG,[0.13639608]
IYF,[0.06039442]
IYG,[0.097089]
KBE,[0.13345653]
KBWB,[0.14093719]
KBWD,[0.09991715]
KBWP,[0.03813765]
KBWR,[0.12107543]
KCE,[0.19370685]
KIE,[0.05072778]
KRE,[0.12474372]
LMLP,[0.43857141]
PEX,[0.2226529]
PFI,[0.10532247]
PHDG,[0.06778287]
PSCF,[0.0681234]
PSP,[0.10883976]
QABA,[0.10102934]
RYF,[0.05785824]
SEF,[5.62668458e+13]
SKF,[1.02508571e+14]
UYG,[1.36321419]
VFH,[0.07005428]
VQT,[0.06441206]
WDRW,[1.66474574]
XLF,[0.14467478]
