Name,Riskiness R
ARKG,[0.35245131]
BBC,[1.00466785]
BBH,[0.46238524]
BBP,[0.21511224]
BIB,[1.63617656]
BIS,[895.48666095]
CURE,[0.45439045]
FBT,[0.39971948]
FHLC,[0.1291493]
FXH,[0.27861216]
IBB,[0.71171904]
IHE,[0.62986082]
IHF,[0.12705612]
IHI,[0.05790304]
IXJ,[0.14229414]
IYH,[0.13565587]
PBE,[1.88793903]
PJP,[6.40668343]
PPH,[1.98875747e+11]
PSCH,[0.10620486]
PTH,[0.34450847]
RXD,[2.6541537e+12]
RXL,[0.29986514]
RYH,[0.12289451]
VHT,[0.12986791]
XBI,[0.34202724]
XHE,[0.08270533]
XHS,[0.32202923]
XLV,[0.12145511]
XPH,[24.8596607]
