Name,Riskiness R
BDCL,0.7339077166852316
BIZD,0.4608965002874273
CHIX,0.28979910012959287
DXJF,0.8911641747867878
EUFN,904024168920.1399
FAS,0.2809552080162361
FINU,0.017118647142925898
FINZ,0.0020538766246742416
FNCL,0.1042409348209373
FXO,0.09841549240257697
IAI,0.15193335100321737
IAK,0.10098604752819032
IAT,0.16649617288711122
IXG,0.23453771169828122
IYF,0.10027205631553986
IYG,0.15459011699377678
KBE,0.2064119530518164
KBWB,0.21288237614421368
KBWD,0.1870381204456027
KBWP,0.00022925179377974485
KBWR,0.15835239779573457
KCE,1.1227351478616372
KIE,0.00020765336688731052
KRE,0.18492967789272033
PEX,0.2749329818862606
PFI,0.32374164333700745
PHDG,2835075007143.237
PSCF,0.11595025543294767
PSP,0.2813280287131227
QABA,0.1458211049895581
RYF,0.07757565849176236
SEF,34714020053810.332
SKF,92847707323260.1
UYG,0.0017121197273830154
VFH,0.09581893430115111
VQT,0.00022798218714251234
XLF,0.25856701122852693
