BTAL,CHEP,CPI,FLAG,FMF,HDG,MCRO,MNA,MOM,MRGR,QAI,QMN,RALS,RLY,SIZ,WTMF
-0.0010194102924060524,0.016690328909954318,0.00038095662049771663,-0.00032893532524484216,0.014090094522852287,-0.006226037650209374,-0.004143109659202797,0.0011106889325438922,0.0040567951318459,-0.002940344065107017,0.00034413821887709783,0.0035170351181559025,0.006249787803850517,0.0023388371340427373,-0.006619937694703978,-0.003135490851144417
-0.002040901100399453,-0.0045406786334724275,0.0038081545117484407,0.007568426481782141,0.010999601494404954,0.005542242176352895,0.004538541933900517,0.005547358127798015,-0.013333333333333265,-0.001340526999391503,0.009287964263914006,0.003504708933756965,-0.0018403531001986763,0.00800009553061365,-0.0023519796158369753,-0.0045971547353832725
0.015848791537087396,0.01368424205880483,-0.0011381394660835034,-0.002286319537229412,-0.0263409042753087,-0.0019170976595255281,-0.0022589988165607282,-0.004045639952395313,0.006142506142506084,-0.005100651570955955,-0.0020450178361273745,-0.0015522482461701136,-0.0011525130376399554,-0.0003308573056183601,-0.0035363456370787506,0.000729102267688946
-0.007549154917330834,0.003461430196485448,-0.0007595982491398679,-0.002618632658679555,-0.007841552551099909,0.0021609349653189448,0.0037736266512108773,0.0044313462742511375,0.0,0.0,0.003415205754354591,0.0015546614667051948,-0.0004613621854116123,0.008270048306138303,0.0,-0.0038862490280603757
-0.009634805544761628,-0.0158675637266954,0.003800761508088292,0.00787680603367785,0.01106494810016492,0.004072841189842608,0.0037594009851043978,0.0051470830359144175,-0.002035002035002064,0.0,0.006467020898736183,0.003880441201635463,-0.010618628711498945,0.0006562122877776459,0.0,0.00243848282192233
-0.0005120797252924118,0.006659601878769679,0.00340779935562957,0.012373539736060505,0.017197558891961173,0.0011929646763388718,0.00037443508837388287,-0.002194639214535505,0.004893923327895594,0.0,0.004734488341407538,0.002319312608453437,-0.0009332602650982326,-0.0036067278019741907,0.0,-0.0007297350939419481
-0.006147539297388842,-0.006267321461655883,0.002264137573230652,0.014474236437454987,-0.015946186608730775,0.00714969170276047,0.002246428946654258,0.001832863836682213,0.01014610430787761,0.0021584373457365423,0.004712388138059134,0.0019282485801830976,0.0016350473110840484,0.007897612667986244,-0.009069479137638793,-0.005598923000305538
-0.005154698125028518,0.002803039857470255,-0.002259022834751705,-0.005072771608162536,-0.01405700178070258,-0.001893054503089991,-0.00037357208513361735,0.0007318264305228691,0.001607111354243131,-0.005384986600759856,-0.003350129576581229,-0.003079323425218093,-0.0006997710988045242,-0.0013059609060939211,0.014723478500735257,0.01101589880777197
-0.003108781608430099,-0.008385790454766824,0.003396225699878366,0.013384034692038513,0.02257423196642796,0.0037932899107270095,0.0037369233811285936,0.006581399498885211,-0.006819093461692666,0.0018949887937214766,0.006050468329352122,0.0034749393154055288,0.00046673122774123653,0.01699885621271004,0.003921568627451036,0.0012106300414652822
-0.006756750763326514,-0.004228282279103585,-0.0007522479739922817,-0.00242101462608125,-0.022075885799525102,-0.002125623630353745,0.0033507289808206125,0.015256081577374897,0.006462035541195482,-0.00027008885428585585,0.00033406549701436313,-0.0003847673252725504,-0.011660386868444656,0.0012858113480333788,0.0,0.0043530984686333115
0.004709640629272411,-0.001769315764583387,0.001505551397686845,0.01138171283313842,0.015049433050976559,0.006153733972503576,-0.0003710385446894319,-0.0010733709072827352,0.004414165329052845,-0.0013513962358850456,0.008016072763419334,0.0019245375933014453,0.004472701588132629,0.003392640067568604,0.005859374999999945,0.005779016409795984
0.01510408785520903,0.012406948156803377,0.0,-0.00937797804395747,-0.01580166592915015,-0.004939875357818048,-0.0033407786480555038,-0.003581699291502707,-0.006791849508915248,-0.0021649751914353346,-0.008946427296250621,-0.006915090260653284,0.0004713660398529584,-0.0041244637524376175,-0.015533980582524216,0.0114914737707002
0.005130843699824139,0.008753511669554825,0.0026306579098509635,0.0009465674403334992,-0.011893045781208924,0.0009455725476809779,-0.0011173384805262443,0.00539175194946824,-0.004424818808333936,0.0,-0.0010029361293430203,-0.0003867716849898088,0.007770060179967581,0.0032617100559360892,-0.014595660749506944,0.000710045246539738
0.0010209202559405704,-0.005553646266491213,-0.001499267021169875,0.0034679270492766995,-0.0018054362190558196,0.00047248250149243865,0.00037283702479839874,-0.0039327470331274395,-0.006464646464646471,-0.001356076863153726,0.002008024946126061,-0.0015480431963416075,-0.0014016760045272821,0.002925767294265209,-0.0008006805444355725,0.003547805186107028
0.007139255672596995,-0.010122100021580621,-0.0063815292945915494,-0.024505269001348882,-0.014871280327318366,-0.008262658836896437,-0.006708912730891818,-0.003589304258659019,-0.04270024400162666,-0.007061579753489436,-0.01235813239346577,-0.00775193798449614,0.003743344079317813,-0.02398713354411314,0.0,-0.007070427885450806
-0.005063298216934964,-0.006699592885110465,0.0018890295986564976,0.0022544354922810236,-0.006324028260288468,-0.0019042240547942149,0.0018762322625422887,-0.016570661359253884,0.01316903087642185,0.0038293699871761256,0.0,0.0,0.00023313526697538677,0.0019928248841391927,0.007211538750462278,-0.009019720205229844
-0.007124722597360248,0.004614753542870214,0.0030166635984298943,0.008997354420517733,0.0010264210639044297,0.004531295714860177,0.0022471536958461684,0.0010988903969398472,-0.010482180293501049,-0.0062670805709677275,0.007778208299941778,0.0015624357848123605,-0.006058971312342118,0.005966221065571358,-0.00477323010235601,0.0031138105070954
-0.006150690555013387,-0.003533487728121785,0.005263139235854882,0.027388677402158286,0.0028713776778410373,0.006172918695888292,0.0022421540286771016,0.005854315532560369,-0.0016949576271186515,0.015080851839211559,0.006375804749096844,0.005070295298518251,0.0016411071390933507,-0.0003295530953834851,0.0,0.002865273107564641
-0.01134600892746922,-0.001773115998573334,0.0,0.0034096113163413835,0.004703433435148448,0.002831315213068333,0.00037283702479839874,0.003273996445677697,0.013157980184973573,0.0,0.005668547844225406,0.003880441201635463,0.0002338899864440281,0.005932647076830115,0.0019984012789768467,0.003809547670835504
