Name,Riskiness R
AADR,[0.26505272]
COPX,[2.87293725e+12]
ECON,[1.45070839]
EDC,[7.61641601]
EEM,[1.3692211]
EEMS,[0.94636196]
EMCG,[1.39012098]
EMFM,[5.39388302e+11]
FAN,[0.21755131]
FIEG,[0.34646849]
FLN,[1.18793978e+12]
FM,[7.98218975e+11]
FNDE,[3.18036061]
FONE,[0.13915916]
FPA,[0.21746849]
FWDI,[5.03798363e+11]
GDXJ,[0.62472462]
HGI,[4.63546449e+11]
HILO,[2.18208429e+12]
ICLN,[4.32704487e+11]
IEMG,[0.94632828]
IFV,[0.21575751]
IQDF,[3.02613951e+11]
JDST,[8.44553614e+12]
KOL,[8.98957928e+11]
LIT,[10.04885629]
PBD,[1.57078676e+11]
PICK,[2.44662233e+12]
SIL,[0.66576932]
SLVP,[0.60885893]
SLX,[7.99012978e+11]
SOCL,[0.31343254]
SOIL,[5.58934372e+11]
TLTE,[0.89007668]
VIDI,[1.62377321e+11]
