Name,Riskiness R
ARKG,[0.40109174]
BBC,[0.95384446]
BBH,[3.34369885]
BBP,[0.28510645]
BIB,[88.54845236]
BIS,[335.90940626]
CURE,[0.49936886]
FBT,[0.42600307]
FHLC,[0.14698852]
FXH,[0.30461118]
IBB,[4.67340419]
IHE,[9.48199515e+10]
IHF,[0.13849129]
IHI,[0.05978234]
IXJ,[0.22167521]
IYH,[0.14790146]
PBE,[2.46066558]
PJP,[3.18262966e+11]
PPH,[1.16800867e+12]
PSCH,[0.09787322]
PTH,[0.2448002]
RXD,[4.50244887e+12]
RXL,[0.32152345]
RYH,[0.14282221]
SBIO,[0.57968711]
VHT,[0.15183836]
XBI,[0.41482922]
XHE,[0.08556632]
XHS,[0.43830847]
XLV,[0.13924791]
XPH,[1.01302126e+12]
