ARKG,BBC,BBH,BBP,BIB,BIS,CURE,FBT,FHLC,FXH,IBB,IHF,IHI,IXJ,IYH,PBE,PJP,PPH,PSCH,PTH,RXL,RYH,VHT,XBI,XHE,XHS,XLV,XPH
0.06076318838833951,0.037851555347407514,0.06612930238780955,0.07197540784403861,0.11545821513944217,-0.12239138651207924,0.030714849952576038,0.0777824750989779,0.01821748584927432,0.014927815310535553,0.06032636399991215,0.002572826679608677,0.006416462595886458,0.027753862640451682,0.020917072480385247,0.05517936374931882,0.08233587163799959,0.02062357757365003,0.023100424934888168,0.02541899013779725,0.022973824689636102,0.009998272628539287,0.027322653674898396,0.0735271736107376,0.052679391778407726,0.007419082197479473,0.026413734150968714,0.13622868709334532
0.032415546841747515,0.07919413601650184,0.04040324187769654,0.07607142481692655,0.0982212973117524,-0.09858803185290804,0.12723302381806956,0.04849864034617737,0.04759050372041411,0.054584083258442335,0.04918378900141705,0.07284993886450546,0.04808032107823302,0.04630175626852676,0.042941693414515765,0.03492546986452622,0.08068422876033253,0.05891369273484191,0.09298101158713916,0.052811264695931864,0.09332815950546916,0.05512664570796533,0.046276542968071016,0.07503112030430932,0.048508738651174124,0.08500851770327894,0.01832536470481253,0.1104328704383958
-0.0209032008060968,0.0567749464311093,0.012501898312241959,0.030202532768777,0.030440951069040538,-0.05193732134252916,0.017785400086774542,0.026034881338003614,0.00742837248119862,0.038586673463298825,0.017660970292202212,0.04574036852570973,0.01067048105737795,0.010781885432428728,0.008561714766956588,0.00583722746247746,0.007782667548944896,0.015028698905392915,0.041553393749821435,0.033953198533472166,0.02108741309983779,0.02266463755829761,0.014219678235668031,0.05064514285958722,0.0251180444284181,0.033732189408926284,0.03391468262695504,-0.0012936445835690894
-0.012475833147651431,-0.08609969998577716,-0.035422223740550415,-0.04381446164438962,-0.060219632119929575,0.040869698673793343,-0.04508047864965642,-0.05647092122355556,-0.01280619699781742,-0.03342283050236484,-0.028448272866930836,-0.03368662845373903,-0.02749966672459493,-0.0010202653256929108,-0.0155943194235138,-0.0397171303508676,-0.02648090662858561,0.007260804589610212,-0.0423617899772681,-0.047854737552961615,-0.040417618853648564,-0.014224472849797776,-0.01984959399508683,-0.08406790335902628,-0.047761431740705886,-0.030572814726000336,-0.0033729987587120818,-0.047580665959845024
0.04524025080573018,0.1930549574325684,0.07736627643752969,0.09838273112076854,0.1906232485055548,-0.17209699154469502,0.13443474146328532,0.107972395039221,0.051749188795264016,0.058197037020639664,0.09401780954540234,0.07795212713963978,0.022583445462194842,0.03073350805359488,0.05019131254676789,0.09178483943264093,0.04585797388557306,0.03845840793652678,0.05150729439236645,0.09445408848433123,0.1052283229850286,0.04592128972040755,0.05262342984772874,0.1543156697279444,0.025530753300572848,0.05870639517849738,0.00040416777998146216,0.05994703971095509
-0.018598212817882803,0.011731889557506855,0.0013365965864290368,0.0763803865787635,0.01985785918507929,-0.03397243922563044,-0.01280462140011342,0.003804072816002176,-0.007146693787405169,0.0043762944838966035,0.010793557111205629,0.03168329776058554,0.0015894447181854488,-0.02062878780673533,-0.003202905939809679,0.009340896411393244,0.007329439265226328,-0.030157963780477207,0.026797235912295637,0.00585903386036318,-0.006671991834291609,-0.0023764495774919485,0.0010015922249675283,0.05907566074596586,0.012662331430081079,0.02686412359640053,0.0017508580225565,0.003218204057410273
-0.011708487956733312,-0.0013252486275386738,0.03767439247167813,0.027643160614898743,0.06604715196423439,-0.08495817661668295,0.07527990620419901,0.019625934299486957,0.03725070051096094,0.011474234174995964,0.036907846124355374,-0.020448713499561164,0.05705939904043459,0.045862339399585714,0.03066063591722555,0.02146071614386969,0.044182774306743736,0.04862194146780114,0.03142983636603875,0.02503150188916867,0.05585354147317624,0.026605380431556885,0.028722530377059793,0.014454345266762925,0.04632467362292157,0.0014271541060270974,0.039330642513679764,0.051582085799494685
-0.0886352968315648,-0.1410483612832764,-0.07375634667267157,-0.08957287577522245,-0.211187202042474,0.2077625257399225,-0.17975403247713986,-0.10989792807349393,-0.08039790014895015,-0.06648473673872402,-0.1059784916440456,-0.055293057292518086,-0.048587385049222116,-0.07425131736946325,-0.0791199159199335,-0.09936118740027787,-0.08204761200752049,-0.07942588088026474,-0.03999466855322052,-0.07172480307595137,-0.1597301078807844,-0.07299176885151831,-0.08056684512700088,1.6373318042725449,-0.047329496929253735,-0.05371421313919941,-0.08513929292558392,0.7841925430033387
-0.09725577252366427,0.06243966734407318,-0.1179013672278327,-0.15930551418239355,-0.23339036354715526,0.21455582653525268,-0.2376009234275525,-0.09937777007430447,-0.07017549411175845,-0.10475312706497072,-0.11304438115227165,-0.06321884834132907,-0.07435751404389428,-0.0575229839966851,-0.06881394382862903,-0.1465372054949901,-0.11486131901291408,-0.07437884760091712,-0.07779502197235079,-0.10274651063445588,-0.1367769608866536,-0.07339749691162073,-0.07418043121390573,-0.7227912524355282,-0.08042551106778066,-0.08132053443771688,-0.06043420542938745,-0.5981852613068361
0.05760000961454685,-0.1702514608150299,0.0828377680422416,0.111086973974221,0.1503346318860477,-0.16420231119839318,0.2348713489425327,0.029789606046839244,0.07319379316714016,0.0249141061011322,0.07296341952031313,0.003156951169349192,0.07332391874488231,0.059206037855256334,0.07565247777549358,0.09671066141134928,0.06373085508093372,0.030331831772995137,0.02581443658093024,0.014014420062695926,0.14662235275655933,0.06830817162030102,0.07769044855266784,0.07103289933328663,0.04449656545046568,0.0061364909523441155,0.08196448653396607,0.04158182681702048
0.042612233383259965,0.1566265194325251,0.005412424641275447,0.03078324483300932,0.047739878378932885,-0.06703915576143485,-0.017457777513764816,0.0772622411809817,0.004408774621430417,0.006370444044578504,0.027376742223856543,-0.00877330129170969,0.02826690231130245,-0.007382681116176701,-0.0007994910060105285,0.019392195223593433,0.04014225804738255,0.0020532860665414565,0.08298377157092582,0.031096543695343083,-0.003367624935807017,0.0064709978267691775,0.006721113728789229,0.08494655496986582,0.05562962746710167,0.019864169676680258,-0.004061584300410339,0.10485345629534626
0.014026618342220987,-0.08301771752730149,0.020006286411573163,-0.02499207996674404,0.017940978871950262,-0.044910265546407764,0.041147039352369685,0.005694963668667836,0.010535716264471523,0.00699653518235114,0.011843154203895563,0.00974421026213088,-0.0008973025959059135,-0.00878982863495402,0.0006668804704187673,-0.009217378431255516,-0.04582034352242762,0.009116267055957071,-0.005947397030281588,-0.028042327547754424,0.013361858595716768,0.017365837558853927,0.008117724875098046,-0.028911086026469093,-0.0642454027469377,-0.019648157092051886,0.012937805620861944,-0.05097317723856048
