Name,Weight
Total Bond Market ETF List (82),0.2
Investment Grade Corporate ETF List (50),0.2
Target Maturity Date Corporate Bond ETF List (24),0.2
Treasuries ETF List (51),0.2
Alternatives ETF List (35),0.2
