AADR,COPX,DBAW,ECON,EDC,EEM,EEMS,EMCG,EMFM,FAN,FIEG,FLN,FM,FNDE,FONE,FPA,FWDI,GDXJ,HGI,HILO,ICLN,IEMG,IFV,IQDF,JDST,KOL,LIT,PBD,PICK,QEMM,SIL,SLVP,SLX,SOCL,SOIL,TLTE,VIDI
-0.0185089215527968,-0.0168315870455305,-0.007476548345712431,-0.04095197967498293,-0.1279934672931698,-0.044929004851363565,-0.03379793581465595,-0.034153411765626265,-0.028071459208632604,-0.024979815662291585,-0.02556054221413549,-0.0633803911398313,-0.003080868986789945,-0.045097357094012684,0.0007759551502320561,-0.028677150595189962,-0.017976192133104515,-0.046056031141338015,-0.02368933614672933,-0.03894617695743885,-0.027545856561887287,-0.04044450732178411,-0.023138874874202225,-0.027893943752151942,0.10404642114331827,-0.04503105040801995,-0.021045069743339247,-0.013659144852750936,-0.033497511494061986,-0.03547637528201079,-0.04941173370625552,-0.05271976053217858,-0.02276870897070437,-0.0004852456790039591,-0.020815253126786448,-0.03670691225111191,-0.029805175776655483
0.002881213471725764,-0.041289087805046636,0.0,-0.005109484124821875,-0.02398991959748984,-0.007535825151255119,-0.0035574195867523954,-0.0102662075782496,-0.004126068424918866,-0.013223490503497129,0.013037013853184449,-0.014619978179465256,-0.008240998187770692,-0.010733498113799363,-0.011627968912058268,-0.0006349076703864593,-0.00847455568108657,-0.03067475925647564,-0.003613806415137478,-0.007747494124362325,-0.030901252449321005,-0.007024974653624215,-0.004119457813759309,-0.01506458104182724,0.0800297737856263,-0.02059623470251233,-0.015567045489017297,-0.02259492236819069,-0.002548497981940193,0.0036940394481518673,-0.05940608326167447,-0.04063589762611409,0.01164966330496197,-0.020388237874854952,0.0008857018075596459,-0.006895522695587997,-0.009846453943023905
-0.0180204983501423,-0.04411758834998099,-0.008286337490103702,-0.02347769321545209,-0.07567921301889571,-0.023930315066193274,-0.010114932694539787,-0.03073373358652853,-0.024482082297114738,-0.024287943815840787,-0.03480893732812861,-0.03984728367071865,-0.010387004553527326,-0.028571365710136763,-0.029542497800121612,-0.010165189382281888,-0.02974367130927943,-0.04265272746766925,-0.03367895982852411,-0.03423402641425783,-0.013286103255171973,-0.02294448113415992,-0.026370215630918258,-0.011940142506114514,0.10110809496908944,-0.044825696388394405,-0.03614449282741045,-0.01751293080120289,-0.06489536579397504,-0.03264521118586797,-0.041227944725642035,-0.036832395812045435,-0.06045652165646734,-0.02725482648892457,-0.02123882762418626,-0.021377330495664773,-0.011688368875263106
-0.014879337048392569,-0.059340605140700824,-0.03570067330529917,-0.020285565527737342,-0.08047588104439281,-0.026874080917606787,-0.022440387910063975,-0.018900677475288084,-0.022007685814650003,-0.02859745091547912,-0.03871485943775095,-0.03165943876290974,0.001049731090675367,-0.03871930590999978,-0.013761606416791366,-0.03754593817809771,-0.038054895073613856,-0.0994539511347404,-0.019979441176077736,-0.0059126436086217905,-0.04488309956076519,-0.025831727391538856,-0.026553244427493364,-0.027870731449092485,0.3150941882497296,-0.02491308230824604,-0.041406285710274944,-0.032675005735360765,-0.028961664654662864,-0.031431011543749734,-0.08600181356358444,-0.08317392627570375,-0.06259560974831599,-0.02088649389145273,-0.032549860362259285,-0.026325653079509573,-0.02433108292890817
-0.049432773516761785,-0.035046859383623584,-0.02008686622400204,-0.014570391262892904,-0.0605022154722949,-0.018652973632236957,-0.028694323014900342,0.004061660791774908,-0.02408214892136186,-0.06377310307699707,-0.0579879846256685,0.048121080099692494,-0.01730021949083053,-0.011231652500836532,-0.06805704827230706,-0.03573810662571345,-0.01245422658820885,0.03734447801414642,-0.03754837294199191,-0.02024032669755832,-0.07518807817226157,-0.020088334597611144,-0.04746354151736869,-0.034021417516629814,-0.1831658453930436,-0.056446830761164475,-0.04726980196726793,-0.07933993617954617,-0.05346089950033063,-0.009051945518214538,0.015014893153053084,0.0020851918540695123,-0.0434277278707583,-0.0520290282784886,-0.02990642222934765,-0.008437229906666515,-0.027431238017256183
-0.009093256464091062,0.0048426775071081654,-0.00683259723008126,0.006614831690262639,0.013770707143822263,0.00518380735735565,-0.007385562391044248,0.0016181725324509273,0.002427293205069203,-0.025543832623306676,-0.002483581736448174,-0.046348869827493235,-0.03867690086556114,0.0007833059140161787,0.015017874788964162,0.015240618655960868,-0.014465861191940191,0.0,0.002295019318355858,-0.01032923034550648,0.011178990795664513,0.0038950996793865626,0.005727704060765088,0.0039573097722210415,-0.012295089092138195,0.011964677275040712,-0.011120568006040351,0.014505178651072778,0.04161726350650629,0.013443586173303237,0.022682520317386615,0.0208118725758771,0.02001468744714473,0.018660731226689747,0.003853508072422907,-0.014117227085769216,0.0064101529930010856
0.03670763641232355,0.0012048456530269539,0.020639249487183858,0.008890591878636984,0.02317223909534117,0.00736746525631892,0.008290709639709917,0.002423092281150761,0.016949182595450037,0.0582521035803066,0.04943978347358875,-0.02475915905662226,0.031353920433244496,-0.008219097194128555,0.035683425521465716,0.02763562702867109,0.0,-0.047692378376698936,0.017172398765203146,0.010437036903810487,0.02311546093439661,0.008168156537457606,0.034737876087230064,0.017737443476961108,0.15826903396861605,0.019290644325112863,0.02854675613401752,0.02775421317848183,0.014269280165032287,0.017176966331166454,-0.023143740445926157,-0.010193675355040859,0.032304328337624304,0.0204740925207659,0.029750503421325774,0.015300096347599662,0.01656067958983455
0.03374805504481114,-0.00361023079778417,0.03885836967952911,0.0509576821583146,0.08278005601935584,0.027547376656522432,0.006325222473198041,0.026188618057379737,0.002380879891483203,0.0073396467014978815,0.04101003324038377,0.04231295280231034,-0.022868108949346475,0.02328322976811746,0.05266098150747643,-0.006972136769269908,0.02371096949199981,-0.2093699544729612,0.01631943063255711,0.015493955393558629,0.026522587233778903,0.02147064882441887,0.0193176774626198,0.021688482748975425,0.7666325461310225,0.019536005683457112,0.014297726549149157,0.029460020932034474,-0.0011253898735021685,-0.005851952743672363,-0.14313911704818594,-0.12873326160820273,-0.0032451191836537423,0.019535497748415502,0.008387758499266337,0.02241110636510071,0.02005001931269599
-0.0005350801827401239,-0.01690823462903369,-0.004580237151080646,-0.021509250693291126,-0.06527220642408006,-0.02206398434370815,-0.014875345116192037,-0.022771829057986283,-0.015835307521026208,-0.001821675137117571,-0.007081255029454192,-0.030221099535597762,-0.040748766761826434,-0.028923833918234092,-0.003991503711996434,-0.02206622039078865,-0.0011029001354749533,0.06416031097855253,-0.007751684562188123,-0.01652903650132162,-0.02296658587509524,-0.019432778858591685,-0.007073274522899961,-0.01705820552310534,-0.2757820870811741,0.01437144491963173,-0.00912115055249474,-0.021462531048428823,-0.01295772495456978,-0.00891354084302752,0.05760362426455658,0.04609951032991809,-0.02465128987943752,-0.008803743094571524,0.0,-0.02532116357675313,-0.01515165257590741
0.006961198754124015,0.022113108642977452,0.0015339100705166794,0.02160959070609271,0.013888854833323735,0.0053372395463525115,0.015525312638654625,0.008437082460520913,0.011263033177932756,0.001824999693684804,0.01164034776031393,-0.024651188053189083,0.014638478831997757,-0.004368548768195774,0.006144520112179875,0.012307628512258572,0.005152709925085948,0.01190470493516457,0.00613851553613962,-0.005817717531624373,-0.0117530588974555,0.004650924086589604,0.010331961950146278,0.005784898240051223,-0.1376000462417738,-0.0064936489635994245,0.02008363432386835,-0.013810053163711457,-0.014840153354663991,0.005260468482809838,0.026143932169275408,0.025988719574519085,-0.029089169414214126,0.03500518262688656,0.024029585218015747,0.006204073625445444,0.004573789067828846
0.01808029649850213,0.019230842854204518,0.02258785550653613,0.016776048899318143,0.07001528368764426,0.024131263860546846,0.00879563455274209,0.0310755290502519,0.015115358509584094,0.020036193150952345,0.022202397789404492,0.05102540064491462,-0.0036775779254373422,0.03270834551212126,0.010886952380981436,-0.010807008190881056,0.013548084013414287,0.09297914902749176,0.008319192439284353,0.01300386509875069,0.025768220861278977,0.02093407677689901,0.0123789813206999,0.010352808059510292,-0.31539886509872384,0.0,0.0024612132856622468,0.019769376762291083,0.013904923732848495,0.009790749922052056,0.0668788585374375,0.05396447305728255,0.008840976772590539,-0.03584042463179833,0.015342912187576713,0.01175325602001588,0.014487050941342925
0.0023505438396766213,-0.06132085699729287,0.0037439629408111954,-0.0272596803830206,-0.0665007531033829,-0.022149036783942696,-0.014324182013149648,-0.005409557578698088,-0.021551739741461868,-0.005356843850488282,-0.010463733484522716,-0.017241382103954553,-0.016751752518447394,-0.02549256882570206,0.009981549367512822,-0.006487007449380535,-0.006502727032941732,-0.12499997668727872,-0.018151924476023627,-0.009627665079109487,-0.011594403831885116,-0.018533206189787276,0.00425282318529945,-0.0011387899331509925,0.37669359093545934,-0.036838982036610665,-0.02209505588823802,-0.021001548700667352,-0.034285803125613024,0.0021732610747702105,-0.09054725961927496,-0.07941476037723624,-0.03846161041129939,0.001047162851635193,-0.033777732183738224,-0.005332576855963753,-0.0044879921570313945
