ARKG,BBC,BBH,BBP,BIB,BIS,CURE,FBT,FHLC,FXH,IBB,IHF,IHI,IXJ,IYH,LABD,LABU,PBE,PJP,PPH,PSCH,PTH,RXL,RYH,UBIO,VHT,XBI,XHE,XHS,XLV,XPH,ZBIO
-0.0886352968315648,-0.1410483612832764,-0.07375634667267157,-0.08957287577522245,-0.211187202042474,0.2077625257399225,-0.17975403247713986,-0.10989792807349393,-0.08039790014895015,-0.06648473673872402,-0.1059784916440456,-0.055293057292518086,-0.048587385049222116,-0.07425131736946325,-0.0791199159199335,0.3672903672903673,-0.37744084582329296,-0.09936118740027787,-0.08204761200752049,-0.07942588088026474,-0.03999466855322052,-0.07172480307595137,-0.1597301078807844,-0.07299176885151831,-0.3117948717948718,-0.08056684512700088,1.6373318042725449,-0.047329496929253735,-0.05371421313919941,-0.08513929292558392,0.7841925430033387,1.601761071482068
-0.09725577252366427,0.06243966734407318,-0.1179013672278327,-0.15930551418239355,-0.23339036354715526,0.21455582653525268,-0.2376009234275525,-0.09937777007430447,-0.07017549411175845,-0.10475312706497072,-0.11304438115227165,-0.06321884834132907,-0.07435751404389428,-0.0575229839966851,-0.06881394382862903,0.4493157627977699,-0.4577911111255735,-0.1465372054949901,-0.11486131901291408,-0.07437884760091712,-0.07779502197235079,-0.10274651063445588,-0.1367769608866536,-0.07339749691162073,-0.3368107302533532,-0.07418043121390573,-0.7227912524355282,-0.08042551106778066,-0.08132053443771688,-0.06043420542938745,-0.5981852613068361,0.30573227412990744
0.05760000961454685,-0.1702514608150299,0.0828377680422416,0.111086973974221,0.1503346318860477,-0.16420231119839318,0.2348713489425327,0.029789606046839244,0.07319379316714016,0.0249141061011322,0.07296341952031313,0.003156951169349192,0.07332391874488231,0.059206037855256334,0.07565247777549358,-0.2797691904179052,0.18461539726008616,0.09671066141134928,0.06373085508093372,0.030331831772995137,0.02581443658093024,0.014014420062695926,0.14662235275655933,0.06830817162030102,5.000000224719102,0.07769044855266784,0.07103289933328663,0.04449656545046568,0.0061364909523441155,0.08196448653396607,0.04158182681702048,-0.6243902004236253
0.042612233383259965,0.1566265194325251,0.005412424641275447,0.03078324483300932,0.047739878378932885,-0.06703915576143485,-0.017457777513764816,0.0772622411809817,0.004408774621430417,0.006370444044578504,0.027376742223856543,-0.00877330129170969,0.02826690231130245,-0.007382681116176701,-0.0007994910060105285,-0.25491624180626365,0.23116882773460154,0.019392195223593433,0.04014225804738255,0.0020532860665414565,0.08298377157092582,0.031096543695343083,-0.003367624935807017,0.0064709978267691775,0.05823962328690554,0.006721113728789229,0.08494655496986582,0.05562962746710167,0.019864169676680258,-0.004061584300410339,0.10485345629534626,0.7987013118939191
0.014026618342220987,-0.08301771752730149,0.020006286411573163,-0.02499207996674404,0.017940978871950262,-0.044910265546407764,0.041147039352369685,0.005694963668667836,0.010535716264471523,0.00699653518235114,0.011843154203895563,0.00974421026213088,-0.0008973025959059135,-0.00878982863495402,0.0006668804704187673,0.013033561420658195,-0.10970466642946128,-0.009217378431255516,-0.04582034352242762,0.009116267055957071,-0.005947397030281588,-0.028042327547754424,0.013361858595716768,0.017365837558853927,0.023712618075123558,0.008117724875098046,-0.028911086026469093,-0.0642454027469377,-0.019648157092051886,0.012937805620861944,-0.05097317723856048,-0.07445847796420925
-0.2082042206438568,-0.3357264723966411,-0.19709918337383445,-0.211354156234298,-0.3892851976300238,0.5367468356038549,-0.22874251703463985,-0.2408422820963267,-0.09046800061994956,-0.11381308331161152,-0.21060711764784126,-0.06874221475625872,-0.05285427314368396,-0.05236591353302508,-0.07501661355778537,1.3055644901897716,-0.6611374224191294,-0.2325765124549434,-0.1213723677801561,-0.07491091556312886,-0.11131216400356238,-0.20558885491582554,-0.16754452847150916,-0.08118340484654858,-0.5334485577683167,-0.08982334860792136,-0.27835547072940303,-0.05831238522499944,-0.07579906442104524,-0.07328337985490402,-0.10519594551177368,0.8508045265541108
-0.015060132742428787,-0.10104167017695204,-0.011608519812576231,-0.04343476739914424,-0.10032068254695374,0.07162280417087233,-0.019798256008907632,-0.028787889436320668,-0.00734580248685966,-0.010266940451745327,-0.04853042692294176,0.0011237432966252918,0.011130618242919835,-0.014693517435933588,-0.002626443991880653,0.054966517857142856,-0.17762246472352733,-0.0433428716873607,-0.035044766655562366,-0.04682052101553653,-0.03350556106827632,-0.06920966352694519,-0.004038973402458892,-0.007313692364666723,-0.1589477213782882,-0.005227832612853873,-0.05242336572203505,0.020142557230640748,-0.0047520249970416095,-0.003610620733702542,-0.0532680220255452,0.09483669248274308
0.07308858674139625,0.10370791181598103,0.031949844594114436,0.07460347402596118,0.04073324950950237,-0.07868010460347792,0.07485151959354881,0.05076198126096253,0.028957451609369408,0.051301433421350316,0.026447209164171613,0.05327694899327175,0.05331957023136701,0.025777628637738297,0.028088676821568872,-0.2968791325046284,0.1658164901963886,0.038524173200891,0.014864895437213728,0.0015677252862039636,0.07306012773509281,0.0625766625766871,0.054377901904528,0.032260324396373885,0.043171760212697766,0.028528605352232332,0.07849678344050005,0.06323441672027556,0.05767769156527356,0.023403110453864284,-0.011302394036529731,-0.12824834574629645
-0.004844687899374067,0.037795289212958126,0.024980691225062145,0.04866187086366874,0.04818974931042686,-0.07920113147943213,0.0799558507572769,0.042942006462814215,0.03408161950502464,0.034804412098872965,0.027974273384909373,0.03564814168250078,0.050038613717118034,0.031671831959126935,0.0322544670969492,-0.17547489185630996,0.10722103286865456,0.027168207599186485,0.03460637780447638,0.012869575703383054,0.04770539822347478,0.022170878110182018,0.05854836971896207,0.028259204105846238,0.0633445945945946,0.033861276443129015,0.04519221728982264,0.03059494137681407,0.04398959476329431,0.033344137060946286,0.05143505375710313,-0.128622712383737
0.026918683421342758,0.059180616360734226,0.03952201571530803,0.0815930767942224,0.08098021381471246,-0.10122171791112708,0.062436106830792225,0.04566357862461681,0.02549310268107221,0.01317612690707352,0.044112567238510085,-0.007365072355733667,0.019990422187567556,0.015198845218392263,0.023013208484312327,-0.25980839416058393,0.20619219806736105,0.03509662841499478,0.041519022093752536,0.021961143025326132,0.009798283936079216,0.02169008231767205,0.04727279141811688,0.018765848708449,0.11556791104050836,0.02376814975468909,0.07639525034896613,0.016655298677678898,-0.007959807890289498,0.02235266484751328,0.029564628038962405,-0.15331011790023166
