CBND,CORP,GSY,ICSH,IGHG,IGIB,IGIH,IGSB,LDRI,LQD,LQDH,PFIG,QLTA,SKOR,SLQD,SPIB,SPLB,USIG,VCIT,VCLT,VCSH
0.006399798552677922,0.0008964256511857119,-0.0013983558160131607,-0.0004003875091524465,0.0002710336842912441,0.002586099740296724,0.0,-0.00038034703302763977,-0.01026456578992588,0.006155210480344148,0.0044248360272575536,-0.0059287602266013635,0.004323068194000484,0.004253970059390197,0.0003972124142766087,0.0032564682228461536,0.00755561449534405,0.003700807832770625,0.0092572454361237,0.005946533964555137,0.0013854897013644931
0.003446847790006483,0.0009000826964912203,0.0014242489292365073,0.002023210925068069,0.0044328126371360466,0.0010568197256382618,0.009166385996984805,0.00033337795662217513,0.0011967302824944476,-0.0008836950623213123,-0.0017815796833398176,0.0,-0.002760897604163377,0.0013971757206006324,-0.003260410557260184,-0.001180425165017085,-0.003041819559573186,-0.001803252477564004,0.0016786277559030574,-0.0011489046981375468,0.0017409999724799206
0.004447312070884507,0.00468448795078685,0.00039972548802362734,-0.0015995052521268179,0.00027128635126800945,0.002305589945653743,0.000833549520970498,0.0007619027160784902,-0.00039856165201878377,0.005449072028713611,0.002266268170009444,0.003578664569365467,0.0029495266952089434,0.005347540503803036,0.002593674638604593,0.0041362001183712,0.009374592598439813,0.004537175435157168,0.002236828144644132,0.006290654193878607,0.00037729351489425484
-0.006957782214699115,-0.0032738745641084912,0.0,0.0,-0.002031552279793375,-0.0029440875113334376,-0.005412104793160278,0.00019020216448472062,0.00833952704394802,-0.004214987287564175,-0.0015073085053547688,0.003207285613492806,-0.002940852572041034,-0.006303927433158009,-0.0005969819972857683,-0.002942210332306641,-0.010835643939840276,-0.003963772301454638,-0.003994202241515977,-0.0065987269818832605,-0.00012575357859351144
0.003184806983752725,0.003384175758455905,-0.0011992320363411759,0.0,-0.012889820400944508,0.003598709933599274,-0.012976458545491398,0.0004757336083377165,-0.0055402938042441,0.004146386489275043,-0.009706775189532951,0.001978587188351544,0.005309073688782075,0.010308429940773984,0.0017920372584049515,0.002655824922369045,0.0015650767264274172,0.006385683876794728,0.006605092286258338,0.005710553111811851,0.002011529901714585
0.00493568741134724,0.002999825409639891,7.555059099299832e-05,-0.00014023853445865742,0.00874184326643677,0.001726202652027901,0.012225887719194604,0.000866486531488866,0.014325247562033284,0.0021961455475013915,0.004630783469906241,0.0003946323922055417,0.0004350516906978364,-0.0033920399981393467,0.0015722905238226153,-0.00029413145472443014,0.00463508461071724,0.0009935774716013069,0.0017245517448341305,0.0008375828485177942,0.002412805097238254
0.004434700634750565,0.003767811369675429,0.0012009238231345102,0.0,0.004511218401543463,0.002851470460796522,0.002100868972240644,0.0015217310260608448,-0.00549184722644329,0.007145276218168145,0.003911393017981092,-0.0015790775583808506,0.0037224813062619842,-0.00019702984594252882,0.0003972744278689033,0.0017660190057960422,0.00962776200573468,0.0041453489373180046,0.005864239098096229,0.006973532217213863,0.001504322309478793
-0.0006307315564734281,0.002371164231145591,-0.00040002739280835085,0.0018034405798358847,0.008981917411976435,0.00045829048740795165,0.0012576296903678208,0.00019001191212731177,-0.007983419088472247,0.0014530450491904762,0.0014067241525847509,0.007968412448561642,0.002342651123984759,-0.0003942672127417969,0.001986310402764848,0.002056851879723534,0.005154719219489224,0.0013761340796234144,0.00221559149375216,0.006233147127192677,0.0008758947487937384
-0.0037867777790828094,-0.007588550813956129,0.00019996536444158282,0.00019998404095273388,-0.001484011089767693,-0.0025666101337013343,0.0051930097069544144,-0.0006645874527635075,-0.004776911782184418,-0.0063159410054861006,-0.0018368471413271407,-0.005110265661691936,0.0009739547985890259,-0.006745589896681272,-0.0013873024032609864,-0.004398879858446469,-0.0035896053726660955,-0.0028402501326388924,-0.006050150949430859,-0.007570880620730477,-0.0035018591817315525
-0.011086626531870264,-0.009930657521934677,-0.0011997020585514007,-0.002399729564904167,0.00229665799462438,-0.00864015274798693,-0.003083072302226032,-0.002755230290610657,0.0,-0.014344728448480473,-0.0037358999542671982,-0.011062439451231618,-0.013813336941558237,-0.004726413569601925,-0.0019852977430479517,-0.007069075890169119,-0.024189845028571518,-0.01433135331469848,-0.010417843844903749,-0.01907064655078041,-0.005020173750135738
