EMIF,FUTY,FXU,GII,IDU,IGF,INXX,JXI,PSCU,PUI,PXR,RYU,SDP,UPW,VPU,XLU
-0.02468414684813177,-0.012929268304706877,-0.012845669212878472,-0.007215374424214122,-0.005405921553430906,-0.00774614343112215,0.07815169843358498,-0.010267037672028995,-0.012614616547169536,-0.012633773779323931,-0.018758376408166258,-0.013783684330349042,0.013692110243373095,-0.009962507159151262,-0.013500693756358864,-0.014282045093736885
0.005423330320933229,0.021694380131014133,0.018518177588154213,0.01635253581633291,0.023485873218507446,0.006245237139880014,-0.00981356616539046,0.015445058798461262,0.009291574656685113,0.016240197466664906,-0.00619250760346754,0.016546407209582798,-0.03865851684472304,0.04762629899002781,0.02272719191023481,0.025489402215166938
-0.005693613416013754,-0.003605569985961492,-0.0009826097224530255,-0.0051395888617381215,-0.003945588965020007,0.0005171386124766027,-0.017839509194583457,-0.00181615698452662,-0.0014386213787815454,0.0,-0.0013545817368062528,-0.0018961550118119766,0.007267512701349361,-0.010358378010520164,-0.00418138300450225,-0.0041859792272819175
-0.030741564341470805,0.0012063019174574279,-0.0004921826547776613,-0.011455586976983385,-0.001250839772445335,-0.012664626162896502,-0.045408629651550715,-0.00659564332234419,-0.0005761211991725535,-0.009201173956841512,-0.03743931336712989,-0.0055416400258233274,-0.017797179585980878,0.0,0.00011992330722799929,-0.002101929057482525
-0.017412863748098542,0.025301386272365438,0.01968532733039495,0.004998764454924192,0.0273459387555702,0.006020736952758685,-0.009513776448364784,0.009386581923598342,-0.0051886240605588645,0.015151765281889471,-0.002536575246666201,0.021652546425545764,-0.024975470587847243,0.05378688522169377,0.026511543225615143,0.0294891165284539
0.0085443899408922,-0.0066590399673592685,-0.007239520660698134,0.010852360106278951,-0.006806876562027436,0.014572219993053581,0.03521894970036065,0.010433157301726514,-0.024340940871904124,-0.01251836871024132,0.013563327702789823,-0.009038426183460405,0.0010045360528892038,-0.007449329276599244,-0.00701186076196886,-0.005626519830064975
0.020708991095102026,0.03548897204752074,0.03305799027888364,0.0290762975467702,0.03610866665597176,0.025647400231959373,-0.01855676574494847,0.030751860119840744,0.029403084762120564,0.02974180345966214,0.02620591445173018,0.035382754885549934,-0.06573000788887487,0.07380124911666068,0.03565964161575443,0.03600835355782613
-0.011066728185135415,0.007616285592739381,0.00894121445924154,0.0065203964974862895,0.0068122422950973,0.003500918243570526,0.01680691907403685,0.009364170990960942,0.009809549589119507,0.00994323618476645,-0.00950862978775804,0.009264945648106973,-0.023093451163075943,0.009578104356521748,0.007045424622634855,0.006702817442836039
0.008703742856426245,-0.003023640207294544,-0.007929323526480122,0.00021605849300940181,-0.0036283302318291205,0.0017444683315651546,0.00206598823837192,0.004962286492954614,-0.006571356656249578,0.0014063853545255565,-0.012890806437709255,0.0016553357344644235,0.008246259304225477,-0.0203848382105938,-0.0023697133805691273,-0.002465874607148445
-0.00708780641271793,-0.012888412322905508,-0.006111890584083264,0.009714856794499424,-0.010629004242717595,0.013930140462725137,0.06701018935376707,-0.002576217067556884,-0.003451304552120239,-0.012172055474417827,0.0016672684331237625,-0.011718761566069413,0.027808019060596642,-0.013872383868157671,-0.011310781268148449,-0.01137200302406635
-0.030105442164837168,0.024577570777190364,0.017975481671964392,-0.004490043887730422,0.023773839876492973,-0.008586784220189858,0.00483098097578176,0.00538112811129189,0.012986891350051124,0.01800933578649778,-0.030513171617597493,0.02097931126691077,-0.051989380215513706,0.05109516814867277,0.024024649617028212,0.02250549728977016
0.033600024318326885,-0.008245807691376566,0.010687728383007909,0.006013878312563264,-0.003108806447122869,0.0024744430522436285,0.006730815782979467,0.0010704704592571883,0.0054131958277209204,-0.0013966175214652648,0.023748157657282037,-0.002382516753117753,-0.006715115997571774,-0.0021465980529730326,-0.002122505328357927,-0.009293443320165285
0.03498437425880965,0.01726440104545994,0.009654926063864259,0.014944393531136716,0.003021378656449451,0.023698093808179332,0.08404967668469646,0.021813289363134515,-0.0006763378916556503,-7.179411902061309e-05,0.0318613735381308,0.01998217576355696,-0.011267710831807802,0.015057271497009703,0.001343332719469132,0.020776791707670127
0.0014956988586975724,0.011231888485935454,0.01664297098084698,0.008624342255324623,0.01931837476262388,0.004822697974240632,-0.006167536977788628,-0.0048136451610126295,0.01621619071174037,0.011665486916517365,0.018688987441156383,0.01708657941581921,-0.03133890275256122,0.0345726366179907,0.01952447426438097,0.010972779787461293
0.03434886244165472,0.0018511377936136786,-0.003145908058551669,-0.001877064615052236,0.0026908954773412386,-0.0026398411613891954,0.04343983151448122,0.0008411873525858138,-0.021276694532673945,-0.005073581468549846,0.0,0.0005790527509352737,-0.002353066199078325,0.004746630987449223,0.001879845183396664,0.00554756789796617
-0.0037539453005669475,0.015890448719590743,0.02028846620221176,0.014417107376496638,0.016101033447070014,0.011790272117184536,0.004248053013386292,0.019121786962080133,0.015446237325562672,0.023180343880474786,0.01223079300302848,0.021421617388890292,-0.02417453121846372,0.03827971102224748,0.016554348927016502,0.014631698243219294
-0.013913036774247878,0.01746096673232439,0.0044187103940296684,-0.0016478497352097525,0.017827049745301766,-0.004042642059214567,-0.01607449701903851,0.0026802840565637994,0.0045072030858596185,0.014499416215599815,-0.028105882115258853,0.009919012286998586,-0.03323253728971905,0.02205131372533078,0.01758768357190474,0.01914917110836593
0.013521417139493348,-0.010725741431438276,0.002200012470438695,0.006395703076150716,-0.013066661328249992,0.00811840848937336,-0.027515095221079262,0.0016451106244182124,0.0005609383892993077,-0.005359557664946003,0.012432344387970137,-0.0022449570176072426,0.016249971846583656,-0.02123283812880536,-0.012802696143279729,-0.014149880641729616
-0.014211098782256897,-0.006505346843083196,0.0013165984654423292,-0.0012299398302867415,-0.004413047490651799,0.0011842359678819795,0.040672109266886636,0.0014369471557103765,-0.0196192326507156,-0.011225838280409284,0.004271140918829921,-0.00042182885106661086,0.00738001975381485,-0.009913568082356272,-0.005187609481840827,-0.005647162128699165
