,EMIF,FUTY,FXU,GHII,GII,IDU,IGF,INXX,JXI,PSCU,PUI,PXR,UPW,UTES,VPU,WBIC,XLU
0,0.02689865520427838,0.03329388790457516,0.026544208565976182,,0.0472529957042732,0.032306991434705896,0.04605805417055494,0.03521894970036065,0.05647543660694027,0.007533970473636811,0.02840621088285419,0.016953967233873764,0.05407621400490108,,0.03318906153274777,,0.034527015410018944
1,0.03266571379406011,0.02350259099122527,0.04560409837748055,,0.030656347150258997,0.025391395203828812,0.03606960407288415,0.17835045459653465,0.030270501061807523,0.02904786338908018,0.01685388741282873,0.023062033525051057,0.07067173309673415,,0.023866065822250232,,0.024969095568241072
2,0.010444758807767247,0.04693331828187007,0.03632726743615677,,0.022832005746459823,0.04704439205263883,0.014645762614663282,-0.007874043614343188,0.02229628996473063,0.0016214967686328419,0.03588230345110286,0.009505812941145516,0.09459977042378023,,0.04601111730790808,,0.05089199188323357
3,0.02392180502284577,-0.007486753940894625,0.004353603813451564,,0.017612061535446998,-0.0071152051830840335,0.02697593683318121,0.22398591780404256,0.011210762103327254,-0.001400056368428669,-0.012455382453307831,0.008878102400206747,-0.025380686598934676,,-0.007347680718640191,,-0.010877043667737637
4,0.018171387805785345,0.03735645661076859,0.03424376485926019,,0.023948521311099237,0.03648211870587735,0.021428687907391154,0.06844377397618519,0.014110058171536882,0.03672580206799881,0.05045031489191542,-0.0010666390255434544,0.089930547891469,,0.03733113324897837,,0.03556383071069889
5,0.0205995484341484,-0.062419754543745404,-0.04964700794130415,,-0.02987421324932763,-0.06360117905457341,-0.012134485126817118,-0.0681052042301225,-0.046114071832358,-0.04680454473569939,-0.04938013667667771,0.030690705998523853,-0.12624030485495902,,-0.06220322521957735,,-0.06004106171104126
6,0.049198734661573776,0.0509674937003984,0.0407079001531381,,0.03099671736230326,0.052356941502092025,0.025474825452315566,-0.014471814807725435,0.022504645863528062,0.030839359945808453,0.0458676225681029,0.01275732427588486,0.1071472858885112,,0.051455958175236405,,0.04921216454716964
7,-0.07583060838096989,-0.03646024708182835,-0.03784024944790475,,-0.04460601384566745,-0.03368826692672037,-0.04177961978165699,-0.05433180981580472,-0.027104096189117657,-0.05955662511821038,-0.04602734951441543,-0.06760922532019462,-0.04270264250098804,,-0.0347743242869908,-0.02101517576973003,-0.02749567560479195
8,0.01507691469564816,0.0945352887412557,0.08190612454033627,,0.022830132102635316,0.09284729521756438,0.02003293237654496,0.07531059776329271,0.043778800009266934,0.13439040516841785,0.07019531420923719,0.015012380110678462,0.17694940061605277,,0.09292276944821448,0.005952929546391909,0.09005255157818617
9,-0.010282810882645294,0.0074651774096462595,0.004118583173171606,,-0.0016086466921374672,0.010075391218571093,-0.0006931617507158605,-0.029602949796007808,0.004214308480260472,0.006266235431161196,0.005134727576954591,0.0076608134350956035,0.009867067795203818,,0.008084005463217971,0.001572005796028577,0.01165595773259092
10,-0.06464643866959045,0.029302924898417525,0.020508450108335494,,-0.023564994015508878,0.02584778036199243,-0.025433385810973277,-0.05803571145700346,-0.01738615073169157,0.04177510207691492,0.00936574582298861,-0.02362229154718276,0.07238274371185364,,0.025962260799594395,-0.006918390701024457,0.042826089446187994
11,0.026775748200939545,0.028241162017118817,0.015278963476946869,,0.0026815387788778886,0.03005664666324072,0.018139167550120988,0.06717309198377318,0.009965467153364476,-0.0023799965092417964,0.03261180701345095,-0.010197320486830648,0.05442335851515484,,0.03025371582655139,-0.054364911698550525,0.013537459629082406
12,0.020483296731726813,-0.060256486154373894,-0.025129649653911557,,-0.003085825898254837,-0.059986829793971505,0.0007097288659394745,0.038604341312116576,-0.0348368908578332,-0.019939160587875506,-0.05642509613374339,0.03813560641404801,-0.12159262028233406,,-0.05938044829751908,0.03316438170613413,-0.061423314690031657
13,-0.01587801766041986,-0.021828038041427376,-0.032733094136076626,-0.020126219772171702,0.0022699340129989872,-0.016283514752038094,-0.010874738366588716,-0.05932819354769704,-0.030669747548508167,0.006180748412937451,-0.006983977674738743,-0.015238159634335051,-0.031339359909250124,,-0.015146894690793888,-0.024532370400733125,-0.017687421528252055
14,0.11050243477082271,0.009133116765728453,0.019478607609099575,0.06298602068310463,0.03685404570722661,0.0017016966782230512,0.044694056875606236,-0.04483279990619126,0.018725850596768134,-0.011467560998099707,-0.00844995669857523,0.11108043680721283,-0.0013199890779391752,,0.0060204407581106595,0.01892065031515766,0.011954773824531115
15,-0.038103053546543,0.0035123382090948606,-0.005035570427214776,-0.021979149956642196,-0.010325674933961847,0.00396198534845032,-0.013498086978577897,0.029435194723712043,0.012465581556493474,-0.0023377622355562114,-0.009333358226393433,-0.007709556459380262,0.019102772380989494,,-0.0003104412303882678,0.0193039506541812,0.0006724837595287696
16,-0.054146710994465226,-0.06755349186825416,-0.07212151579389971,-0.0225503981497304,-0.06420547752808989,-0.07031388343241624,-0.05797784086273233,-0.04327661359674328,-0.07470780779247937,-0.0413953436753249,-0.06819212156992804,-0.09749384636486423,-0.13184495522764078,,-0.04512533840915653,-0.004194108420190847,-0.029569888331742462
17,-0.03932628279671269,0.06283318527473007,0.05659559785107324,-0.029466833882217786,0.005360205946831173,0.0679685128922221,0.017325522293321027,0.006461942334170777,0.04488051420838964,0.045260635622890344,0.05929613059066235,-0.08511042970674706,2.4265627170395043,,0.03750613426975275,-0.009150495815024256,0.00699100166609156
