DRN,DRV,DRW,FFR,FREL,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,PSR,REET,REK,REM,ROOF,RWO,RWR,RWX,SCHH,SRET,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI
-0.0162066745100395,-0.00748918438093255,-0.03621794932533369,-0.01694914573530315,-0.0026339272362108745,-0.003209293063446061,-0.0006951503134351567,-0.010683222598918159,-0.0023123526901381863,-0.017065786674691923,-0.020605446298307267,-0.0033112494924441233,-0.019590512874710662,0.040583797514098616,0.023019633732887332,-0.0030879813122453395,-0.006968633258289823,-0.004392357170738221,0.002581740390293968,-0.013795518164879023,-0.00991947057807583,-0.033460083346432135,-0.01917423950132221,-0.0007843181364069557,-0.02750481300302698,-0.0011886090597070472,-0.031940034604842744,-0.5666524836114647,0.0004349942860535063,-0.003023358327210292,-0.014841146188407112,-0.01724575196550849,0.0053991316868759135
-0.1391873851361182,0.13621927016104915,-0.04323245762618128,-0.04827579638534698,-0.05149634810485438,-0.05151790367418264,-0.028869574950860788,-0.06366710156134246,-0.05604115834414759,-0.051308451746700026,-0.05196057028626315,-0.05156153254742154,-0.041263972469521584,-0.14061407779091442,-0.07393325166111682,-0.03984783723095201,-0.04713416784383243,0.042156875909053516,-0.09184558712001872,-0.04612489239708743,-0.0436233134539475,-0.032932648086371814,-0.03909857421295678,-0.04921493353711199,-0.049449698374549024,0.08429187124370284,-0.0615070408916263,0.9842548647911038,-0.0556520613683598,-0.05622959082622957,-0.03965380530142519,-0.04025809032258064,-0.054598247431350735
0.17434320571515574,-0.1604334235496154,-0.0030294773567140624,0.046445843101898435,0.057938861861927225,0.06340793252039055,0.028834757305194914,0.0572586731956755,0.07214825386281748,0.06936589440505296,0.023241767899351187,0.057755231754698384,0.03652809511253106,0.004247264528258528,0.005018100437799819,0.0541115825446131,0.04728918828042281,-0.047036609076399866,0.05390872651092758,0.0446779420427535,0.04688179049915747,0.04691765863449858,0.0235425238166185,0.06543642440680307,0.011328248266792743,-0.093835696770194,-0.04600708323115065,-0.0028783991329323845,0.06781709801284659,0.0684005926460525,0.00041489815656703285,0.003226727701713557,0.0579266958199386
-0.19196251264614328,0.09242295711829568,-0.05555561758682759,-0.034867455249653484,-0.05161732944575632,-0.06204057897271409,-0.054777560478413014,-0.061634263093973615,-0.05645927826530984,-0.0147438234805102,-0.036059945715797265,-0.03782429574076665,-0.0827545832045955,-0.04388886876593443,-0.017999745044736913,-0.036167984383112736,-0.057593537243149015,0.03603159250348824,-0.03410153487320172,-0.08106027133890087,-0.040344786942272094,-0.05908037810082061,-0.06715535183808738,-0.03481422350778242,-0.05767437537846689,0.10859914355154286,-0.12329383831273533,-0.14624657279605618,-0.0532956112266526,-0.039620461955630785,-0.0744100919447821,-0.04234792167386977,-0.05011280959364235
0.08084096814116519,-0.039634095425453965,-0.03239027919672207,-0.014932800485173776,-0.00303660376065548,0.02302799043467443,-0.0003704706106237927,0.010823916412241941,0.03014118389135257,0.0070883491679605065,-0.029789028056245545,-0.014585167876944782,0.017129421787510358,-0.046152533720911416,-0.02696302898617776,-0.019849473716398485,0.010045746507732602,-0.0023820704793483718,-0.0515266965419299,-0.017976673175596074,-0.011166906559398173,0.02473552760616871,-0.002788443927704962,0.0010765860241746161,-0.0071281454488614625,-0.04078655950664346,-0.0010377446206386992,-0.4613498910727036,0.008042435124947763,-0.004349521173613595,-0.0005881276760655883,-0.02462921914357676,0.02019969490848823
0.17662876317321805,-0.16428583048400436,0.07151842205753979,0.055607163249147405,0.07255806119708111,0.06358758287221078,0.07115948748207852,0.056228128542559964,0.06118428946281356,0.057985014895617214,0.055343064002341784,0.07230956500702188,0.06922892123388957,-0.05041310801688581,-0.02236273602158516,0.08831375144848456,0.06836904533445318,-0.06255974806048145,0.024829355698329853,0.07169051656851118,0.06624802809984165,0.06731604025241228,0.06122151754263695,0.07635319977067842,0.023451621555433764,-0.11883077469623543,0.08311667634692751,1.2536890744047011,0.07362653278342719,0.06815718972401773,0.05576184397024493,0.04906752074992947,0.06769768096459645
-0.02849091855183555,-0.0014243042486860233,-0.025045372799003072,-0.0076977801684860936,-0.0013234715828276936,-0.0067934046006248115,-0.01025709574420227,-0.022884794154222583,-0.003180140874393125,-0.05987128849811621,-0.03815991058119185,-0.0019906801849249225,-0.0011015795811190698,0.06737051731404513,0.039675957891343136,-0.004222538630600958,-0.013709371281163427,0.0,0.008056218606696629,0.018130607081213425,-0.016327902786802018,-0.006142965084496824,-0.033526060046647134,-0.016335610499295168,0.0065081657534824975,-0.006247189610207429,-0.01726606087392919,-0.5039453376831214,0.0,-0.00625853770187736,-0.023342544152346188,-0.03282275621381927,0.0017618493769407735
0.04509615752875048,-0.07085120274191417,-0.02755038206153945,0.0032911617460103532,-0.0004417586694064693,0.00683987060908827,-0.0014054364127010909,0.0061509810610786645,0.02130295380324417,-0.010789558246219437,-0.012044033908012786,-0.0017281916402342758,-0.02625171815745611,-0.03489682161491783,-0.043584569156364265,-0.004923928755261975,0.002740177009427541,-0.0178297315274902,-0.04495501927323189,-0.03403249427089301,-0.004043606322281249,0.011368460695204828,-0.02370875027522734,0.012774263460414902,-0.031911447275255994,-0.02861488186011525,-0.03367504624315708,0.013967061181139762,0.004883315812665248,0.004282894384050043,-0.022944470665607092,-0.006504524702926649,0.01494828451620181
-0.11303761455092885,0.08188311385981319,-0.046586150877134684,-0.047077856552430984,-0.030612094281208445,-0.024781241777759783,-0.029810137122335018,-0.043207724316347874,-0.027304667713419026,-0.03194019667264572,-0.030313643872717413,-0.028743116305681993,-0.05101537234731153,-0.15757685773326632,-0.0409046980075003,-0.04108157602420627,-0.028246322629781214,0.04253103602307681,-0.02623715045657682,-0.04982986509002273,-0.028774066396492586,-0.030509760279913364,-0.02573061989402164,-0.0306009063833526,-0.04467181513541226,0.0723054241925715,-0.09494056818049866,-0.08120181769469267,-0.03252766060279028,-0.02087893945974662,-0.032734981173589514,-0.04355260337168794,-0.054040234959443226
-0.022384862936683337,-0.014190958057319297,0.020593260448357437,0.005178532681035099,-0.006912648936730058,-0.002817064469388666,-0.009145841889807908,-0.003210632758117005,-0.011624399883589329,-0.050918395739933626,0.0037200824561394743,-0.007500234008405229,0.029464415025390295,0.09837409643195504,0.02900919019043965,-0.004930472674824251,0.00571522601921106,0.00447763153227375,0.02538603527847809,0.00923056122630396,-0.0028874701536765147,-0.008531390506821052,0.012935575607120043,-0.00998161945902735,0.06587836877835875,0.003329702497768693,0.012287861736389412,-0.017593338895124086,-0.004196864046006131,-0.0036367382517857243,0.009453425352632869,0.013392887701957613,0.009644234042083337
