Name,Riskiness R
DRN,[1.70979092]
DRV,[1.33575917e+13]
DRW,[0.19939811]
FFR,[1.26615685]
FREL,[0.35054807]
FRI,[1.46514901]
GQRE,[0.21411989]
GRI,[1.73049489e+12]
ICF,[0.51533829]
IFEU,[0.33822193]
IFGL,[0.43239855]
IYR,[0.29877902]
KBWY,[0.32773252]
MORL,[0.29956808]
MORT,[0.15777303]
PSR,[0.25279456]
REET,[4.60271837]
REK,[8.36599252e+12]
REM,[0.13850505]
ROOF,[1.4547737]
RWO,[7.78261935]
RWR,[4.61974999]
RWX,[2.34395943]
SCHH,[0.55557871]
SRET,[0.13913802]
SRS,[1.01728625e+13]
TAO,[0.24009866]
URE,[2.3131339]
USRT,[0.57552355]
VNQ,[0.57248411]
VNQI,[0.2220933]
WPS,[1.63987577e+12]
WREI,[1.60307634]
