BZF,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXSG,FXY,INR,UDN,ULE,URR,USDU,UUP,YCL,YCS
-0.002335007994716625,-0.0010251040162159246,-0.003525193972389965,-0.014332534807534813,0.0015679567549905413,-0.001200443768016042,0.03283730118009252,0.007250362318729125,0.026087014492753642,0.006548033506399409,-0.003875046083466103,-0.005902180659203007,0.0006051434323542793,-0.013908448826048006,-0.013428380910392104,-0.014971809050125243,0.01758232021916745,0.0006281930683057879,-0.008544339334757371,-0.01039357444470096,-0.03294566019169223,-0.02014339296198726,0.005551220421241667,0.009713181112790452,-0.002526591585316297,-0.00045023264821704347
0.014628459829678581,0.009748586039191962,0.004716886569958151,-0.04902368194897566,0.0,0.013621746092073892,-0.02459011547889297,-0.004706478535616783,-0.02203401005457585,0.022825489270955318,-0.0012966471373259722,0.009073820590489137,0.00157230285437816,0.010953612999289594,0.010370420564027259,0.007435188241730373,0.0017786268192632926,-0.0011508788208646086,0.012619266690103513,0.008627183107091834,0.006813626981417682,-0.006968675715377164,-0.00670349124105351,-0.008245526939395318,-0.004559283239099293,-0.0009008558829085195
-0.002306904256146993,0.012703319115903876,-0.005868544876457506,-0.015727348530523055,0.00039140522274556326,0.006719403869174986,-0.0045836516424751644,-0.0027817245401467712,-0.008665453995693332,0.010407669523356677,0.020032094100652487,0.005181834470291912,-0.010626712006441377,0.0043042820037106294,0.006048350684579037,0.008469858078513888,-0.004311865856906888,0.0046088090016884395,0.002735562143734928,0.007065866407636991,0.02070055650077407,0.0,-0.007145725069163605,-0.007390273380020169,0.012213740768797395,-0.009317748582540766
0.020809326143161597,-0.008028162727901612,0.008028359292956777,0.012427829284779649,-0.004694827133739708,-0.005104047968146299,-0.008442107955998986,-0.004463012801283813,-0.0064103146853147115,-0.007188281129980568,-0.006546260311462291,-0.01336569468946132,0.0,0.002807987839976617,0.0045545389062760545,-0.013924858427000985,0.0,-0.007715628913955565,-0.0012125188716267349,-0.0018463882269640637,0.010140445013277849,0.0,0.0019991730075092037,0.0013960518764102275,-0.017094030092861454,0.01547336211994446
0.0039637154752621894,0.006069735709334053,-0.01054104030313993,0.009644936642808778,-0.0055031677241652345,-0.00039462100962576834,-0.011093808621971618,-0.006724516859751101,-0.008797595823905978,-0.004790086340954055,0.006345381562369064,0.00537393375657621,-0.0035396191871109937,0.004715930786150418,0.009521277959272741,0.0191132884396624,0.010062456329437293,0.007880634819389195,0.006069832896211455,0.006289302514449514,0.011969073359073408,0.03333336842105264,-0.0035913971520490774,-0.00650566957759596,0.014833811310760038,-0.0161338656667505
0.009588267441066351,0.0015083816446095288,-0.0007102982618228468,-0.033868887671105345,0.0019762843479264216,0.01144888679577532,-0.014870961916464216,-0.00366716491771044,-0.01124266272189342,0.015446971413561487,-0.0012125439406748414,-0.0016703637489219258,-0.0042870897144425425,0.004987113825282824,0.0019760771871190127,0.00354480141271445,-0.02005054257560853,-0.0151167330091063,0.02594256253740203,0.0,0.006104616791477125,-0.008828522620423733,-0.0012013925351052445,-0.0004676186837939962,-0.030746005156930614,0.030215562857340412
-0.00949720569293963,-0.0020081635445524113,-0.00023686330814656162,0.006067415730337149,-0.008678491966420327,-0.005464472885374543,-0.0050317269614262895,-0.004813080407701009,-0.004787552650362328,-0.0028451294707041853,-0.005341774755925164,-0.00028776007380659416,-0.013654828224199392,0.002554229019588678,0.006006311471561421,0.0017103613629056848,0.01376925763576565,0.02000635101083571,-0.006174625473368254,0.003308888539672771,0.006067500717955989,0.023295648396860272,-0.002405839597461889,-0.004211625954818872,0.044201795221055724,-0.039498895784787005
0.010152350341612744,-0.002514960430410011,-0.014218080231799069,-0.013401876256421787,-0.004775200708334094,0.003139661728614033,0.024753792919882882,0.0068277947750899825,0.015033073664045318,0.006752333740931199,-0.00872701080967292,-0.010043248627129157,-0.0018708031928162032,-0.008152642009293911,-0.010960677255127841,-0.007501512098328851,-0.007870159173167869,-0.00830223113011387,0.007396449922971891,-0.00806167347200195,-0.01922355751136229,0.0,0.004421260588982136,0.008928551053164072,-0.02589643924302781,0.016111754368935288
0.031825680428210615,0.012607124316162566,0.0024039183848037914,-0.03712925230379234,0.0,0.019170591518834053,-0.002337662337662426,0.005368833155378085,0.005924230208781556,0.018581944684964442,0.009050058876749421,0.01352707165188917,0.00112462827845335,-0.0031556804328372093,-0.005586017817333053,-0.012402994253340129,0.005885530976532226,-0.006906613790427167,0.03612334907851236,-0.0022163571630524122,-0.0015372790161413971,-0.018413156397282957,-0.0012005130292408585,0.0004658469751588049,-0.007157438833267776,0.012987027892071628
0.008658053237863197,0.0059761313401651295,0.0,-0.008934799175518343,-0.0011995281648258668,0.0015355786162430107,0.0075501431918772125,0.005058909215350879,0.006478209658421639,0.002805778416219713,-0.004026778670900964,0.0073404770702837595,0.00037442584718829413,-0.00382834419747708,-0.005526856010324085,-0.006541073697209646,-0.0015261287062336346,-0.004004267565768829,0.0028345238898675558,-0.0025916501000602045,-0.010392648190916112,0.0,0.0008013039953806944,0.002793262277413402,-0.006179235324407963,0.008050104112996144
