Name,Riskiness R
AGF,[3.88040237]
AGQ,[4.88653371e+08]
BCM,[3.96475106e+13]
BDD,[1.38904489e+11]
BNO,[1.16651241e+14]
BOIL,[4.39625638e+13]
BOM,[4.74373792e+08]
BOS,[0.44940889]
CANE,[2.40912307]
CORN,[5.32075547e+13]
CPER,[1.79459553e+13]
DAG,[4.25729572e+13]
DBA,[4.40240478e+13]
DBB,[3.6686873e+11]
DBC,[5.08736692e+13]
DBE,[1.92152682e+13]
DBO,[2.31214968e+13]
DBP,[2.56312426e+12]
DBS,[4.5985873e+12]
DDP,[0.14462706]
DGAZ,[1.39641149]
DGL,[1.94282423e+12]
DGLD,[2.70301867e+11]
DGP,[8.94899335e+12]
DGZ,[6.77222417e+12]
DJCI,[2.18487171e+13]
DJP,[8.45033408e+13]
DSLV,[1.13878699e+12]
DTO,[0.36550577]
DYY,[1.61611096e+13]
DZZ,[6.25432762e+12]
FTGC,[2.13000569e+13]
FUD,[2.16600629e+13]
FUE,[1.17279955e+12]
GCC,[6.3833727e+12]
GLD,[9.22922656e+12]
GLL,[4.54158412e+12]
GLTR,[9.00042122e+12]
GRU,[1.03651572e+13]
GSC,[6.671063e+13]
GSG,[1.88408879e+13]
GSP,[1.03957407e+14]
IAU,[7.54341901e+12]
KOLD,[0.56469019]
LD,[0.81207202]
NIB,[3.75043646e+13]
OLEM,[1.38129349e+14]
OLO,[2.4724493e+13]
PALL,[1.16412436]
PPLT,[2.769372e+13]
RJA,[7.02468867e+12]
RJI,[1.4782397e+13]
RJN,[2.02518553e+13]
RJZ,[7.18136708e+12]
SCO,[0.73972662]
SGOL,[1.85019988e+12]
SIVR,[5.05085671e+12]
SLV,[1.06485137e+13]
SZO,[0.22162959]
TAGS,[1.23841635e+13]
UAG,[1.47063196e+13]
UBG,[1.23688467e+13]
UCI,[8.17485817e+13]
UCO,[3.9993784e+13]
UGA,[1.12731998e+14]
UGL,[2.6724296e+12]
UGLD,[1.33721954]
UNG,[3.35426678]
UNL,[3.42456071e+13]
USCI,[2.00015549e+13]
USL,[1.83444567e+13]
USLV,[1.51993554]
USO,[1.68316074e+14]
USV,[8.46988613e+12]
ZSL,[1.18015314e+12]
