CARZ,CROP,DZK,EFO,EFU,FDTS,FLM,FPXI,FTAG,FTRI,GDXS,HGI,IDMO,IPO,PAGG,PEX,ROGS,SCID,SMCP,SOIL,YLCO
-0.03457494025672276,-0.02478750701331157,0.051529089197342594,0.0308745097704,-0.03936176782736489,-0.0027910410998440885,-0.016192630940113317,-0.04051708362085021,-0.1992271689899529,-0.18067976222905965,0.5471173170401056,-0.032714397021413176,-0.024784381965493932,-0.0045546966310775995,-0.038998731966772636,0.028431277217103,-0.04020958036191178,-0.011923565376726158,-0.01290851097585671,-0.04284488011647226,-0.08287671232876706
-0.06782408416180152,-0.07588964136999317,-0.21855457973894094,-0.15421020539571687,0.13593572089154926,-0.05564972691700838,-0.03017514307185361,-0.08093485127221159,-0.03021136877045366,-0.05167392300537607,-0.14083781894652925,-0.07068231139565515,-0.07428572588047151,-0.09276218210850304,-0.07776607121280389,-0.021848890764744937,-0.05654147735847787,-0.036766089987244184,-0.08745398804470744,-0.06893483632620484,-0.1262135922330098
-0.0464047490083577,-0.0023575505936728105,-0.14086350565633365,-0.11344311881280532,0.09090923987826663,-0.042477100689069465,-0.052219278768913885,-0.07221799382234179,-0.1588785316070595,-0.16039907303782175,-0.0035895602483580593,-0.0588623628677888,-0.11496927110556583,-0.08757450571886771,-0.09773846348380386,-0.07020123061733095,-0.013998188138322664,0.020212246602245847,-0.04057321988356466,-0.08749985631921789,-0.13948717948717948
0.11273287834293982,0.08074040532570106,0.20381204006214665,0.17700617102033206,-0.12801610203449448,0.05164414557884127,0.07667587059972751,0.0966442603245162,0.10555560660433473,0.17762322474407335,-0.2320624725284272,0.09297628819626384,0.12237187689246325,0.07889448274964449,0.07957319984624778,0.08067476503383272,0.06366447790835382,0.0003684451960138608,0.04817022964899174,0.04847209912862248,0.09356376638855783
0.008648762992585258,0.005102012264975196,-0.028427525152363593,-0.015059301396507482,0.014091756428546756,-0.010714291330324052,-0.014498954605588232,-0.016381350803823337,-0.13902848833611756,-0.15953313865375374,0.14855352814698994,-0.02467527407767214,0.02419037294812412,0.0027946869487460923,-0.045309959705810164,0.01891028786695041,0.0031282889878290893,-0.00937034157113836,0.017768125123268932,-0.010050136048288224,-0.10808356039963664
-0.029474768103747818,0.009789761803066902,-0.07555561086360123,-0.05728350290889174,0.03865587687633566,-0.002406694224515602,-0.0428385754470236,0.004440939526696583,-0.8373540775176092,-0.09907406622034427,-0.07760377155217255,-0.050599020019599567,-0.10971408678981072,-0.02972611468153368,-0.03497099930690837,-0.1030525470708488,-0.04133059721083991,-0.023544045191089588,-0.03981623277182236,-0.08426398572862355,0.09164969450101836
-0.10835780530690788,-0.01732927421392073,-0.17508000370003102,-0.12330585210092893,0.1140841711465172,-0.06768260959596761,-0.05289330683122475,-0.0998525656364085,3.623942139527677,-0.032377344762035416,-0.10996308837706482,-0.06317010036454876,-0.11339345603753563,-0.15749010761970378,-0.06045174115106685,0.014916316554073519,-0.05427518340273323,-0.04725219383341346,-0.0931875142401459,-0.07645639611547432,-0.058768656716417976
-0.045129169972747865,0.022954478310954502,-0.10611950875056753,-0.05625962930744559,0.04934504341874103,-0.04421315605933136,0.008591789566024422,-0.025378579121215626,0.0052220606348841745,-0.003215163328158948,-0.5219734912321675,0.0,0.04295390064090737,0.02274014109205159,0.011090725754724744,-0.01925321415500401,0.022413872339735384,-0.021152059804840726,0.029145728643216174,0.023631751225987603,-0.048562933597621434
0.0928944910717944,0.08830983119121373,0.19750077642599287,0.13520414598585168,-0.1312943206897759,0.10408142049138212,0.11050644157626313,0.09743801879096352,0.06493478807239511,0.09354819700413136,-0.13876838982585402,0.08308139295731014,0.1314204667387915,0.07170656979646968,0.060328860026628475,0.09190965655112827,0.07287732713701947,0.08965509967525524,0.10136718749999983,0.0729039834664336,0.10624999999999996
-0.023096236398872184,-0.018290670758497985,0.05716857956807859,0.031697181260742266,-0.04479037839574124,0.009844459796074907,0.0193905817174516,0.00267875380815839,0.04146360225361867,0.10561280978361312,-0.4340382821239104,0.056783837844570674,0.01773310123293066,0.0377205797411566,0.030603741306155573,0.023268294892793688,0.020390793574135303,0.0012658575812460409,-0.034846604007802706,0.012457479012670341,0.03766478342749533
0.009177403459068824,0.023035269440730144,-0.004291758525350112,-0.006305133082403367,-0.005516587317573847,0.00030544722776094485,0.0020902801003343818,-0.011450287195910413,-0.02341943750672327,-0.06500438162127163,0.19572949288256236,-0.0239680745449489,0.016558788241696085,0.01151742830845611,-0.018402393991432658,0.020855821482051843,0.0016652615798453385,0.0029498529351202393,-0.004777216352779017,-0.038031119664294726,-0.019963702359346542
-0.09730224471449993,0.0016556087921161585,-0.12564662659119566,-0.06414395371500313,0.013615769719107407,-0.022609179190732225,-0.06070087736130333,-0.05173750757572774,-0.01870480552880033,-0.0009524937480272961,-0.3764880720419669,-0.01909966689257564,-0.04489461497572386,-0.04851499322773875,-0.01874730159645512,-0.05657435568155837,-0.02414803368620377,-0.0600840285308953,-0.020539047355303205,-0.047674592062197936,0.02962962962962949
0.12633534124659945,0.03206609035279198,0.1279270318123716,0.07951183574485376,-0.08034824815014724,0.053004018712765985,0.051299157257365405,0.06705610985522797,0.03763422850908262,0.01739320832156039,-0.2279236276849643,0.0451375434690313,0.04046283393930693,0.05473190573534565,0.02699519860148285,0.06708040877583409,0.07136706393229507,0.03898078471744163,0.045850758877962514,0.042735158721450284,0.05350719424460438
0.01841240955016615,-0.008007721417654616,0.013330575038650145,0.006509042793640184,-0.012171945350088392,0.008071924801403112,0.014152893958597371,0.023479603269997838,0.03956677624198755,0.020852972109895725,0.3972179289026274,0.011409429080688982,-0.006456846171475545,0.033086504810854483,0.03451210834381318,0.016086540264699797,-0.002809111013079306,0.010670239484855569,-0.00783995674506637,0.04918020798744873,-0.02091335894152789
-0.01956149103506469,0.03228931744005027,0.030838825638920337,0.028704334555817144,-0.03696622117060889,0.04744982659992808,0.009789669226813836,0.03234325622771659,-0.024920730492357646,-0.012070229366823004,-0.12223451327433625,0.009290130375194815,0.010560437760158092,0.011950346151594408,-0.044481096614979766,-0.008045730729765685,0.03259568665873225,0.007024361432341572,0.00045417801998179103,-0.039062488001887205,0.013949433304272023
0.029052196623510138,-0.016890809416317404,-0.06966515259142039,-0.04819678246931109,0.047768052362821584,-0.04041869492916727,-0.017739294554455384,-0.011708786981624423,0.017863848017850747,0.013049330343470495,0.10396975425330816,-0.004711129697450799,-0.057675606070961276,-0.04216275362302207,0.015763662986062202,-0.007477866489922515,-0.02727979767935836,-0.035299203236705386,-0.07258288367758138,0.0011613906395872744,-0.030954428202923576
