Name,Riskiness R
BZF,[2.16386397e+11]
CEW,[8.06100517e+11]
CNY,[1.94257189e+11]
CROC,[0.23586717]
CYB,[6.64386426e+11]
DBV,[1.35899107e+11]
DRR,[0.10332362]
EUFX,[0.05492536]
EUO,[0.10495139]
FXA,[2.33267012e+12]
FXB,[1.18623143e+13]
FXC,[6.86792749e+12]
FXCH,[2.66430364e+11]
FXE,[1.62790925e+12]
FXF,[1.24723251e+12]
FXS,[2.18130007e+12]
FXSG,[1.70260394e+11]
FXY,[2.51004466e+11]
INR,[0.10569559]
UDN,[3.92115317e+12]
ULE,[3.95499608e+12]
URR,[2.43161488e+12]
USDU,[0.08255087]
UUP,[0.04499346]
YCL,[4.58627565e+11]
YCS,[0.50712925]
