Name,Riskiness R
DRN,[0.36524533]
DRV,[2.49969624e+13]
DRW,[7.57378124e+11]
FFR,[6.99372938e+11]
FRI,[0.50220766]
GQRE,[5.68841361e+11]
GRI,[4.95472292e+11]
ICF,[0.29522341]
IFEU,[1.05013531e+12]
IFGL,[9.82046632e+11]
IYR,[0.92182785]
KBWY,[1.28118773]
MORL,[0.93630623]
MORT,[2.35673391e+12]
PSR,[0.49770453]
REK,[2.91885272e+12]
REM,[8.23041621e+11]
REZ,[0.24739706]
ROOF,[2.2262333e+11]
RWO,[3.66088003e+11]
RWR,[0.37319443]
RWX,[8.36863808e+11]
SCHH,[0.35837596]
SRS,[1.29519263e+13]
TAO,[9.8498707e+10]
URE,[0.32454606]
USRT,[8.89611887]
VNQ,[0.40970014]
VNQI,[4.78337949e+12]
WPS,[8.05442589e+11]
WREI,[0.51238731]
