AMJ,AMLP,AMU,ATMP,DDG,DIG,DUG,ENFR,ENY,ERY,FAN,FCG,FENY,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,ICLN,IEO,IEZ,IMLP,IXC,IYE,KOL,MLPA,MLPC,MLPG,MLPI,MLPY,NLR,OIH,PBD,PBW,PSCE,PUW,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,VDE,XES,XLE,XOP,YMLI,YMLP,ZMLP
-0.037800789116760436,-0.02736842105263156,-0.03544356650629387,-0.026615732420012462,0.024056565876036044,-0.07871864567830722,0.068537371704685,-0.027458497886624782,-0.04554557142471978,0.09897868910624684,-0.05247278910185217,-0.11802950291586024,-0.0338478064614483,-0.028836420441651182,-0.06521739063657507,-0.038296653042652166,-0.32858649789029537,-0.07984796509407081,-0.061777809389233475,-0.04841881816225526,-0.04860445217367988,-0.04089835537090065,-0.06376378223212141,-0.03976456411731956,-0.03038743725481644,-0.03115880202926212,0.001068603581375154,-0.0230813591912953,-0.023890665705066632,-0.048060436472183214,-0.04643331602381138,-0.04797992256459214,-0.044926835200455255,-0.06198050376942009,-0.0692731463198457,-0.08199764414179077,-0.11622543799433913,-0.04107809994058092,-0.056214435069166915,-0.057838985249254876,-0.07372390420054832,-0.06397602170303959,-0.06958448102274897,-0.044085509501281234,-0.11554855485053885,-0.037371361502411375,-0.08700867474010912,-0.030187769637497863,-0.08316017198738672,-0.00960896235321097,-0.014369273124507668,-0.0002318828390155039
0.07003956397788834,0.044913365800865836,0.06626874211962917,0.06445305469414771,0.002303069002895239,0.057353660058317824,-0.054292912133317495,0.06623424566959911,0.039275074730496864,-0.07433870652228178,-0.014308330809494112,0.02120473832930372,0.02644743041810624,0.017022722629851782,0.034418742726916966,0.032407497915822495,0.04582351400890285,0.07636364708084115,0.011842726088854052,0.04717764075301924,0.052725819978556084,0.03272711917455127,0.018656776063963026,0.07453997265372388,0.0247418045016111,0.02483121769146884,0.03255061251960891,0.03721188752694934,0.08018045111137982,0.10612613400791593,0.09877463393553204,0.08308542642866601,0.02451687247895364,0.01808778814632316,0.06264502512651535,0.08585039124491192,0.029705037939262737,0.035681108426685225,0.040726507682719744,0.059918328340893875,0.026086893841202857,0.02875805314695273,0.09690934835346264,0.03289473618731786,0.10071036663486688,0.02655488425390721,0.019380925739929233,0.021836270978041243,0.0499404414628061,0.05310531816115111,0.007559595533464427,0.03851664963258192
-0.004948502697191948,-0.007250078055415722,-0.004405429001739904,-0.002820800501674681,0.0758272423840181,-0.15283423514731478,0.16608811897192355,-0.040345742139364565,-0.1145350237837364,0.2586871370002761,-0.07419365557155659,-0.15573388103922045,-0.08217257072524534,-0.07621074780642946,-0.10371710006440804,-0.10831316933628997,-0.4041061592388583,-0.08538080223746393,-0.12968168660720614,-0.048806411520164135,-0.0772496027428551,-0.09361005340781677,-0.09998622393568046,-0.003789066225271927,-0.07957174272284827,-0.08177451985958906,-0.11576231018154876,0.0014634601868325956,-0.038881580717425424,-0.018735547278320445,-0.010817771757011352,-0.026905758076777912,-0.011284133935855015,-0.10061632559557636,-0.06113543004173017,-0.07320637105045766,-0.12648779149380762,-0.1048534458206216,-0.11792712389476212,-0.10782500779276036,-0.10663860716629878,-0.06861492323045823,-0.08834763647418112,-0.10553488635060884,-0.06314813214361806,-0.07830741136871466,-0.12215916788511336,-0.0822362471478556,-0.12928509512866215,-0.021794879821502862,-0.030055165492598342,-0.03662752585552778
-0.04559150330897332,-0.03077725612936898,-0.044869981530901486,-0.02783783532434528,0.04869711769456357,-0.08073795760653395,0.05495757026175194,-0.015735704767374167,-0.09101636260053134,0.06503072088594983,-0.04128001657465097,-0.16080324115702666,-0.034741821776239364,-0.05705484136630438,-0.10501672800309143,-0.05971636017090786,-0.461764705882353,-0.044157201015556216,-0.15545983836603666,0.016462752952525778,-0.03863835761023419,-0.06525002271094384,-0.08333410788725283,-0.04949323492447991,-0.0463048190489193,-0.032509727941724326,-0.02396261504115332,-0.028258158606781592,-0.037087686918832165,-0.06634869433462733,-0.057742864630353725,-0.08090106225296441,0.03994478159910033,-0.08889337522190033,-0.023683527807911404,-0.039182308735854994,-0.1337181078990746,-0.035754287464410686,-0.04813867697804522,-0.08020984250510645,-0.11841960799599123,-0.007263021064283904,-0.04108672613602548,-0.048772100534083665,-0.056580695613861025,-0.0398869051996004,-0.11232679692390793,-0.030345876333495912,-0.1136353159615934,-0.02191426314878033,-0.047941178700701234,-0.021367908254770616
-0.03829467038446965,-0.025834230355220502,-0.039148210557522864,-0.012408672954618241,0.07372719306227561,-0.18120599725000114,0.18645539731031904,-0.026925818380652226,-0.1158046054937608,0.2626726506173545,0.014572018542396188,-0.16255848595880731,-0.0904424605539728,-0.08299253195398253,-0.13751866353006628,-0.1115701354356654,-0.4754098360655738,0.0043913892703846425,0.04585993563056393,-0.009446915387028913,-0.02105265880868297,-0.10782144276358066,-0.14398813721578568,-0.04202211345107676,-0.08682118293004203,-0.0918984583227792,-0.02934128125401588,-0.021958574927345684,-0.03159013180773956,-0.01323977368437448,-0.0007884555700367576,-0.07781926928146703,0.0,-0.15619479652390722,-0.03656592663422542,-0.0877484644022356,-0.1839510583240194,-0.032752493348982815,-0.10739099421668456,-0.13791826452114148,-0.16023344150131896,0.0189199863657309,-0.02736721838879938,-0.09557755883408442,-0.06831795165934372,-0.0925412446876529,-0.16193447796629884,-0.08693650971693359,-0.16083451152514902,-0.013122103844215848,-0.12085348041693325,-0.049999816884928085
-0.04023904160651269,-0.03204419889502772,-0.043627527856046594,-0.00612411462142747,-0.007966746328802446,-0.012975237726465643,-0.02414920910921356,-0.00525403697223709,-0.032125414080947684,-0.041970621099490575,-0.08707384131683522,-0.10819416074614792,-0.008684198453487824,-0.04057068661605583,-0.04462734963256175,-0.026511868233496844,-0.3645833333333333,-0.05596357894456471,-0.18392213825612727,0.002804959857940549,-0.05376351189396799,-0.012306054020057718,-0.03737972458756151,-0.03694496279277032,-0.02592991010937554,-0.005548035447325806,-0.09500296405815993,-0.018129683148439667,-0.07575203633620868,-0.06521727111687266,-0.046948421637114206,-0.16420641714137366,-0.02686832909735942,-0.058206732391332075,-0.0495049056844886,-0.04355719584129995,-0.030382192514144563,-0.04755033798854249,-0.01840049954376358,-0.02332175769583293,-0.06360233624807396,-0.02261988349278259,-0.030388684595593594,-0.030255372306881467,-0.04562017274053951,-0.022934200747411548,-0.05367323761541268,-0.00826844168161603,-0.06303832106491722,-0.022089612975203756,-0.8242619266637549,-0.1327576601857164
-0.033732136508065017,-0.02397260273972592,-0.03379321961785568,-0.03661339564680868,0.04359474547825303,-0.10311655139208467,0.08098986699114066,-0.0599019810394579,-0.11431930863459855,0.10380937997299693,0.031916035717062204,-0.1043333679115402,-0.043828396821276094,-0.037493248567834314,-0.028600744683346144,-0.0390718462189121,-0.34192037470725994,-0.014616448982611191,-0.2094583407551004,-0.048396458764050417,0.04980686876058573,-0.020583769966631846,-0.07321793339133051,-0.02401574755277535,-0.03508971712957205,-0.04208804412485022,-0.05490785474971284,-0.018820552982501498,-0.018155854337743933,-0.046791974549703255,-0.045566216006547165,-0.02354693476408644,0.02973726450174893,-0.05442574189185325,-0.014211101391868331,-0.056106785128373714,-0.09968159845627966,-0.07598169337252328,-0.0038116295770912094,-0.01779796749704205,-0.08450235986075379,-0.033130100426830865,-0.03376499297812793,-0.04678977881578738,0.010850699177743226,-0.029068525252350888,-0.11078304701771534,-0.03967009924939924,-0.030868057650392283,-0.01806092421929744,3.846940117686605,0.02719492058867761
0.004504228663561631,-0.002339239766082089,0.0071377763602515016,0.009501188166337687,-0.057163808707800925,0.09685421160676656,-0.09989593114512148,0.016923564763084115,0.056255902143010884,-0.14710955468142242,0.05797094998871132,0.11864416996269175,0.04739999448189019,0.062347716287583135,0.04586304831050315,0.0934535461130364,0.3558718861209965,0.10305194182257166,0.2333334570771785,0.05442767560027146,0.09519048782315263,0.0685696449117514,0.055543444868057,0.016404663785258698,0.05059351167658585,0.04611423712278852,0.06430144722401875,-0.005115047423683061,0.016168094381074003,0.017711346274128757,0.03227146974691173,0.09122143717681272,-0.03598369354553632,0.049999889958886386,0.08495581758772545,0.11585380085282986,0.09939986372143214,0.0979508764986896,0.09395476147528817,0.08386677371065297,0.0632434796813113,0.09438686383384852,0.10903600136579199,0.057713323438845374,0.16760254389263282,0.04905856008028416,0.0689380011827581,0.045929931147434135,0.10025996141269586,0.0024202928697079607,0.020242737260522198,0.02705939893024199
-0.027879433577202645,-0.028722100159560237,-0.029995330179402733,-0.010831678776088986,0.015546016793714998,-0.04433974771504528,0.02755297332803321,-0.01072487376955091,-0.04591368565822311,0.023773380264495315,-0.009132445544034879,-0.052584649858711016,-0.0250437236691784,-0.04493361967829792,-0.02848105891716925,-0.03564921741867028,-0.17585301837270342,-0.008881466577242859,-0.14903481482571512,0.01255567790662933,0.0850869625763787,-0.015169698736045303,-0.0337099673702781,-0.02261682611271141,-0.040355132471442734,-0.02439035828798168,-0.0777777407635601,-0.006285141644472796,-0.04773253894845509,-0.0360174490293919,-0.03973677573354867,-0.04964525913558954,-0.013044378839208769,-0.0329890623344886,0.02446980517490896,0.016393323580147782,-0.04947113741718481,0.00037336993822913167,-0.013981337393732543,-0.0023192500842359907,-0.04770307726778166,-0.0176413394642804,0.007604901398414864,-0.027724657188495608,0.12481015452660765,-0.01911838442922412,-0.05699305492013925,-0.018223553079994168,0.016729138059377553,-0.01923260363867204,-0.8120691101686391,-0.06850098326140193
0.06074790430338663,0.03802057936028968,0.057735143987803224,0.05174798680730385,-0.06850362454634387,0.14579600243269394,-0.1325707401323699,0.05841193627071426,0.14329371221364404,-0.1921936617409156,0.06823382286664963,0.14360927841803806,0.07735228993935261,0.0849737857944102,0.13261975272740886,0.11034041246337216,0.4426751592356688,0.05979669430562675,0.12159703556017087,0.013204542191911185,0.05311972947772937,0.07751417887262807,0.15909641748096287,0.05501392476248106,0.0913932568549486,0.07519158869579587,0.029367612052058095,0.03482258461048842,0.07822094140785088,0.050121432009518116,0.045334844102208505,0.05149240387289911,0.015656781474097683,0.15811323130389054,0.05175164581597196,0.03249779569215267,0.13531941075419868,0.06778280829389363,0.07264547742365457,0.04957331097631852,0.1738303349520169,0.015297708532640916,0.019284094499476764,0.11054152308254134,0.05784376984087455,0.07055259606432031,0.1990993482812456,0.07297928722597667,0.06987732238404705,0.03696306035156011,0.01019545473773752,0.06473897922252211
