Name,Riskiness R
BIL,[1.89957019e+10]
DFVL,[0.20350149]
DFVS,[2.00492539e+12]
DLBL,[0.41256327]
DLBS,[6.19774527e+11]
DTUL,[0.11161075]
DTUS,[0.22526487]
DTYL,[0.20979176]
DTYS,[8.4969817e+11]
EDV,[0.24850874]
FLAT,[0.78838433]
GOVT,[0.049369]
IEF,[0.06749202]
IEI,[0.03264225]
ITE,[0.02726132]
PLW,[0.08232149]
PST,[4.60892729e+12]
SCHO,[0.00988339]
SCHR,[0.04065278]
SHV,[4.50039198e+09]
SHY,[0.00986438]
SPTL,[0.14467533]
SPTS,[1.00812514]
STPP,[4.79790076e+11]
TAPR,[7.01761483e+12]
TBF,[9.66149465e+11]
TBT,[2.44732627e+12]
TBX,[6.18816222e+11]
TLH,[0.07430185]
TLT,[0.15313297]
TMF,[0.48128975]
TMV,[6.70236905e+12]
TTT,[6.44619503e+12]
TUZ,[0.01800946]
TYBS,[9.04416673e+11]
TYD,[0.33482717]
TYNS,[1.5623674e+12]
TYO,[4.76932511e+12]
UBT,[0.32797829]
UST,[0.15340112]
VGIT,[0.04183026]
VGLT,[0.13916395]
VGSH,[0.01153554]
ZROZ,[0.24976039]
