,Date,AMJ,AMLP,AMU,AMUB,AMZA,ATMP,CHIE,CRAK,DDG,DIG,DRIP,DUG,EMLP,ENFR,ENY,ERX,ERY,FAN,FCG,FENY,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,GUSH,ICLN,IEO,IEZ,IMLP,IXC,IYE,KOL,MLPA,MLPB,MLPC,MLPG,MLPI,MLPO,MLPX,MLPY,NLR,OIH,PBD,PBW,PSCE,PUW,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,TPYP,VDE,XES,XLE,XOP,YLCO,YMLI,YMLP,ZMLP
0,2005-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.013941,19.519785,,,,,,,,,,,23.794407,,62.740177,,,,,,,,,,,47.094215000000005,,32.176228,,,,,
1,2005-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.393171,20.05826,,,,,,,,,,,23.973856,,61.621295999999994,,,,,,,,,,,48.249767,,32.912971,,,,,
2,2005-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.409544,19.178055,,,,,,,,,,,23.473782999999997,,60.088024,,,,,,,,,,,46.35957,,31.702583,,,,,
3,2005-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.983128,19.965729,,,,,,,,,,,24.803133,,59.673611,,,,,,,,,,,48.265068,,33.135708,,,,,
4,2005-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.814844,19.446735,,,,,,,,,,,24.128452,,59.424973,,,,,,,,,,,47.101871,,32.22303,,,,,
5,2005-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.622631,18.04286,,,,,,,,,,,22.484707,,54.120658999999996,,,,,,,,,,,43.459221,,29.967728,,,,,
6,2005-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.340807,18.979641,,,,,,,,,,,23.877113,,54.783683999999994,,,,,,,,,,,45.969284,,31.710125,,,,,
7,2005-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.838322,18.312725,,,,,,,,,,,22.376638,,53.25040799999999,,,,,,,,,,,44.216834999999996,,30.58622,,,,,
8,2005-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.281548,18.567035999999998,,,,,,,,,,,23.024342,,54.286415000000005,,,,,,,,,,,45.020359,,31.001084999999996,,,,,
9,2005-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24103,17.552402,,,,,,,,,,,21.600315,,52.836006000000005,,,,,,,,,,,42.540901,,29.266233000000003,,,,,
10,2005-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.551529000000002,17.939053,,,,,,,,,,,22.125807000000002,,54.369289,,,,,,,,,,,43.313824,,29.907375,,,,,
11,2005-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.409544,18.997801000000003,,,,,,,,,,,23.468431,,56.02688199999999,,,,,,,,,,,45.953976000000004,,31.679940999999996,,,,,
12,2005-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.48065,19.275465,,,,,,,,,,,23.976326,,55.98546999999999,,,,,,,,,,,46.696284999999996,,32.15514,,,,,
13,2005-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.957054,19.742563,,,,,,,,,,,24.959357999999998,,56.565617,,,,,,,,,,,47.759995,,32.924515,,,,,
14,2005-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.928839,20.752003,,,,,,,,,,,26.14238,,60.460976,,,,,,,,,,,50.384846,,34.576401000000004,,,,,
15,2005-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.618341,20.220029999999998,,,,,,,,,,,25.894545,,60.543861,,,,,,,,,,,49.229294,,34.003494,,,,,
16,2005-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.812696,20.436016,,,,,,,,,,,25.892035,,60.668175,,,,,,,,,,,49.719074,,34.381813,,,,,
17,2005-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.372066,20.803022,,,,,,,,,,,26.204054,,61.704163,,,,,,,,,,,50.759819,,34.987137,,,,,
18,2005-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.992828,20.399553,,,,,,,,,,,25.763561,,62.118576000000004,,,,,,,,,,,49.841511,,34.32885,,,,,
19,2005-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.405243,21.266351999999998,,,,,,,,,,,28.039104,,63.900486,,,,,,,,,,,51.98423,,35.857262,,,,,
20,2005-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.590118,21.29759,,,,,,,,,,,28.472072999999998,,65.682426,,,,,,,,,,,52.359207,,36.016155,,,,,
21,2005-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.083123999999998,21.651598,,,,,,,,,,,29.142233,,64.439217,,,,,,,,,,,53.254569999999994,,36.613892,,,,,
22,2005-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.080969,22.388241,,,,,,,,,,,29.488749,,64.563538,,,,,,,,,,,55.137112,,37.960735,,,,,
23,2005-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.113939000000002,21.604751999999998,,,,,,,,,,,28.456259000000003,,63.40319100000001,,,,,,,,,,,52.933167000000005,,36.455013,,,,,
24,2005-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.962244000000002,21.500622,,,,,,,,,,,28.425863,,66.386871,,,,,,,,,,,52.764816,,36.311264,,,,,
25,2005-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.310883,22.653742,,,,,,,,,,,29.750675,,71.732681,,,,,,,,,,,55.902378000000006,,38.550926000000004,,,,,
26,2005-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.782555,23.390383,,,,,,,,,,,30.557283,,75.752335,,,,,,,,,,,57.769604,,39.95071,,,,,
27,2005-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.735153,23.236822,,,,,,,,,,,30.111282,,72.644325,,,,,,,,,,,57.524719,,39.557243,,,,,
28,2005-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.789661,23.286268,,,,,,,,,,,30.242887,,70.696671,,,,,,,,,,,57.84614200000001,,39.882793,,,,,
29,2005-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.130976,23.78797,,,,,,,,,,,31.251013,,73.348816,,,,,,,,,,,59.323108999999995,,40.725066999999996,,,,,
30,2005-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.341473,22.009085,,,,,,,,,,,28.767981,,68.914742,,,,,,,,,,,54.846309999999995,,37.583607,,,,,
31,2005-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.841364000000002,21.563060999999998,,,,,,,,,,,28.238621000000002,,64.522102,,,,,,,,,,,53.706081000000005,,36.68063,,,,,
32,2005-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.916992,20.477999,,,,,,,,,,,27.530265999999997,,64.02481800000001,,,,,,,,,,,51.134803999999995,,34.920204,,,,,
33,2005-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.689672,21.47699,,,,,,,,,,,29.315033000000003,,62.615868000000006,,,12.862316,,14.966973000000001,,,,,,53.522411,,36.627525,,,,,
34,2005-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.355698,21.923012,,,,,,,,,,,30.253985999999998,,65.640976,,,13.031029,,15.504435999999998,,,,,,54.87693,,37.560863,,,,,
35,2005-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.436064000000002,21.109213,,,,,,,,,,,28.853594,,66.221115,,,12.452589999999999,,14.830333999999999,,,,,,52.72654,,36.020462,,,,,
36,2005-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.156597,21.810845999999998,,,,,,,,,,,30.271786,,67.132805,,,12.854283,,15.504435999999998,,,,,,54.364208,,37.211807,,,,,
37,2005-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.836843,22.632476999999998,,,,,,,,,,,32.079941,,68.541763,,,13.416661999999999,,16.260532,,,,,,56.43806800000001,,38.699047,,,,,
38,2005-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.867659,22.687254,,,,,,,,,,,32.581314,,68.666092,,,13.513066,,16.552035999999998,,,,,,56.552856000000006,,38.828053000000004,,,,,
39,2005-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.028835,22.932436,,,,,,,,,,,33.650757,,68.873306,,,13.802283,,17.244358,,,,,,57.432915,,39.321278,,,,,
40,2005-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.801296,22.726376000000002,,,,,,,,,,,32.892292,,68.003067,,,13.705876000000002,,16.770661999999998,,,,,,56.629375,,38.752182,,,,,
41,2005-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.459982,22.697682999999998,,,,,,,,,,,33.345585,,67.79585300000001,,,13.77547,,16.898195,,,,,,56.399788,,38.99054,,,,,
42,2005-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.447495,22.416649,,,,,,,,,,,32.502716,,67.09137700000001,,,13.477922,,16.488264,,,,,,55.768654000000005,,38.275397999999996,,,,,
43,2006-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.708696,23.681760999999998,,,,,,,,,,,35.341454,,70.40657,,,14.314264999999999,,17.882020999999998,,,,,,59.175503000000006,,40.671894,,,,,
44,2006-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.164263000000002,24.154881,,,,,,,,,,,35.95237,,74.550568,,,14.660057,,18.410383,,,,,,60.504242000000005,,41.432678,,,,,
45,2006-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.679776999999998,24.871082,,,,,,,,,,,38.307598,,75.420822,,,15.150602,,19.521746,,,,,,62.49736,,42.916225,,,,,
46,2006-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.967497,24.936422,,,,,,,,,,,38.597569,,80.06210300000001,,,15.118435,,19.694822,,,,,,62.551437,,43.098824,,,,,
47,2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.526325,24.424112,,,,,,,,,,,37.764465,,82.962898,,,14.957602,,19.321335,,,,,,61.384926,,42.010883,,,,,
48,2006-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.557638,23.289684,,,,,,,,,,,36.078075,,81.678268,,,13.703094,,18.173529000000002,,,,,,58.287079000000006,,39.971951000000004,,,,,
49,2006-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.842973999999998,23.493567000000002,,,,,,,,,,,34.512871000000004,,82.67280600000001,,,14.040848,,17.35367,,,,,,58.480213,,40.329536,,,,,
50,2006-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.917301000000002,23.760182999999998,,,,,,,,,,,35.392696,,85.324974,,,14.169516,,17.699837,,,,,,59.360901,,40.801224,,,,,
51,2006-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.147484,23.903952,,,,,,,,,,,36.163803,,85.905136,,,14.298182,,17.845589,,,,,,59.75489,,41.181633000000005,,,,,
52,2006-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.245939,22.714634,,,,,,,,,,,33.984352,,80.269272,,,13.381426999999999,,16.561148,,,,,,56.77294499999999,,39.09705,,,,,
53,2006-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.137885999999998,23.799385,,,,,,,,,,,35.709343,,82.88002,,,14.097135999999999,,17.371889000000003,,,,,,59.33771899999999,,40.816441,,,,,
54,2006-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.16906,23.864735,,,,,,,,,,,36.089218,,84.74479699999999,,,14.241885,,17.581411,,,,,,59.855339,,41.097618,,,,,
55,2006-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.394444,24.151293,,,,,,,,,,,37.141674,,88.018555,,,14.475098999999998,,18.264626999999997,,,,,,60.712818000000006,,41.509646999999994,,,,,
56,2006-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.818842,24.570626999999998,,,,,,,,,,,38.160301000000004,,88.515862,,,14.643972,,18.6199,,,,,,61.786632999999995,,42.234562,,,,,
57,2006-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.161720000000003,24.696434,,,,,,,,,,,38.329871999999995,,89.096016,,,14.828932,,18.80209,,,,,,62.01838299999999,,42.585547999999996,,,,,
58,2006-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.734625,26.371159000000002,,,,,,,,,,,41.14399,,94.897636,,,15.866311999999999,,20.250505,,,,,,66.59174300000001,,45.584328,,,,,
