Name,Riskiness R
Alternatives ETF List (35),[3.70958697e+11]
Broad Asia ETF List (44),[0.86705753]
Commodity ETF List (125),[0.42945505]
Consumer Discretionary Equity ETF List (31),[0.25200804]
Consumer Staples Equity ETF List (26),[8.57921336e+10]
Crude Oil ETF List (22),[4.94184707e+11]
Currency ETF List (36),[6.602936e+11]
Developed Asia Pacific ETF List (108),[0.19655491]
Developed Markets ETF List 1 (100),[0.11902858]
Developed Markets ETF List 2 (100),[0.13937179]
Developed Markets ETF List 3 (93),[0.64157632]
Emerging Asia Pacific ETF List (114),[0.27358737]
Emerging Markets ETF List (79),[0.41777224]
Energy Equity ETF List (80),[1.80676733]
Financials Equity ETF List (51),[0.11902023]
Global ETF List (72),[0.14257117]
Gold ETF List (17),[4.87234451e+11]
Healthcare Equity ETF List (49),[0.38602432]
Industrials Equity ETF List (37),[0.140977]
Investment Grade Corporate ETF List (50),[3.29242834e+12]
Junk ETF List (43),[6.07592613e+11]
Materials Equity ETF List (62),[0.15714953]
Municipal Bond ETF List (29),[7.87240675e+11]
Preferred Stock ETF List (12),[2.89177635e+12]
Real Estate ETF List (48),[0.98387599]
Target Maturity Date Corporate Bond ETF List (24),[1.71287867e+12]
Technology Equity ETF List (75),[0.09768734]
Telecom Equity ETF List (10),[11.71708642]
Total Bond Market ETF List (82),[2.1970621e+12]
Treasuries ETF List (51),[3.14887042e+12]
Utilities Equity ETF List (24),[0.75481671]
Volatility ETF List (18),[5.77252582e+12]
