Name,Riskiness R
ECON,[1.18598276e+12]
EMCG,[1.80249784e+12]
FSTA,[0.79716851]
FXG,[1.57186621e+12]
IYK,[3.69742272e+10]
KXI,[8.37669176e+11]
PBJ,[7.03181634e+11]
PSCC,[0.32831761]
PSL,[1.0750496]
RHS,[0.30682902]
SZK,[2.71616e+12]
UGE,[0.26991861]
VDC,[0.68727548]
WBID,[2.00137723e+12]
WBIE,[2.06934992e+12]
WBIL,[1.46280544e+12]
XLP,[0.55970384]
