Name,Riskiness R
BIL,[8.30339078e+09]
DFVL,[0.19957251]
DFVS,[7.88708082e+11]
DLBL,[0.20211652]
DLBS,[6.59553701e+12]
DTUL,[0.12490194]
DTUS,[0.21826994]
DTYL,[0.18078454]
DTYS,[7.83597928e+11]
EDV,[0.22242282]
FLAT,[0.87324444]
GOVT,[0.05519678]
IEF,[0.07207358]
IEI,[0.03958316]
ITE,[0.03269411]
PLW,[0.08361209]
PST,[7.54673797e+11]
SCHO,[0.01210134]
SCHR,[0.0475037]
SHV,[1.77703044e+10]
SHY,[0.01340707]
SPTL,[0.13651141]
SPTS,[1.2375654e+09]
STPP,[2.7902527e+11]
TBF,[1.20383645e+12]
TBT,[7.50608288e+12]
TBX,[1.92465931e+12]
TLH,[0.07662044]
TLT,[0.14518938]
TMF,[0.43561616]
TMV,[3.78880162e+12]
TTT,[1.32718239e+12]
TUZ,[0.02508655]
TYBS,[5.47218311e+12]
TYD,[0.48593064]
TYNS,[8.47759154e+11]
TYO,[2.47202242e+12]
UBT,[0.29902802]
UST,[0.16184897]
VGIT,[0.05054164]
VGLT,[0.1311172]
VGSH,[0.01375632]
ZROZ,[0.21898654]
