,Date,BSCJ,BSCK,BSCL,BSCM,BSCN,BSCO,BSCP,IBCD,IBCE,IBDC,IBDD,IBDK,IBDL,IBDM,IBDN,IBDO,IBDP,IBDQ
0,2013-12-01,0.019987119061590054,0.02025741349105822,0.03046704045578571,0.02512135107695148,,,,0.030209424921119908,0.04315974946254923,0.030182662246802463,0.04153325248299329,,,,,,,
1,2014-01-01,0.004776086705386349,0.0057391073368608285,0.006337952747362146,0.010836926685721003,,,,0.004410638582321835,0.010940949375494913,0.007743673165366538,0.015080155044394894,,,,,,,
2,2014-02-01,-0.004929560350714058,-0.005072827429557797,0.0012281300978734607,-0.0018780270942437955,,,,8.742598667879323e-05,0.013250380123659034,0.005784386588710428,0.011767227379721319,,,,,,,
3,2014-03-01,0.005432893001219334,0.009780501021017608,0.008597633197512824,0.012532733511442525,,,,0.013968559137500574,0.01893856568398103,0.017187177586828955,0.023901461930775456,,,,,,,
4,2014-04-01,0.011362116117330082,0.011277468292686998,0.011694722425277186,0.014977897485819557,,,,0.019865216943587106,0.025974730536247395,0.01873726873912243,0.024594050464224915,,,,,,,
5,2014-05-01,0.001742859255089123,0.003583631314702628,0.005380851395070118,0.0015966070907006869,,,,0.002171403103884028,0.0057203128509850185,0.009091013960807458,0.011545698637705715,,,,,,,
6,2014-06-01,-0.0034431442766073204,-0.004423272268508671,-0.005096350638965959,-0.0015977290267551378,,,,0.003825954678390041,0.0055035009876568935,0.0023962544247175723,0.007009905098519348,,,,,,,
7,2014-07-01,0.006504529639272767,0.011327037990640835,0.015887592988739214,0.016171482754853146,,,,0.011943760685951092,0.023555326129838884,0.01273493563518229,0.023104765795801178,,,,,,,
8,2014-08-01,-0.00577391915372482,-0.008586734676190986,-0.015995755549682498,-0.016178953178221118,,,,0.00032493909851281526,-0.007715358732245421,-0.003428958294185625,-0.007316792413904492,,,,,,,
9,2014-09-01,0.00537000289441647,0.005373284409035692,0.010874904918433102,0.008198902090012183,0.011426127991217937,0.013900796109031955,,0.012375245333550238,0.01605855579478129,0.019382116795613462,0.018670089583487016,,,,,,,
10,2014-10-01,0.003702441650686716,0.0048718851707843375,0.003518771697675044,0.00752976908853168,0.005943168106658495,0.001965455111009343,,0.007866842290183832,0.015047676777813228,0.00861897983405054,0.0132237652467716,,,,,,,
11,2014-11-01,-0.00869602113659107,-0.00350469152086168,-0.0021027659980217927,-0.0022435331147183575,-0.0015523804444608407,0.006846674128149154,,0.0035632802027687626,0.0014385990511412746,0.006580959466070757,0.009302995544819673,,,,,,,
12,2014-12-01,0.025270251452314662,0.024804993710289366,0.03144887981066724,0.028151993714521283,0.04429156570173588,0.04321075367801703,,0.028990969863493064,0.0487371718596684,0.026001407951151797,0.0541331764226677,,0.007685388587149727,,,,,
13,2015-01-01,-0.007480153201217977,-0.004647470296017898,-0.008407558899023218,-0.0037521355189007754,-0.011326588922619056,-0.00988248763765205,,-0.00020040545368964614,-0.004028267182882344,-0.003677442971842401,-0.019992623982525964,,0.007824636803223046,,,,,
14,2015-02-01,0.004376147434813108,0.005651097056870948,0.004985686086575485,0.0022560945399374165,0.00017094817007811823,-0.005123310876522033,,0.00955599499015197,0.010290500377383981,0.016587432986927598,0.013876228736203883,,0.020753729341344267,,,,,
15,2015-03-01,9.778639554035049e-05,0.0009390621270266603,9.928701570531579e-05,-0.0001411331665207209,-0.007089527064709206,-0.006153730055031443,,0.004178808603993477,0.006831500254016468,0.00022537436697994735,0.005701856684653889,-0.0006970322488246675,0.01619617307195628,0.0005976528158795521,0.002102749047530399,-0.0018933030443156805,0.0053268308541147905,-0.0076580165584457975
16,2015-04-01,-0.0006151218683424846,0.0002777385124964594,-0.0011355445843577693,-0.005483887069306967,-0.004810772456831376,-0.007186326071865649,,0.004493725996332386,0.004130569359616115,0.006042756570326311,0.007231670962399924,-0.0010964036772303344,-0.0005281205777884732,0.0032847742665439578,-0.0015987732030546124,-0.008584378427472172,-0.011496655812695504,-0.01783892503943014
17,2015-05-01,-0.005009030657690832,-0.00785491226253433,-0.01391852823634384,-0.017008186284410906,-0.015557654454207755,-0.023326238942638074,,-0.0016791129063686752,-0.014725873004575828,-0.005450478972658863,-0.015384008746040722,-0.0058035644581232336,-0.010908180550064534,-0.016981090186666988,-0.01734445914621889,-0.020142660505318235,-0.018452031137627143,-0.021363162244184775
18,2015-06-01,0.0044577089317036685,0.0033789220377787596,0.0020818857732374397,0.002237300505214903,0.00392376265638324,0.006553982329047181,,0.004900395250737511,0.008348525977430535,0.00857305450521393,0.006710517988335146,0.00768451897703194,0.007961292859019944,0.001782661055315952,0.006261402926964097,0.0049848802922623,0.004295681840373325,0.013281177918122116
19,2015-07-01,-0.0025074848445590897,-0.0030605748618421614,-0.007262828303319038,-0.00670278222727938,-0.004701817238995852,-0.004335564592200564,,0.0072297183975948654,0.00785951174972915,0.0037589613238571376,3.032534371865902,-0.00595999109912779,-0.006514894622612855,-0.006741709569083818,-0.008319911772747001,-0.0016027666291529342,-0.005586741119261046,-0.006495541595595675
20,2015-08-01,0.00641929021513233,0.00818576258025613,0.012457640873141027,0.01022104822990115,0.013550346307041109,0.010747300175813134,,0.01089965807630662,0.018031295612725567,0.01973754075194994,-0.7436933022573196,0.008909990775304319,0.01051496880820887,0.01223138573246351,0.009920073779313643,0.010429169927099417,0.01271526611865265,0.013146235737879142
21,2015-09-01,-0.0002239194044780985,-0.00030797132620013606,0.0018505281667504285,0.006248172208454526,-0.00012137430087887606,0.010353477624378904,,0.005011907537531639,0.010367409590196506,-0.0013479128889417775,0.004747454008130415,-0.0023530402069432384,5.629788694410458e-05,-1.882655837719994e-05,0.005351707246533946,0.005856865555060335,0.0027145068315775635,0.005843901622082801
22,2015-10-01,-0.0012370222184209599,-0.0014251775632322249,-0.0007704883195907019,-0.0015605085734202286,-0.0020346851946482576,0.00031782574320743926,-0.011828490162414922,0.004873025120398009,0.011148176896936526,0.006326080320058154,0.014468523078158272,0.007358186581305693,-0.0011930281605541514,0.0017436651878658296,0.008054835865880317,0.006686984714153393,0.0027290366825916904,0.0004639341570083957
23,2015-11-01,-0.006959959132240813,-0.010849465341975732,-0.010422509795399968,-0.013308213046668814,-0.009945207796929329,-0.018377191358619142,-0.01909524510234133,-0.001017929309305104,-0.006936737107292792,-0.00019135239193310546,0.003007940582816594,-0.013517144773823363,-0.00791889814343108,-0.011267043882238485,-0.011484815285976625,-0.013740712655225461,-0.0076085378943991115,-0.004988506571820156
24,2015-12-01,0.006886134822553092,0.01079774221718726,0.011953339912873593,0.00990128459869817,0.012551631331173341,0.01812608170186354,0.01890575261185973,0.01701432811936193,0.029674178741100336,0.01887366739534367,0.019226085886884257,0.007780159252828855,0.012073900884254234,0.010363608340236538,0.006653221022873983,0.007542856264823577,0.005370706390731076,0.00781313804390582
25,2016-01-01,-0.0023850920487388035,0.00047556101731576465,-0.0019350918916326266,0.0024466212657271217,0.009476390016215398,0.0030030989052640066,0.00905003963141289,0.00194615596295076,0.011079663080355115,0.00818859611294822,9.655036186451958e-05,-0.000807247809912599,-0.0007948057256427746,-0.0012257953015913678,0.0008606536459885584,0.010726086089008546,0.010829177657937474,0.01247906114319725
26,2016-02-01,0.016328276374883093,0.019388015333181043,0.02520122903689729,0.029496083357318834,0.025625292682036546,0.031764581910577364,0.02547144804260112,0.021998610145685875,0.028717724923807746,0.01729801810219646,0.030087369641916842,0.014042299730289184,0.01760938426091446,0.024639376862623772,0.02842361955601123,0.02453446726187728,0.024454784354692626,0.024346857597890705
27,2016-03-01,0.0049809898293336876,0.007620385111217157,0.009000640583724826,0.013042037314808788,0.01062304161409454,0.008434704858856251,0.01241190975915634,0.01312721294841395,0.015770215846540078,0.004473746026954514,0.024490557480017112,0.0025943467027265232,0.003915256125788434,0.00520217457348723,0.00638975466063805,0.00718858403500977,0.013312014530622142,0.008849952418219087
28,2016-04-01,0.00028755304806231256,-0.0017582586783601568,-0.003932738762023316,-0.005301616515654168,0.0013656391421739138,0.0025286932764347868,-0.0014592162522049459,0.0003598131669485026,0.005208405979136008,0.005416227436196285,0.004623808918933147,-0.0007963094250108945,-0.0042899895319869616,-0.004097922786589175,-0.002967520911436596,-0.001690656253058503,0.0016339196837154364,0.0025447002242199273
29,2016-05-01,0.009561451955880873,0.014431342516869552,0.018637053783677634,0.02248455400570074,0.01950756852972738,0.02318152727204778,0.024902502729157727,0.01969858484629261,0.028379749195845988,0.020390938972108256,0.02365143527929848,0.010454255974015753,0.01404082659229041,0.020582846214793806,0.022627608620604096,0.026377603433543177,0.022174603123043146,0.025076089658843555
30,2016-06-01,0.003565412596368448,0.0042704156816984005,0.009724345323027803,0.009772394459998222,0.009704844306553764,0.012520404934342937,0.011831480702792956,0.007127271851811441,0.015106496940572577,0.004707974218563037,0.025339311382354672,0.001360750771480304,0.006033386621071227,0.006504891972935947,0.004324166316830591,0.004625205654948804,0.009029817266356282,0.012271379838790139
31,2016-07-01,-0.0007429140832048871,-0.001468623135495373,-0.001186398737622481,-0.0015079089660680579,0.0023097109376157515,-0.0021728417633264346,-0.0003521255715178925,5.4164592181081046e-05,-0.0037049107829853762,0.003317204404037416,-0.004150866430338823,-0.0019002243199434013,-0.004046916312064992,-0.0041514559820568986,0.0004349354554262022,0.0006276793000566045,-0.0008405443169224864,-0.003036671012624055
32,2016-08-01,0.0005574763773643529,0.002626563558285328,0.0014307731922214456,0.0034681735028803604,0.00037441026816455717,0.002807007201182216,-0.0009461737457208234,-0.003990371765708454,0.0037949065157070086,-0.001610921662316835,0.0009112335005274384,-0.0019520587191401131,-0.00043832963480607435,-0.0011824681911865205,0.0015651460424357555,-0.0005056056016046928,-0.0011693607796827998,-0.004276613932693534
33,2016-09-01,-0.0006663684851919302,-0.004096126073515671,-0.0029424215503312,-0.006089057253395321,-0.0105743918555884,-0.011996642310513285,-0.013170279818563077,0.0020068552590344043,-0.010125081139389954,-0.0020094762339634754,-0.005359772444538824,0.0,-0.0031094659138241475,-0.0030871111825876165,-0.007812446972136013,-0.010000938846910936,-0.01014845704867775,-0.012105032838877377
34,2016-10-01,-0.0064767356193795355,-0.016350905578428023,-0.018099910998422328,-0.021208780119150693,-0.02421299330303873,-0.02771365842506006,-0.03347533286409578,-0.01324679186572939,-0.024768296400426475,-0.006923631734728434,-0.024708225444302734,-0.007373167423975078,-0.011449918045847033,-0.018613106066964685,-0.022117670413742248,-0.026701989616606792,-0.0305878982400966,-0.03055163099428707
35,2016-11-01,-0.0004844338053784249,0.0020972284668041396,-0.0015119381757309261,-0.0004288855382171194,-0.0011826976414833297,0.0008624239721665977,-0.001366004578764653,0.0031595170885281324,0.00016477132271925195,-0.0001426361432061149,0.0008713687156529939,0.0009511037542902854,-0.001291404764998376,0.002473231999161192,0.002732901474502239,0.0032941390348740916,0.001013265377002056,-0.002145151910171882
36,2016-12-01,0.006971530356877203,0.010847428333228864,0.009900550760831815,0.010135654984255673,0.01559184808604295,0.01225351909378322,0.01110340037895811,0.005310832364238917,0.007653366172043369,0.00790968966409031,0.00911350418197969,0.010883649461710502,0.011007723168070294,0.0069519964159103585,0.006611157470608061,0.010774638501682806,0.010583498921099067,0.012001897435405605
37,2017-01-01,0.0009425776724148527,0.002342761834977229,0.002843547844587476,0.003328181803577975,0.004849997295936508,0.007320287217168881,0.008656534605580102,0.0012159665699026346,0.0053605842663594,0.00038123087249336893,0.00379509440607046,0.0008003365323669087,0.0007865048576760277,0.0028236807357399697,0.003620488498614451,0.004019470302899644,0.006901950757588233,0.009588037844622902
38,2017-02-01,0.0011333531886800624,0.0019719696244008015,0.0016636103405819403,-3.9496998152426824e-05,0.0010764047068487473,-0.0007076848790179877,-0.0005654066111017049,-0.0012882157881218186,0.0014683682772312558,-0.0005036748083530597,0.0009657693646623056,0.00040171778254483357,0.0006704349610970463,8.679851137981781e-05,0.00036987051829555075,-0.0002706260829512574,0.0007062451935669307,-0.00017564092817904246
39,2017-03-01,0.0007537607219702775,0.0033712232665381375,0.007861417551340377,0.01279813898148573,0.011184071120992227,0.008715006132071816,0.011777680392366829,0.0024761849631176258,0.005182241124952551,0.0029818720145711225,0.011193843404378682,0.0020832894135318233,0.004688197663912592,0.007387204681714284,0.009213801432944514,0.010577487330874191,0.010488363941925174,0.011332321743485451
40,2017-04-01,0.0037747791434871733,0.005845687999036469,0.005661038919008683,0.006237266895446815,0.009476995139651318,0.013239268997836612,0.011799058683305884,0.0031701440263225645,0.010468064969007207,0.004437441968003483,0.008487981229232808,0.002765909743336104,0.004210573136148203,0.008127457055807934,0.009131636716256138,0.009722243308809131,0.009992341396799874,0.010544971612044454
41,2017-05-01,0.0008504347857653543,-0.0003194305166229299,-0.001025148568190444,-0.0004608795578332806,-0.0003187462767989055,-0.0014604068139498372,-0.0007544145706242404,-0.0004435545448201081,-0.0014057963470238191,0.0002330944012804308,-0.0020425491500196185,0.0016032296958159533,0.0003182004394376341,-0.0019045182953012466,-0.0008582854373768452,-0.0006558467717581333,0.00041874325928873676,-0.0007381771347796142
42,2017-06-01,0.002967277602325522,0.005966168853561302,0.007239172576919889,0.008785095544831291,0.010314836220129511,0.0108632787098852,0.009994916436665257,0.0035737035786359765,0.00795591815647925,0.005955526266118495,0.00878092750965399,0.0023618569265058858,0.004984734118021944,0.00648784484329153,0.007482253949888642,0.009297429234443875,0.00791585425532726,0.00994579465655565
43,2017-07-01,0.0009426400430597501,0.0016320614533555829,0.0032382013929084666,0.003841871647836506,0.0038564074628682334,0.008178579251352654,0.008259097495660813,0.004425114449495584,0.003505508886172371,0.0029358434854523706,0.005055672565991644,0.002001214090695179,0.0034118391140740847,0.003682219815602865,0.005085116870357524,0.005270612047761649,0.009885730871763693,0.009348194034782016
44,2017-08-01,4.647976560535517e-05,-0.0011610791216203522,-0.001913104873669767,-0.0021868832834410147,-0.0016052173334504397,-0.0051097793677751385,-0.004250433983849492,-0.002098985299449335,-0.0034450970507798728,-0.0020492325868920165,-0.004313275089523534,0.0015598858576331637,-0.0009353582602507831,-0.001511619193334163,-0.001693495746244352,-0.0007025989203629012,-0.004842165524189299,-0.004338599025216492
45,2017-09-01,0.0005162334021367057,0.0006941912916157746,0.0014001800834319053,0.001021247903990719,0.0021290055810414253,0.005287568659513312,0.0036502489021662497,0.0015370228503587878,0.0014150901393796766,-0.000578621725186655,0.0005087088258611909,-0.0009597014170083281,0.00023053551554016075,3.29001163768997e-05,-0.00012784456235455073,0.0004664081698004887,0.003842465491246931,0.003969017553023334
46,2017-10-01,-0.0022671027777169555,-0.003916801512970791,-0.0055854420255125724,-0.004500309111002064,-0.0058410664398156585,-0.00371594446193124,-0.004622679989717086,-0.003735015903821202,-0.009187546284538212,-0.0005390191181983279,-0.005112043107546736,-0.0010860104769680526,-0.002515459552628963,-0.0027300756899620838,-0.004658731230408386,-0.006655832075672557,-0.002502522217858523,-0.004379276520296788
