Name,Riskiness R
ACIM,[0.05476922]
ARKQ,[0.10326291]
BJK,[0.16655045]
CIL,[0.05273527]
CIZ,[0.24241393]
CUT,[0.10786036]
DBAW,[0.11484115]
DBEZ,[0.16724893]
DEW,[0.09997497]
DNL,[0.09959877]
DOO,[0.20431777]
DUST,[4.98206307e+13]
EFAD,[0.2448815]
EFZ,[2.66109146e+13]
EUMV,[0.1496717]
EXI,[0.05151144]
FAN,[0.0968218]
FILL,[0.32486878]
FPA,[0.12170864]
FYLD,[0.09681024]
GEX,[0.21212721]
GOEX,[0.49372591]
GRES,[0.33086688]
GRID,[0.06409549]
HAP,[0.19499592]
IDHQ,[0.06038867]
IMTM,[0.07675636]
IPKW,[0.05245937]
IQDE,[0.15327912]
IQDY,[0.11654595]
ISRA,[0.26291554]
IVAL,[0.08977267]
JDST,[3.72015604]
LOWC,[0.06580868]
LVL,[0.24853396]
NLR,[7.19941617]
PIO,[0.14560444]
PIZ,[0.11264436]
PZD,[0.07071912]
RING,[1.01276383]
SEA,[2.22720182e+13]
SILJ,[0.5923705]
TOLZ,[0.42841341]
VEGI,[0.17470679]
YMLP,[1.29798214]
