Name,Riskiness R
BZF,[0.41178087]
CEW,[2.24487645e+11]
CNY,[1.3867667]
CROC,[1.13103592]
CYB,[4.97501503e+10]
DBV,[1.0264824e+12]
DRR,[0.42125238]
EUFX,[0.25126728]
EUO,[0.4394656]
FXA,[2.6393323e+11]
FXB,[1.5441855e+12]
FXC,[9.40150452e+11]
FXCH,[5.27189643e+11]
FXE,[5.57552855e+11]
FXF,[7.6888738e+10]
FXS,[5.92756772e+11]
FXSG,[9.9710893e+10]
FXY,[1.2351448]
INR,[0.07562747]
UDN,[4.27213721e+11]
ULE,[1.06101331e+12]
URR,[8.43789375e+11]
USDU,[1.42017907e+10]
UUP,[0.16621193]
YCL,[6.47471634e+10]
YCS,[3.8284427e+11]
