SVXY,TVIX,UVXY,VIIX,VIXM,VIXY,XVZ,ZIV
-0.1186639611744556,0.18613138686131386,0.20398212108898825,0.10839247921506208,0.06324898258159177,0.10885810914166844,0.028733745405947225,-0.06665251397468648
-0.08166536957347995,-0.13846153846153847,-0.15288558893013834,-0.028245892093403037,-0.023168424809511187,-0.028873916811252405,-0.060084441049547264,-0.003866317856122035
-0.4626562079530384,-0.175,-0.9984661354581672,-0.0962383844099421,-0.029807707377958164,-0.0971258954837578,0.01624046246577536,0.03059360800442035
-0.17306651126374406,0.1948051948051948,0.3064935064935065,0.15405405405405406,0.05533528154385076,0.1520307214933708,-0.03162189731383882,-0.07465660333754105
0.5974492642249837,0.2826086956521739,0.22345929224652092,0.1686182669789227,0.07622480945726727,0.16960460703967434,0.000702247191011221,-0.09408666507062484
-0.3415557423200329,-0.4124293785310734,288.8927413756486,-0.2527054228456914,-0.11445611941663406,-0.25132381670061105,-0.0094736842105263,0.12473575581395338
0.05285249330475676,-0.18269230769230768,-0.15639013452914802,-0.07374631387095168,0.003284628071680545,-0.07453752326652571,0.021253985122210342,-0.011278171727486552
1.3085780905694042,-0.2823529411764706,-0.28106312292358804,-0.1450492381884639,-0.04845308561139308,-0.14520876618899128,0.013180679847381254,0.04443913762171399
-0.4339984687004447,-0.2704918032786885,-0.2510166358595194,-0.13003723521993504,-0.0607260096210905,-0.12998620894028368,-0.011297501242639492,0.06507394618716844
0.02700563841807913,0.07865168539325842,-0.997830207354393,0.0583884793706924,-0.0053113005608534936,0.06086954150197625,-0.002770083198410147,-0.007263405100119444
-0.00737152610156819,-0.40625,-0.3976341992182485,-0.2033835572648081,-0.06904805617661469,-0.20491803736776534,-0.07465274564766483,0.06348175030166227
-0.3666592954260773,1.5929824561403507,1.381042258308157,0.6749768141742339,0.2547467908475714,0.6766635335519269,0.05253279549718578,-0.15398618591607388
-0.11358062851908697,-0.17591339648173207,442.77478895757,-0.0446526530756114,0.0,-0.04527664209983142,0.04955444026932048,-0.1026070532741675
0.2013819466384226,-0.4885057471264368,-0.9989917798784846,-0.2654356561090192,-0.15100879809282475,-0.9639051528588088,-0.07608695393726374,0.1527185501066097
0.920131468204814,-0.04333868378812199,475.2495737770143,-0.0023566613741556925,0.0,19.259529845904297,-0.006249999770220659,-0.01618499421965319
-0.1364258348656568,0.050335570469798654,0.05508001488649051,0.0681101889763779,0.002413683579396889,0.06725381424434973,-0.04587495205790035,-0.029142139345291168
-0.22457882607375965,0.3498402555910543,0.35696649029982364,0.20014751346026607,0.08890533102777066,0.19954981546399506,0.04226436439455746,-0.10021793511939156
-0.057259664040379965,0.0378698224852071,0.03301273719781648,0.032248156653903744,0.05153935955877946,0.029393447006633506,0.008556622342136208,-0.05461391200505301
0.3701192415911268,-0.499429874572406,-0.5135883241066935,-0.2912823809946615,-0.14477516984794564,-0.29040097969376744,-0.025820766292114862,0.15737049394907485
0.011874173993156096,-0.1275626423690205,-0.11950336264873256,-0.045759832842314566,0.036693815712007104,-0.04965755865605589,0.031806134040136304,-0.047700961283548685
0.21103064324211526,-0.3681462140992167,-0.3625146886016451,-0.1922569169862399,-0.0622149049039426,-0.19099096396396392,0.02495412844036696,0.06196749289956115
-0.20768728868498995,-0.09917355371900828,-0.13087557603686634,0.014705870979110938,0.021984376576483326,0.02004449264884762,-0.004654529180093091,-0.05859469830793334
0.33958416205918784,-0.4908256880733945,-0.4623541887592789,-0.2614063175221402,-0.09156668744653876,-0.26200873791499024,0.02517989299208249,0.09452479094719024
0.11092515047283708,-0.992154954954955,-0.21696252465483234,-0.10901168129309537,-0.007124895072822891,-0.10946742106806404,0.027368456140350828,0.004955143818897111
0.002739309608565634,82.37161231051907,-0.16120906801007556,-0.0628058411550708,-0.03566910013361966,-0.058804002345448525,-0.015710416130108682,0.02441890115050473
-0.018986470686879836,-0.006611570247933884,-0.003603603603603604,-0.7989556170764907,-0.01816585725904707,0.003176844334627724,-0.02047189451769604,0.019023561333404583
0.17891950138484772,-0.3616195230171936,-0.36106088004822173,-0.18354978354978366,-0.0483727586185296,-0.18226601864883893,-0.0329437123627347,0.04048580837799838
0.07452469173319205,-0.9913466550825368,-0.17452830188679244,-0.14634146341463405,-0.01873975213726281,-0.08519791399739572,0.014285788069076454,0.017725984337483052
0.2953395687657893,53.618473895582326,-0.4304000068571428,3.0807450931677014,-0.11530193638820575,-0.23894637536516503,-0.013723437568673166,0.12425653677754728
0.03945695001430146,-0.10845588235294118,-0.10513642582427488,-0.0517503227854078,-0.04128445652227595,-0.050679881788011666,0.004394031651191143,0.037596788210844514
0.15224484897959178,-0.2767010556701031,-0.27488790582959644,-0.14382022471910105,-0.10075986773880843,-0.1425781110445656,-0.017863616478308458,0.11070652260402486
0.027630245595334644,-0.11887110440836154,-0.12306737395919674,-0.04874386951631058,-0.060406915167232726,-0.0501138762338649,-0.06978477840442536,0.0586885573770493
0.057221667206721824,-0.2280815225865767,-0.2249647448879109,-0.10130082375637267,-0.020319786808794118,-0.10151882291129438,-0.012370271842389188,0.01672347424207254
0.05164654835422694,-0.11483658135364845,-0.11373976186888406,-0.05438596729763008,-0.06732403944236656,-0.05427044159854185,-0.03191923232323233,0.07005783916796593
0.12792204950921293,-0.22964015477708555,-0.2356263259400464,-0.12198511697519103,-0.07655851257746997,-0.1232361476952024,-0.015442362914956712,0.08070022542840245
-0.1181968153335948,-0.01843884483906905,-0.0214909142306614,0.03328045430533553,0.037899763126727284,0.03165236136406567,-0.036880076303518375,-0.05004613459765578
