BDCL,BDCS,BDCZ,BIZD,CHIX,DPST,DXJF,EUFN,FAS,FAZ,FINU,FINZ,FNCL,FXO,IAI,IAK,IAT,IXG,IYF,IYG,JHMF,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,LBDC,LMLP,PEX,PFI,PHDG,PSCF,PSP,QABA,RWW,RYF,SEF,SKF,UYG,VFH,VQT,WDRW,XLF
0.020626294002532703,0.009289759846854609,-0.029026991861935244,0.008861482228118412,0.004317798882582696,0.06336631926786683,0.015922491936005805,0.0011104036651347624,0.052656793420813405,-0.06520559878538748,0.029990884386369775,-0.06412747639961819,0.0204805099137815,0.01139597839628915,0.018554734760960825,0.019837709774314285,0.023653217644219692,0.015128847603697896,0.020751880807624908,0.023446493126019617,-0.008311470965371638,0.027459183151432875,0.0249921244588393,0.0301204993812132,0.026984885309004742,0.03722370874706226,-0.0038023436482431524,0.026113937879334474,0.02602866824094309,0.0007661724696802522,-0.016326450811588587,0.024812984004306968,0.012847900033354018,0.005457778168399051,0.02725570514936792,0.014768115001694,0.04210518528513734,0.015496558864724154,0.014660475327101137,-0.01972290902968049,-0.04146644105672749,0.03730302875787292,0.02048818651113397,7.486891385770434e-05,3.3517447027296976,0.020676773067547474
-0.025448868998809982,-0.006497041153465192,0.0003284636864143766,-0.006756713770288703,-0.05073081195726556,-0.020670404989384814,-0.15076645152864546,-0.044925223849907235,-0.09913602818852653,0.09688047058165296,-0.09524643236865167,0.10631224838562932,-0.032805881814297305,-0.032394273448943904,-0.04333431495154952,-0.0326289960927313,-0.02535301213319921,-0.04177150206501866,-0.03511590713571352,-0.041186759132331184,-0.0074990004592217045,-0.032814611393200244,-0.03687903044265832,-0.01010076648738186,-0.016938036866775596,-0.0288719307220601,-0.04416580282746328,-0.02575417685263645,-0.037097673007899234,-0.0007655858988413846,-0.030082984791990282,-0.029462953985556917,-0.03981668278667933,-0.012943791112944223,-0.022287176305769603,-0.01975050656311978,-0.04601579235698042,-0.03190740739266866,-0.03219275660090678,0.034257843785948844,0.06665423162824971,-0.06618263929874359,-0.03338607706524175,-0.01101042659764928,0.07335992121238215,-0.035451058902039284
-0.1067589742379901,-0.056675796135967335,0.0,-0.05170055042365867,-0.035326182728116384,-0.08157443453414744,-0.11334010882751475,-0.03948886244368845,-0.07370010526180537,0.05582048111073757,-0.07212089554774502,0.051051089755760136,-0.025538659347807517,-0.018437784129432186,-0.025966478711424226,-0.010378415734367482,-0.024366250001444014,-0.03110617284720517,-0.02196415315100095,-0.02337126753023001,-0.030222271396718656,-0.027632062895019315,-0.028480995090296682,-0.059613492852337635,0.010381965643198442,-0.010558577594664168,-0.03764954643127669,-0.010636827868530405,-0.02322938943409322,-0.13869740328220995,-0.09090903223443378,-0.05019567454971005,-0.021651361712327042,0.007191169397839483,-0.016010601578609528,-0.04772036411224862,-0.0049999646378312045,-0.023644668815713844,-0.028810902519345545,0.017875938616045573,0.03724984262244508,-0.04791162533577778,-0.023570699778182044,0.005831604368534207,0.045627307774534866,-0.021957070255901517
0.0662081203533876,0.034084300268693815,0.0,0.027259370933437325,0.061972052381368485,0.07701871281411415,0.043552036402906925,0.021160716731267563,0.08337871328575798,-0.08315212887354217,0.06811516379254466,-0.07999996265548305,0.02784607462347596,0.033119261701569216,0.038211138615377,0.023159305572697308,0.018224871509575292,0.02916555339618258,0.026504977630252183,0.02312828148284056,0.03895524782865164,0.020503719143254485,0.02084696267734439,0.05896561866596125,0.01333643918960323,0.016849190310829397,0.04119719713110289,0.026403251343761102,0.019141267541946345,0.10498232616724808,0.12106383031593007,0.04968354271442537,0.044260956734356656,0.0071398257017471715,0.031715182318798545,0.04677077840535369,0.015962128470869516,0.02862029459438224,0.032092830052375086,-0.024276875054302392,-0.05269340324276543,0.05374075808259916,0.027485735348270438,0.007529553610865953,-0.8119272635695874,0.02391406150977913
0.06935486878501404,0.03687173042011747,0.0,0.04050278489992089,-0.009726003239816759,0.05488268351918076,0.049322514373427266,0.007105094159834634,0.046780703861890316,-0.05072983528346112,0.07472619945155197,-0.05473602164014745,0.017529822326438047,0.018660232006758305,0.021112692945786903,0.012385102082815092,0.015246929508771141,0.00878740425861758,0.01628092191447757,0.01633343879813265,0.022099664120326327,0.02114904611768843,0.015315830198580571,0.039738849046740236,0.005177836316871973,0.020436200067726968,0.031881680168729776,0.01186091648595652,0.021343261671291143,0.061996767346281935,0.07037799277062945,0.01055176658112696,0.023347709290557017,0.008340249626789163,0.024592382303399017,0.010638299253531179,0.020948709504023052,0.022354419688972258,0.021426644067630424,-0.01905772690386011,-0.03454385057432177,0.03189780763186624,0.01674795849858407,0.010088977058350894,-0.011020792029044244,0.016205742641421304
0.11010562830378816,0.04525853520288469,0.0377667701585712,0.049664463216978864,0.09017845308996464,0.19362191225655773,0.06921490130255806,0.0605524592579565,0.12493995850637575,-0.12456741132270555,0.11649090380792328,-0.1236140173189422,0.0426779779393058,0.038045970154089316,0.04302858620818506,0.02657657136820879,0.0590921735671705,0.061193274955506576,0.04317875779090165,0.04834141531188106,0.036036426520092674,0.06834652615750618,0.06222504946747433,0.048691152454713116,0.020820054688584003,0.06359945679258995,0.06565503391129288,0.028466815546788687,0.06910014398509658,0.15390444493748573,0.16290490080981246,0.034307732482904585,0.02667608315255713,0.010339245492417791,0.0388730316602508,0.04736836290518588,0.04816139457459537,0.04187012830964853,0.0452802198773619,-0.038855878597553975,-0.08366978060452844,0.0859236633120844,0.04346848110904241,0.010432102384371176,2.8093838808856986,0.045028116778510735
0.01222813998262751,0.008762680034993779,0.011603485631387245,0.00959077579197532,-0.004094834781084361,-0.0019084224567760863,-0.011111243907284593,0.042682636350666936,0.020503963890893186,-0.025911352483984587,0.02445378333137137,-0.03701977557913011,0.01089017394331392,0.0090496846298234,0.010179563920190031,0.0201357178680802,-0.0018493274767637051,0.021957779786745873,0.0076785462108529875,0.00024528947094393857,-0.017329035558522728,0.0012925495227812788,-0.0020709861308835504,0.016475110021813746,0.011354070195216734,0.006615931196531611,0.007248261182083686,0.015837907456544596,0.0033881270522974874,-0.017739686419763312,-0.001687727755483646,0.007499461926312881,0.0034188593430321467,0.011052088637439237,0.0133097361719632,0.007035140377157884,0.010603712184719706,0.005581729413864935,0.013705393404717523,-0.014037233502154316,-0.02022420479362624,0.015278253497354097,0.009866225671560987,0.008933044866871664,-0.04618931217735013,0.00942570858898783
0.052349237162395666,0.024527683013116558,0.01824809308933669,0.024065850498086176,0.030427479739213517,0.011854633043610441,-0.026233296821328928,-0.012227362855254244,0.04604439088883607,-0.04914330938098292,0.021960551829184955,-0.035036426389748035,0.006314939293354694,0.012107778617836134,0.010607400803738714,0.0177240664455952,0.005558918119942882,0.008634517673068859,0.01583525405114021,0.012751409469771996,0.03348869487262796,0.0016134563390641295,0.005040203732371673,0.015225994556311438,0.01434524338087708,0.000505722981740416,0.011565248565748068,0.01238522781037292,0.0,0.04749152818439609,0.056302373578776266,0.025765730486045163,0.026235065779338658,0.008906831811569095,0.004708872008955389,0.018962433220962138,0.0026904851322664533,0.014653605223496362,0.010139958210367972,-0.014806289761763297,-0.03024729304217916,0.030255191381798607,0.014763408256797306,0.014079418670120832,-0.8000000196206186,0.010671401390361213
0.0038261335675489937,0.0034911774693922905,0.032258151683590135,0.0030921682761103613,-0.03032723002652976,-0.07679524532025564,-0.02222448908929637,-0.0462864232271061,-0.047618981919529235,0.048126995914376164,-0.0420430244423253,0.04942009720417876,-0.009618265939388887,-0.016393457133370884,-0.033062602853143136,-0.02750842138812456,-0.01965604580866577,-0.032450778658793145,-0.021683156431422133,-0.022276118230595623,-0.011566769215637837,-0.01558043693099861,-0.013091663151843656,-0.004725530632494036,-0.007792409628245952,-0.0193229904621611,-0.02249195358575864,-0.015675461864949225,-0.014788268258661722,0.0038314015115978174,-0.07020420264378617,-0.0066981720208694724,-0.022244344555580983,-0.003459820609343044,-0.0125005851710603,-0.007791801384011236,-0.02092840201580156,-0.024070176665566108,-0.006355013912756962,0.017919101984230683,0.033930496936319166,-0.03520916984553765,-0.020753001666486443,-0.007657568386390086,0.0,-0.0118667216322836
0.03875499443659741,0.024850823839908144,0.002975920910515402,0.004932201407968236,0.019753238361896488,0.06435249156095693,-0.022781017685415714,0.0011288334037049016,0.06638647885826061,-0.06129831051230445,0.014791902882913106,-0.04997587646042116,0.01989497175264032,0.026296239969979613,0.035603759612658874,0.033078881564592585,0.004101420379835332,0.01337457199823085,0.025922659960613503,0.01784219636751283,0.015354142619966931,0.001643129880602854,-0.0008999171469752473,0.0210888217327925,0.029198538557504386,0.008257859648218877,0.02827211179282985,0.02627329534089496,-0.00026508760049267897,0.014631071478944244,0.07726065994737069,0.03627972224566243,0.032937158645373284,0.015341154390808175,0.0276521199237746,0.03293422659803216,0.00988705983650872,0.025784707451607474,0.0202044868447707,-0.02157859634817255,-0.041174161949367495,0.044855665538820665,0.02231038458054431,0.014207420620008241,0.0,0.017480949395761104
