Name,Weight
Total Bond Market ETF List (82),0.5852740217234157
Investment Grade Corporate ETF List (50),0.16394794829047352
Municipal Bond ETF List (29),0.09406177015417116
Target Maturity Date Corporate Bond ETF List (24),0.1224899784054515
Treasuries ETF List (51),0.03422628142636754
