,Date,FPE,IPFF,PFF,PFXF,PGF,PGX,PSK,SPFF
0,2006-12-01,,,,,10.67827,,,
1,2007-01-01,,,,,10.753592,,,
2,2007-02-01,,,,,10.784835000000001,,,
3,2007-03-01,,,22.512386,,10.851016,,,
4,2007-04-01,,,22.593212,,10.837783,,,
5,2007-05-01,,,22.602188,,10.755142,,,
6,2007-06-01,,,22.405809,,10.611454,,,
7,2007-07-01,,,21.823078,,10.387077,,,
8,2007-08-01,,,21.613092,,10.365105,,,
9,2007-09-01,,,21.562246,,9.988057000000001,,,
10,2007-10-01,,,21.960635999999997,,10.155936,,,
11,2007-11-01,,,20.20632,,9.320756,,,
12,2007-12-01,,,19.246166,,8.959439,,,
13,2008-01-01,,,21.586184,,10.537044999999999,9.602902,,
14,2008-02-01,,,21.48665,,10.247057,9.546269,,
15,2008-03-01,,,20.230949,,9.846548,9.141417,,
16,2008-04-01,,,21.491629,,9.861866000000001,9.35083,,
17,2008-05-01,,,21.429367000000003,,9.873063,9.239783000000001,,
18,2008-06-01,,,19.395052,,8.809606,8.392233000000001,,
19,2008-07-01,,,18.501095,,8.645104,8.091451,,
20,2008-08-01,,,18.522125,,9.007688,8.117647,,
21,2008-09-01,,,13.959342000000001,,6.548611,5.9979949999999995,,
22,2008-10-01,,,14.527169,,6.725644,6.385977,,
23,2008-11-01,,,13.415557999999999,,5.8266230000000006,5.739371,,
24,2008-12-01,,,14.633073999999999,,6.488592,6.290691000000001,,
25,2009-01-01,,,13.216343,,5.555704,5.659744,,
26,2009-02-01,,,9.789311,,3.7721050000000003,4.277437,,
27,2009-03-01,,,11.755999000000001,,4.818934,5.055286,,
28,2009-04-01,,,13.931866000000001,,5.875756,5.628976000000001,,
29,2009-05-01,,,16.608223000000002,,7.233186999999999,6.3568620000000005,,
30,2009-06-01,,,17.132889000000002,,7.661200999999999,6.552052,,
31,2009-07-01,,,19.143318,,8.531032000000002,7.057805,,
