ACIM,ARKQ,BJK,CIL,CIZ,CUT,DBAW,DEW,DNL,DOO,DUST,EFAD,EFZ,EUMV,EXI,FAN,FILL,FPA,FYLD,GEX,GOEX,GRES,GRID,HAP,IDHQ,IPKW,IQDE,IQDY,ISRA,JDST,LOWC,LVL,NLR,PIO,PIZ,PZD,RING,SEA,SILJ,TOLZ,VEGI,YMLP
-0.014112219244530872,-0.02876993835013198,-0.12924401691919032,-0.02718132922860857,-0.03711004354395064,-0.01782811197564963,-0.08765393576969427,-0.046647951207864885,-0.03538090642061112,-0.06560941991646997,-0.182360772704324,-0.03619180741939623,0.0391448029797002,-0.04492989504594657,-0.02462307297162602,-0.08707384131683522,-0.04057068661605583,-0.041580717612049685,-0.05245349520383925,-0.05596357894456471,0.007866267395016944,-0.042071142431480066,0.0028047478510167057,-0.039682498957533965,-0.019042744001245584,-0.03292853253391526,-0.05203908600143342,-0.08200970072452074,-0.03523658715442179,-0.2273620480167919,-0.022455373327187483,-0.07903219824185401,-0.02686832909735942,-0.01838402415225762,-0.032608758227199906,-0.02261988349278259,-0.01973695007180301,-0.02947387623548392,-0.004842645990658146,-0.0241449233040616,-0.019933678179003992,-0.8242619266637549
-0.0024042908036253515,-0.03979853904282117,0.02035322616579706,-0.09106570198209812,0.004609537698617262,0.05271408118563633,0.09267769990891593,0.0032978364809767504,0.007082091931655412,0.02136874891911585,-0.5089212900949832,0.015113728630279847,-0.008693087246170602,0.03452707957864458,-0.01249891456515896,0.031916035717062204,-0.037493248567834314,0.08897643910614084,0.01278587711095854,-0.014616448982611191,0.12842025804806434,-0.018173465340778176,-0.048396607632328906,0.006509818361817548,0.016066752024859784,0.00809979361558697,-0.004041474389910461,0.020515979660715243,0.00018786881080395585,-0.4416283078025664,-0.017771930239932315,-0.003303116353383138,0.02973726450174893,-0.01932646503718368,-0.003590718484003317,-0.033130100426830865,0.22545482079301865,-0.015834323831856453,0.006082859630125568,0.009074929790666665,0.010530019226780565,3.846940117686605
0.037641958106132974,0.06762864992805089,0.03181810627027226,-0.026185842808402592,0.0457326481262692,0.04512498730450574,0.05301205583641338,0.04830584217344715,0.04856504262664692,0.048628710295218674,0.09083401172985968,0.061453865464978434,-0.06343174113847477,0.033331733946892005,0.06203016168874431,0.05797094998871132,0.062347716287583135,0.033570732029252495,0.06642569458402654,0.10305194182257166,-0.05367960773139905,0.0569327267523034,0.05442788940793352,0.052299310787748785,0.05915929780413951,0.06831048562762343,0.04046228158534743,0.05364306443332055,0.04920303328312889,0.0687575547619126,0.058366617470957935,0.056939350455904474,-0.03598369354553632,0.04055256043741988,0.06702984762635791,0.09438686383384852,-0.0352035347573877,0.08458563754225068,-0.04111252365319185,-0.005736556924519127,0.029699380173296788,0.020242737260522198
-0.0014989612994458848,-0.02108216516378369,-0.050012963115717006,0.013249941365810088,-0.015598834777426938,-0.012336201394712618,0.0019069891261212987,-0.0318847789101875,-0.02488029742727587,-0.03582438015299772,0.4534442670671538,-0.046996018426991734,0.011860217281113491,-0.021667903758428062,-0.018243649073415854,-0.009132445544034879,-0.04493361967829792,0.02591863146546134,-0.036864434361063264,-0.008881466577242859,-0.11802389443857925,-0.05862959182648121,0.012555603292123168,-0.0565551852994797,0.0009798130387962322,0.002648622855524827,-0.02976198599246808,-0.017857113385479496,0.034346057146867094,0.3781037055211024,-0.01401611048401971,-0.046296251817407284,-0.013044378839208769,-0.012847904974184685,-0.022771978873520945,-0.0176413394642804,-0.15621444259681566,-0.015392501256422785,-0.1059268746674131,0.0004615926694847137,-0.05257397956677092,-0.8120691101686391
0.011860199964527649,-0.011044126506024165,0.016639305132983118,0.0988462643567423,0.05037281755013085,0.017954727519810386,0.019033078972214026,0.05693975246749775,0.039890404613127865,0.050722567872551125,-0.3098958501181344,0.05317122971287668,-0.03578042094342557,0.040534706113469314,0.014283753759052262,0.06823382286664963,0.0849737857944102,0.05340568357023542,0.04267506916395709,0.05979669430562675,0.14730293087941468,0.057999281341819885,0.01320449875811905,0.06660610285258302,0.016152746087562342,0.0505660656576806,0.05129511743144025,0.048562929276501215,0.02107275676977792,-0.32596229629618856,0.027633779692930845,0.09264168303312643,0.015656781474097683,0.05639907674885094,0.030534314223799906,0.015297708532640916,0.11621627154531572,0.05440364588339335,0.046544393803643835,0.040283683305175975,0.018111739851280863,0.01019545473773752
0.011720874543450516,0.01827400922466963,-0.008854276046244619,0.050052399922483296,-0.0037757983013329945,0.006901834981182341,0.010833108355741463,-0.01866138511100461,-0.005671376739807574,-0.013507730874545905,0.05509439961910817,0.004808924282886597,-0.005118356726103984,0.003614656030087939,-0.0009571667300470674,0.042350968665296924,-0.056637206481457085,-0.031876010011247534,-0.002953844619474729,0.03024391293279452,-0.02169984595438224,-0.013612937046247343,0.005442129381238014,-0.01050235598929648,0.010115586880779848,0.019037379035013763,-0.019140816507935463,-0.012574038757651802,0.02689187004094237,-0.10692575549340776,0.004136982154981074,-0.04390254209005615,0.008808781279629644,0.0127309269680483,-0.018323505656708775,0.021290544771234352,-0.04237294585262874,-0.027846597376321874,0.00673855245638616,-0.0175403004522842,0.0613171713275005,3.882253708228911
-0.029476453648642736,-0.014955085491280416,-0.049810544100331484,0.05900015970283427,-0.03844033113337852,-0.02970297440438154,-0.0631929167683419,-0.05071051671897359,-0.03231916349174617,-0.060070699665386036,0.3111587754426658,-0.04735521357512372,0.028938948904111538,-0.05042023360465025,-0.038456078267966085,-0.05804314367045494,-0.04784238457597576,-0.04170601394286095,-0.0630553340544453,-0.034879944483731766,-0.051755900357882134,-0.04625150249232414,-0.03166449050692492,-0.043029328844247136,-0.01907482150727816,-0.03313373092797759,-0.0473914404040585,-0.034831457421253945,-0.009744255890210315,0.17414952249871732,-0.03840590775887417,-0.06207480191575189,-0.048819178679780056,-0.035685406269833776,-0.05162822481129393,-0.023733135889056317,-0.09734510507228752,-0.07263435897104381,-0.03212843980154715,-0.056948830245723676,-0.04243926924946525,-0.0990596391559294
0.003663478527600169,-0.013157894736842184,0.06125371460476569,-0.025495929681256458,0.013997548328781464,-0.010596623462997909,0.04031686989779154,0.009525499675397965,-0.014340446795667091,0.032719092214075866,0.8728859104132657,0.029309382732599407,-0.023125045319154637,0.0568273732338149,0.012990944422209364,0.022854534819471597,-0.06147405526176311,-0.013759793053732514,0.01452284677635831,-0.046933861235973616,-0.18031196493385526,-0.09972617749041332,-0.03352183021513356,-0.0653476944652043,0.02071817935495247,0.008172761687249484,0.021807777642981144,0.004544383627039011,0.03813044002767451,0.6303592884638498,0.004881950209394247,-0.04525882680404153,0.039223880069008885,-0.02381621858413852,0.032964368501626484,-0.012168953534867086,-0.2280684852003997,-0.02103693114859276,-0.19917008304668915,-0.003167412400282244,-0.020958394462354264,-0.8073076719737922
-0.057904436615423126,-0.05487179487179489,-0.11382562304010095,0.08494855727316457,-0.06130792369896947,-0.05236016613489874,-0.08141800923014661,-0.06777693912723247,-0.08066782668371686,-0.06604883844175448,-0.2557529831302298,-0.06342207970922455,0.07485597516993843,-0.057813795517118814,-0.0575040101843036,-0.05226479112584898,-0.04999951746032815,-0.0849650618633544,-0.06712316364718962,-0.09986271409996696,0.04637336312076204,-0.021720307363827587,-0.0395808473785806,-0.06735087052704343,-0.05376822011045263,-0.06399997007978181,-0.07211325112770993,-0.09219282551685393,-0.08204982457864654,-0.9990076404199396,-0.052156293573367006,-0.08527116304780905,-0.03714114606707156,-0.08246514318612334,-0.06124941323183886,-0.06851606253452637,-0.4990907680917797,-0.06476068717967094,-0.04145085679103324,-0.03686643671340351,-0.07585675124826037,-0.11876241906429227
-0.011219429207863715,-0.058600108518719385,-0.10330195158918216,-0.03661812580019274,-0.04940929633133063,-0.06446204632983156,-0.04156057571381997,-0.0523573366882366,-0.04704618044358859,-0.05409432210351972,-0.03091984724784028,-0.02459915224921333,0.04017861783979937,-0.01641457702801113,-0.03585420038959634,-0.053308770181137694,-0.05991067427071092,-0.0217625871255309,-0.04405284475240124,-0.052420890655424865,0.025000038596143,-0.06882763957786919,-0.04060602268730616,-0.07290243842257008,-0.025875395272685404,-0.02952605261727386,-0.057053199964271877,-0.057044204216015415,-0.06937720945795764,689.4208108992101,-0.04094972676403029,-0.07521205796475855,-0.03002506145533315,-0.04872296651370242,-0.02305368250798157,-0.05310372819154604,0.9491829013529688,-0.08858392765620267,-0.014414506130944244,-0.06698587816538247,-0.09791670649811596,3.05173935037777
