Name,Riskiness R
ACIM,[0.07350073]
ARKQ,[0.12214165]
BJK,[0.51645579]
CIL,[0.10596811]
CIZ,[5.89046783e+12]
CUT,[0.12820023]
DBAW,[0.18791089]
DEW,[0.20976626]
DNL,[0.16757255]
DOO,[1.98500385]
DUST,[4.37094978e+13]
EFAD,[1.19290146]
EFZ,[7.79147222e+12]
EUMV,[0.28224017]
EXI,[0.07355542]
FAN,[0.17737587]
FILL,[1.66364534e+11]
FPA,[0.1471428]
FYLD,[0.16526138]
GEX,[1.06706079]
GOEX,[0.45929759]
GRES,[4.84187566e+11]
GRID,[0.08598335]
HAP,[0.53387058]
IDHQ,[0.07601175]
IPKW,[0.06716588]
IQDE,[0.55001749]
IQDY,[0.29141125]
ISRA,[4.21449631e+11]
JDST,[4.12749006]
LOWC,[0.10337983]
LVL,[2.86895217]
NLR,[0.27626184]
PIO,[0.25461591]
PIZ,[0.22283775]
PZD,[0.09400512]
RING,[0.87531884]
SEA,[2.08683434e+13]
SILJ,[0.68720049]
TOLZ,[1.08785402]
VEGI,[0.36722444]
YMLP,[1.30249234]
