Name,Riskiness R
ACIM,[0.1090362]
ARKQ,[0.12186267]
BJK,[0.64512576]
CIL,[1.71979236]
CIZ,[0.80475429]
CUT,[0.11640422]
DBAW,[0.15721888]
DEW,[0.18008592]
DGT,[0.11485055]
DNL,[0.19644425]
DOO,[0.52457572]
DUST,[2.91272679e+13]
EFAD,[0.33260266]
EFZ,[9.72971995e+11]
EUMV,[0.14641017]
EXI,[0.09382037]
FAN,[0.13435488]
FILL,[6.03061762e+11]
FPA,[0.16864634]
FYLD,[0.17250317]
GEX,[0.29957847]
GOEX,[0.46219714]
GRES,[1.45575536]
GRID,[0.1292382]
HAP,[0.69333982]
IDHQ,[0.09211257]
IPKW,[0.07348139]
IQDE,[0.25259912]
IQDY,[0.21905981]
ISRA,[0.27106025]
JDST,[5.03521235e+13]
LVL,[0.79498912]
NLR,[0.2183548]
PBD,[0.53295961]
PIO,[0.26208494]
PIZ,[0.17381576]
PSAU,[0.62770664]
PZD,[0.09162804]
QWLD,[0.07078336]
RING,[0.71393237]
SEA,[2.54151706e+12]
SILJ,[0.47266742]
TOK,[0.09305889]
TOLZ,[0.25656761]
VEGI,[0.21825761]
YMLP,[3.88478565e+13]
