ACIM,BJK,CIL,CUT,DEW,DGT,DNL,DOO,DUST,EFZ,EXI,FAN,FILL,FPA,FYLD,GEX,GOEX,GRES,GRID,HAP,IDHQ,IQDE,IQDY,ISRA,JDST,LVL,NLR,PBD,PIO,PIZ,PSAU,PZD,RING,SEA,SILJ,TOK,VEGI,YMLP
-0.028644994578833207,-0.08085418642235673,0.0,-0.03249517228769662,-0.029349548872197918,-0.029058365129903,-0.022150538653592938,-0.01989013197037709,-0.06128932389141479,0.02972986143402505,-0.035381897912219074,-0.06321840415435324,-0.00869920982845304,-0.056747876740743476,-0.031886268670747536,-0.036369709388792096,0.002994039954397527,-0.005923404682174189,-0.015497640073022187,-0.030172325896819268,-0.023397578725840598,-0.00038072028390522564,-0.004405603279736829,-0.025616228116491058,-0.014388394810523984,-0.027586358008079383,-0.012023630496527929,-0.044083620328670914,-0.032495938252121534,-0.031722010904160436,0.012569238116965229,-0.035065717402256134,0.01402784815683616,-0.026351728151496046,0.023725825506448504,-0.02614492685389378,-0.03770787159370666,0.005991141198607703
-0.002982041435421376,0.025019954254693208,-0.03002184032575713,-0.0063974532890120435,-0.016213706510720863,-0.012954573563229823,-0.016680439935463233,-0.013816692900254144,0.015561586476833353,0.018955857385149783,-0.007891422006882367,-0.0026295280993555337,-0.03869145513969472,0.013883698182204671,-0.01984128960693412,-0.0019221052272750058,-0.0320894630100405,-0.0063090777590458814,-0.0170757893115142,-0.016944410945809656,-0.011458847057222752,-0.04114266098221665,-0.020648808840147675,0.0013311712329845842,0.03874225806259105,-0.008668167461550772,-0.003919215214839486,0.0008094927094515949,-0.0031346987984039853,-0.012090499353819098,-0.00893743089285125,-0.00811182810990982,-0.014821943347678728,-0.02146531494960327,-0.027467807304121204,-0.0005879329777892522,-0.019977049245449525,0.004872902778641608
0.006812752929126079,0.0011623137211883474,0.011834372035528042,0.0185110626802962,0.017817463311963364,0.015839495691448706,0.021151734758439445,0.02320496721180556,-0.06495664131471593,-0.02461359009059201,0.01546637759011011,0.018453360614709386,0.0029044431188968954,0.012552173954218593,0.017813698426568672,0.008578422123775999,0.06861981546432479,0.009171026310483749,0.003256955652175412,0.018084158775280832,0.007376557202053066,0.015494292616836,-0.005647445882685388,-0.005317462696398856,-0.23243246097709125,0.017488023300942956,-0.009318671633119566,0.01697642569264174,0.01617278164430326,0.02368736667429664,0.024048111891325788,0.016028860378341756,0.020060195790959898,0.025274446055822433,0.06619601700914128,0.007647109911083234,0.008624239710665341,0.0021549909562373387
0.02640699072310956,0.022639231905101875,0.07512356013789492,0.02173054181254148,0.02778980739105168,0.017820073371819182,0.02686648279216679,0.032092611997139836,-0.27930176422186265,-0.02171359867702791,0.015810738045240472,0.026747295026216963,0.026065334137222826,0.045830138817343206,0.01511534904282965,0.024995674627324563,0.15800871225056154,0.0373995128074246,0.03192678496175518,0.029697493676227774,0.029811814012260737,0.03325479662534033,0.026126359128718718,0.01770807773582985,-0.3855634014307274,0.02734368195853716,0.031981623456998017,0.036565787256381176,0.029619708529608,0.02853844370869548,0.10714280432275347,0.035415297860678666,0.10127817134876893,0.01906940298922054,0.13245030244471995,0.024129193040234063,0.010493521348514293,-0.016666587353738115
0.003376809752119688,-0.0018921650201403114,-0.01673640413868464,0.005413695691209703,0.004258176213697791,0.004960767724339402,0.002196891004261789,0.010986466809577138,-0.04646563210114986,-0.0065988767489053145,0.00014282263853769524,0.0,0.021774349870280072,0.007543352088895574,0.006269643222704131,0.009483485912926692,-0.03738322417069924,0.003369289653012488,0.00996312066274832,0.006738486602839349,-0.0005078973758749434,-0.0007569773869359736,0.015128994939399456,0.021011164904149424,0.015472850078489482,0.0007605803285380961,0.0006076449580512767,0.011503148374431482,0.015027806803267194,0.007123923627300838,0.0061864938811501775,0.006219159947337753,0.007142844562414116,-0.0059329836655107136,0.016812761893908096,0.00018991125278543507,0.01076939250924723,0.01147556898594721
0.01201924431164375,0.04132710574847286,0.004255423489487748,0.006923128482995063,0.0025440259421876388,0.0017423457369249108,0.0135511541314666,0.003690763678592128,0.08242608357981418,-0.009057955156653998,0.014848697012792253,0.022689205494433564,0.010260341333263426,0.007129944937357215,0.014797312425122227,0.04562992777294736,-0.00841418821956684,0.002686422928759243,0.01453828699305261,-0.0005352864817201639,0.016260185522982334,0.011746965528406391,-0.0007269868859180982,0.0260449634878704,0.111173710786394,0.010638213355231092,0.042510137689792164,0.04927979962377032,0.023688650055099302,0.021965830442663675,-0.02810722314080081,0.014214840844131497,-0.02659567516084556,0.017447019504757525,-0.040977658499679,0.008738555007468368,0.001141423534396711,0.0038697802168613992
0.0033252799441263747,0.010012671889171286,0.00016971963124669576,-0.0022918142517726185,0.0014803398698111814,0.008260912480076462,0.0005900469809419824,0.005515926434621494,-0.04214563867227282,-0.001523264356466816,0.007034347845747652,0.01643387037373921,-0.0003908144082793781,0.01769919021428263,0.012279362942228709,0.026953356018691883,0.056788540562418735,-0.0006698239685836585,0.004861383642250496,0.009375712941996843,0.00549977528838004,0.004119822971269025,0.0029102407917773504,0.0025071234599464147,-0.09649567802787104,0.008270699621669042,0.014757233561881125,0.041907512645780166,0.011983458195154187,0.0025501070217875195,0.0013557504932977748,0.016148725128626418,0.020036369763549187,0.0018049156135894566,-0.013493300411238543,0.006026446501491589,0.029266530098867562,0.0022026260612168728
-0.02825112962135245,-0.0448809154523844,-0.004194639880539045,-0.044793185303086916,-0.025337806426178826,-0.02616098522754277,-0.02200845330985316,-0.02417702094624652,-0.1649999369667338,0.03753426875179797,-0.033389288033847164,-0.03880351939694707,-0.0261818409303101,-0.0386088152391664,-0.030325976915598626,-0.048273747710569206,0.04447181190258362,-0.0033512236165985343,-0.02470058368946008,-0.019373598977671755,-0.02834381852601645,-0.02424465366403774,-0.02974247757474713,-0.008127664173782018,-0.15289481343603525,-0.02311708913671529,-0.03099890515816733,-0.046463346923116725,-0.026541287195021468,-0.0406978114245658,0.04963898424487472,-0.03838068532920226,0.0491071838263493,-0.02702706180027788,0.031155036947634062,-0.01928118499189064,-0.020310323788753998,-0.010439644528901436
0.008770511948171583,-0.02151363444551891,0.038928053714358736,-0.005210640955163853,0.010615121865660848,0.00044300165677520946,0.008036963181817664,0.004163944105909907,0.2628741545326593,-0.0011765137455394506,0.008093648600777723,0.0025230765630992738,0.009229572306689112,0.010853808301232186,-0.0007816349934656968,0.014937702912490981,-0.0656415563803243,-0.01479498637839711,0.024542961357982784,0.002706293606292272,0.0010235356988102645,0.012232186523352938,0.019439178124886818,0.01071544035762698,0.3589912811397281,0.0015267742235741252,-0.0345576231421082,-0.00509095006733999,0.004194698778326054,-0.000757406578807312,-0.06233872220052391,0.009042791879860887,-0.07404254138523053,0.00324077808486998,-0.0980103098864572,0.009543793640040548,0.006030993107704628,-0.0005551957966908311
0.008050272490332551,-0.02217925714618741,0.0032760656838261887,0.016116046436552418,0.011575385582233429,0.02279980801817769,0.021726143827903603,0.014513652408570544,0.15931727257739509,-0.02591278249121392,0.012759886758471966,0.002517023359531468,0.015904451935935583,0.00930581779030465,0.013693150478285102,-0.02458356796294164,-0.08987343580222126,0.001024046986285031,-0.010703423515266722,0.019972960939031646,0.025208898849596203,0.017124444079449862,0.016218290188962092,-0.009354445169306213,0.157714914658421,0.01448185996711458,0.026181119085283408,-0.016812741999345602,0.006265383684456308,0.0111081511732203,-0.05173722722908993,-0.0018543965704849316,-0.049632286810657664,0.004614650639558602,-0.08251642011595305,0.0024578329352981138,0.016110881590692742,-0.006111145230375208
0.01996476952052281,0.01775138195114636,0.0408161731523097,0.008326839208185194,0.018221532024981568,0.009718518814961769,0.010696377545114287,0.010208369527913902,-0.028220939254647307,-0.009069028139914424,0.010475717766192223,0.030029107236678863,0.033268050598146644,0.024094068944214373,0.015483825815519743,0.014591224006506809,-0.0055633337327390345,0.0020455682636926448,0.003532775099234977,0.00793850422759618,-0.004491188615534143,0.00673147989602573,0.013430290588450931,0.0075541740887527685,-0.04133283534782412,0.022469107083487785,0.004983082893760967,0.002230305939845461,0.0058116264463391,0.013128258208381387,0.007260340249001166,0.004334491102411452,0.0019340566215106762,0.018075567059482392,0.027604739971835532,0.018106662719016838,-0.0003688260167872291,0.00950256718672682
