,CARZ,CROP,DZK,EDOM,EFO,EFU,FDTS,FID,FLM,FPXI,FTAG,FTRI,GDXS,GSD,HGI,HGSD,HSCZ,IDMO,IPO,ISZE,PAGG,PEX,ROGS,SCID,SMCP,SOIL,TLDH,YLCO
0,-0.10835780530690789,-0.01732927421392073,-0.17508000370003102,-0.0782444011552375,-0.12330585210092891,0.11408417114651719,-0.06768260959596761,0.0,-0.05289330683122475,-0.0998525656364085,3.6239421395276774,-0.032377344762035416,-0.10996308837706482,-0.05170904105204959,-0.06317010036454876,-0.10417068241420051,-0.03582232471514662,-0.11339345603753562,-0.15749010761970378,0.0,-0.06045174115106685,0.01491631655407352,-0.05427518340273323,-0.04725219383341346,-0.0931875142401459,-0.07645639611547432,-0.019142948172068675,-0.05876865671641798
1,-0.045129169972747865,0.022954478310954506,-0.10611950875056751,-0.050378960369014764,-0.05625962930744559,0.049345043418741026,-0.04421315605933136,0.08621155612177778,0.008591789566024422,-0.025378579121215626,0.005222060634884174,-0.003215163328158948,-0.5219734912321675,0.01549742313739703,0.0,-0.0308769121957454,-0.026404177227919233,0.042953900640907365,0.02274014109205159,0.0,0.011090725754724744,-0.019253214155004007,0.022413872339735384,-0.021152059804840723,0.029145728643216174,0.023631751225987603,-0.03336234688772471,-0.04856293359762143
2,0.0928944910717944,0.08830983119121373,0.19750077642599287,0.1098591001895136,0.13520414598585168,-0.1312943206897759,0.10408142049138212,0.02125612379879113,0.11050644157626312,0.09743801879096352,0.06493478807239511,0.09354819700413135,-0.138768389825854,0.08902081921791156,0.08308139295731014,0.12258406363017585,0.037985927567766926,0.1314204667387915,0.07170656979646967,0.05677870176985078,0.060328860026628475,0.09190965655112827,0.07287732713701947,0.08965509967525524,0.10136718749999984,0.0729039834664336,0.03723880171201059,0.10624999999999996
3,-0.023096236398872184,-0.018290670758497985,0.05716857956807859,0.022842730988440398,0.03169718126074227,-0.04479037839574124,0.009844459796074907,0.1478177704413243,0.019390581717451602,0.00267875380815839,0.04146360225361867,0.10561280978361312,-0.4340382821239104,0.022966094025489187,0.056783837844570674,0.03552138165741646,-0.007616989268741888,0.01773310123293066,0.0377205797411566,0.02812105692650203,0.030603741306155577,0.023268294892793688,0.020390793574135306,0.0012658575812460407,-0.034846604007802706,0.012457479012670341,0.02145343485800353,0.03766478342749533
4,0.009177403459068825,0.023035269440730144,-0.004291758525350112,-0.004962926737482325,-0.006305133082403367,-0.005516587317573847,0.0003054472277609449,0.19697808832972355,0.0020902801003343818,-0.011450287195910413,-0.02341943750672327,-0.06500438162127163,0.19572949288256233,0.001141376840871088,-0.0239680745449489,-0.026190226813374167,0.045409704241558185,0.016558788241696085,0.01151742830845611,0.0,-0.01840239399143266,0.020855821482051843,0.0016652615798453383,0.002949852935120239,-0.004777216352779017,-0.038031119664294726,0.02100303952653324,-0.01996370235934654
5,-0.09730224471449991,0.0016556087921161585,-0.12564662659119563,-0.12477129964494874,-0.06414395371500313,0.013615769719107407,-0.022609179190732222,0.392397508774625,-0.06070087736130332,-0.05173750757572774,-0.018704805528800335,-0.0009524937480272959,-0.37648807204196694,-0.003040521880284417,-0.019099666892575636,-0.0014672937325236129,-0.06234604907036373,-0.04489461497572386,-0.04851499322773875,0.0,-0.01874730159645512,-0.05657435568155838,-0.024148033686203774,-0.0600840285308953,-0.020539047355303205,-0.04767459206219794,-0.060453375461210816,0.02962962962962949
6,0.12633534124659945,0.03206609035279198,0.1279270318123716,0.08506865919973629,0.07951183574485376,-0.08034824815014724,0.05300401871276599,-0.4545419385691175,0.051299157257365405,0.06705610985522797,0.037634228509082615,0.017393208321560393,-0.2279236276849643,0.06994093649609907,0.0451375434690313,0.07973713315346721,0.036001752144495074,0.040462833939306934,0.05473190573534565,0.0020656254130852303,0.02699519860148285,0.06708040877583409,0.07136706393229506,0.03898078471744163,0.045850758877962514,0.04273515872145028,0.05467827134210392,0.05350719424460438
7,0.01841240955016615,-0.008007721417654616,0.013330575038650145,0.011034442080214153,0.006509042793640184,-0.012171945350088392,0.008071924801403113,0.49166298435373673,0.014152893958597373,0.023479603269997835,0.03956677624198755,0.020852972109895725,0.3972179289026274,-0.004324355786418412,0.011409429080688982,-0.0018331540664650193,0.029637600708957233,-0.006456846171475545,0.033086504810854483,0.026924741358445435,0.034512108343813186,0.016086540264699797,-0.002809111013079306,0.010670239484855567,-0.00783995674506637,0.04918020798744873,0.015463926145193185,-0.02091335894152789
8,-0.019561491035064694,0.03228931744005027,0.03083882563892034,-0.0018559152208616244,0.028704334555817144,-0.03696622117060889,0.04744982659992808,0.027933654926841727,0.009789669226813836,0.03234325622771659,-0.024920730492357646,-0.012070229366823003,-0.12223451327433624,0.004705173326388738,0.009290130375194817,0.01744716638637151,0.019312315518346227,0.010560437760158093,0.011950346151594408,0.0031542728296316018,-0.044481096614979766,-0.008045730729765685,0.03259568665873225,0.007024361432341572,0.00045417801998179103,-0.039062488001887205,0.004230197001482028,0.013949433304272025
9,0.029052196623510138,-0.016890809416317404,-0.06966515259142039,0.005951045483947782,-0.04819678246931109,0.047768052362821584,-0.04041869492916727,-0.662718153249476,-0.017739294554455384,-0.011708786981624423,0.017863848017850747,0.013049330343470496,0.10396975425330815,-0.01671882661475694,-0.004711129697450799,-0.013485115659920836,0.011693754788318597,-0.05767560607096128,-0.04216275362302207,-0.024788577158460445,0.015763662986062205,-0.007477866489922515,-0.02727979767935836,-0.03529920323670539,-0.07258288367758137,0.0011613906395872744,0.015296606876834241,-0.030954428202923576
