Name,Riskiness R
AGND,[6.15859939e+12]
AGZD,[5.99861602e+12]
BIV,[0.64578482]
BLV,[0.18360806]
BND,[3.17174404e+11]
BOND,[0.10364517]
BYLD,[0.11191974]
FBND,[0.11770927]
FCOR,[0.08423928]
FLTB,[7.10855345e+11]
FTSD,[3.69222579e+12]
FWDB,[0.07638645]
GBF,[6.2227866e+10]
GVI,[7.23918628e+12]
HOLD,[1.53563055e+12]
ILTB,[0.14019392]
ISTB,[4.31553846e+11]
IUSB,[0.05462388]
LDUR,[6.12842482e+11]
MINC,[1.90978119e+12]
MINT,[3.11731928e+12]
NEAR,[3.50236136e+12]
RAVI,[1.11730194e+12]
SAGG,[1.16526625e+13]
SCHZ,[3403.52291132]
SPAB,[0.35000058]
ULST,[1.05998979e+12]
VBND,[1.48980713e+12]
WYDE,[1.69614701e+13]
XMPT,[0.10124267]
