ALTS,BTAL,CHEP,CPI,DIVA,FLAG,FTLS,HDG,MCRO,MNA,MOM,MRGR,QAI,RALS,RLY,SIZ,WTMF
0.0009863900077294,0.0,-0.040210443556173564,-0.0011253806917661381,-0.008815202106898902,-0.017958752637317853,-0.005218090206258769,0.0,-0.0027386065448337274,0.005578816977376938,0.05072769441695195,0.0002702640949688805,-0.0016671685221318862,-0.005886581843664419,-0.038193153343785625,0.004478868260540257,0.01910242366971821
-0.0011578380700355626,-0.04029855681192044,-0.0027408302085522554,0.006759391689741711,0.003702392724287922,0.021054216020123025,0.00474679643959885,0.002319141093213139,0.009807808803136244,0.004507619579579403,-0.0399683419074,-0.0011903357574947133,0.0020039568177641592,0.017937419455614563,0.035876858781125766,0.0,-0.01467930641319839
-0.0014319930739963118,-0.004665589553126327,0.011778608136655159,-0.002984033740745933,-0.025700713907136057,-0.002099607981759571,0.015062942437885309,0.0032392431860527684,-0.0034965275214070782,0.003796994577526615,0.02225882110469901,0.0008119009059117229,-0.0003333362118255238,-0.005593597607157027,-0.01512361733995334,-0.013781921361978249,0.007563644626374555
-0.01561966408741021,-0.015104297002408219,0.00892504141749288,-0.00448935149593265,-0.016461028559502773,-0.03486616608508368,-0.026044747972290973,-0.008302598339773377,-0.014814784110293125,-0.012723467884929006,0.0016129436134251528,-0.015950298220904668,-0.013671205263346756,-0.007581384838009068,-0.031460479008313134,0.005754171804356889,-0.028889968371189626
-7.534334132211399e-05,0.053939784285882,-0.025769234377608412,0.003382293704578916,-0.004602300074188818,0.0013563771229523182,0.015058526800022131,0.0039534976789703,-0.009497452514760108,-0.00940440295366851,0.04307568438003222,0.003070859931180692,-0.0003381384088987712,-0.034224510119906744,-0.037034948686926916,-0.05762157979655005,-0.03583970421467784
-0.001007050799376776,0.02508779271710845,-0.020134210294363717,-0.014232277338501185,-0.0361497756944745,-0.04526996980870236,-0.03190195556444728,-0.02501744282631737,-0.018777501095336654,-0.001758105686177085,0.03434963334619836,0.008221380777741287,-0.01690896861953975,0.011509287042041986,-0.05139601106783985,0.016045143800743376,-0.000971898852163366
-0.029175940152818238,0.040137052174349694,0.01369863124961091,-0.00455920647863323,-0.007849877164643474,-0.04774356994831178,-0.006970640160631318,-0.015205365581829262,-0.00488594406327071,-0.02042974455608704,0.05858216636500616,-0.01739589545998476,-0.009287935402352943,-0.007585625581257203,-0.031996631260559016,-0.019632991890738298,0.007782150366364413
0.005138466361837665,-0.051764638742188514,-0.0003974551333607403,0.01641209942160265,0.043076977725480435,0.10932749643859584,0.04338788012012077,0.026055364499983025,0.0135024223184677,-0.008629942117602677,-0.0356009857031728,0.013831183189355884,0.008680594998826173,-0.004705153661313615,0.047543388162816766,-0.02568567808818798,-0.0009652320274584179
0.013903290405155777,-0.0069479302311343,-0.054870777323921975,-0.001126456326369508,-0.024863198654074624,-0.020833256683579108,0.0152997834839579,-0.0007054628070203924,0.0,0.0029016765564179783,0.03545317852875802,-0.02100947656090681,-0.005163520348582566,0.004887068531591964,-0.026548534881611158,-0.004021358535360138,-0.0014492469007118002
-0.01658585227737819,0.03348322028555597,0.01724866780297166,-0.0026315803657218145,0.001296448209152366,-0.032391174152048265,-0.013562428710092191,-0.009647008670637478,-0.01695602971329294,0.015189872492129709,-0.02506173667490293,0.014492700904707891,-0.01522490285310842,-0.004095162917007554,-0.036796404368895384,-0.042171420270461134,0.010885302366517744
-0.013289080027297515,0.09477752520992598,-0.0074441886981092015,-0.007063482291018101,-0.06776005267039714,-0.06383691030633867,-0.036094273827462664,-0.02398863023810013,-0.001491380979237185,0.007359245449824042,0.02679217860998637,-0.005871845725488456,-0.00929254106590766,-0.000325231562200477,-0.02518524230573046,-0.022482388758782338,-0.011007375467226264
0.002990730507811539,-0.0017667249899199692,0.03833334824274137,0.0,0.09259285468916294,0.05639755266500476,-0.014607848646623603,-0.003651470337855541,-0.0004157649071460526,0.01748131970811114,-0.06135401758272159,0.022985211031206487,0.003563832928244457,0.012664702896942614,0.015313271990387643,-0.012458073193192374,0.03411563492202716
0.02151088422241489,-0.022123880832908442,0.0377207177516313,0.014806376493906676,0.03296598134775215,0.0647314205812202,0.031227751603934286,0.020034240953487714,0.02870210862564973,0.011921426642936786,-0.04470326654007259,-0.00027067753585470185,0.023437472293747375,-0.004593960548894474,0.0598721403658184,0.039786460951651545,-0.020355699123940932
0.001355440395317412,-0.031221722540201606,-0.007734007395838028,-0.000374145822635542,0.029206595384809343,0.025070554329852796,-0.006515403377018663,0.0057485178923197796,0.0028305738284903326,-0.01212747691167185,-0.047581635863153685,-0.011914424634648443,0.008327582481395738,0.017019212969488957,0.040486448899788606,0.0,0.02579418827016895
-0.00838090457280829,0.0014012491861721188,-0.05572875803809819,-0.0018711610502966435,-0.0023914703500038698,-0.028737394063779717,0.003783078623464744,0.0016670038607220182,-0.011290255629368,0.011574822857854215,0.05202316482341717,0.003836779919779972,-0.0034411606450534967,-0.007620077393131919,-0.013294668024890054,0.0018664955669622809,-0.013038425774987858
0.008399222052496413,0.0844216128536376,-0.05076353699034368,0.007124110234890381,0.018298237583675332,-0.012905186256238151,-0.0006280993074576882,-0.0047550683562497965,0.008564365206598286,-0.014216342134261975,0.0459183673469387,-0.007644146618829055,0.006906121430391976,0.0012797111906543664,0.02484220219545749,-0.01723330308492329,0.0028308007244564146
0.00046817875391533156,-0.05892478364733302,0.033478296977018235,0.004839897107917706,0.03494723995389922,0.08220387188798052,0.04495952135374362,0.013616781023676262,0.008491762376717012,0.003517441263098377,-0.05515947467166976,-0.004005991862866169,0.007887481528895153,-0.007786229355632618,0.01342972702630554,0.020853127962085247,-0.013408639450208485
-0.008504302115645342,-0.022851907021175403,0.00925533721605022,-0.002593563457095881,-0.009877532770249194,0.011521749963913294,-0.010850134979073979,0.001649717081895524,0.006415335433204832,0.01121620461099684,-0.03971405877680699,-0.0011066069821584618,-0.002722024707891478,0.0033557327679342853,-0.006517192129320384,0.002785468765762882,-0.02122074698629636
0.015184148501665603,-0.016370392905488487,0.0066694685630543935,0.0018573353449205386,-0.001855944769072553,0.011974214639057896,0.007312975313674494,0.004941284633906329,0.005179283879750313,0.012131750385423721,0.008684822167080225,-0.001384628093028508,-0.00034117744777078894,-0.0005144923410667473,0.008609997962179539,0.0,0.024847738912250044
-0.022733916768051348,0.015691876385920983,0.04637684498418238,-0.007044827739904784,0.00016699063334357414,-0.00898062222987518,-0.015235894478803082,-0.006321791643062302,-0.01506143155905706,-0.014726029689061225,-0.026650226594925285,-0.0022185959796414767,-0.013651929480815323,0.0016320151574473348,-0.017998654891892032,0.0,-0.009032584716147813
0.018548126957108956,-0.09082398359157907,0.06925207535248673,-0.0007468562582160836,0.01093315182231168,0.10049632775539344,0.0493072717074062,0.005183858135379279,-0.00965789631533259,0.015641252552733208,-0.03285598146588031,-0.005002791044273972,-0.013494760774406929,0.02888094934286089,0.004570048838317625,0.02083328703703696,-0.013192527775243336
0.009701993853122459,0.01441820795020614,0.015914165978403918,0.005605398067367421,-0.003862355746609573,0.0005309901671989136,0.011967620435570295,0.00937647369196646,0.0,0.002737888016079639,-0.008275218130453761,-0.004189853891416497,0.005261372224552681,0.0032580726309966567,0.009511986525006674,-0.003628118078372625,0.0077782657033352125
0.0007792979211800075,-0.020812256180025586,-0.022950899131483668,0.0022296306482664213,0.023589400715383898,0.01175176452702217,-0.0005585605453041123,0.005805898556758053,0.010564812521729274,0.013037297077042004,-0.009661879666227488,0.0008464139299027568,0.0024605048088290377,-0.014603135426303248,0.02330448100018146,-0.0013654074358402395,-0.02508440144824901
0.008208100546710506,0.003110445078268586,0.0026099850880543173,0.008898757751854277,0.019185530639703213,0.041611673671041315,0.023012193535328383,0.005310511038752006,0.012062752858401016,0.007427379897792758,-0.009312594648008623,-0.0042290071757201285,0.012530507907670971,0.0,0.00161758731464575,-0.00866002695259671,0.0022265767812434467
