,Date,ANGL,CJNK,GHYG,HYGH,HYHG,HYIH,HYLD,HYLS,HYND,HYS,HYZD,JNK,PGHY,PHB,RIGS,SHYG,SJB,SJNK,UJB,WBII
155,2018-02-01,27.615196,24.698275,47.324787,91.459999,63.434383,21.243071,36.450001,44.999569,20.478291,94.712891,24.09,33.921268,22.425116,17.729069,23.516617,43.89933,23.083111,25.79792,61.930068999999996,23.541225
156,2018-03-01,27.367659000000003,24.57065,47.298054,90.57,62.603302,21.142653,36.639998999999996,44.86158,20.070951,94.609619,23.9,33.731075,22.367285,17.733299,23.431229000000002,44.020905,23.152426000000002,25.780947,60.800731999999996,23.598829000000002
157,2018-04-01,27.516514,24.512539,47.243396999999995,91.41999799999999,63.491787,21.309269,36.799999,44.974205,20.504297,95.260574,23.959999,33.902508000000005,22.53817,17.737801,23.474897,44.227497,23.028616,25.946884,62.140071999999996,23.233641
158,2018-05-01,27.424545000000002,24.553553,46.50703,90.65100100000001,63.213963,21.605585,36.68,44.981514000000004,20.193111,95.452774,23.98,33.807671,22.496948,17.741329,23.480225,44.27029,23.048426,25.967955,61.70349100000001,23.136332
159,2018-06-01,27.358757,24.419363,46.740147,90.55100300000001,63.483665,21.521292000000003,36.59,44.961338,20.138361,95.54827900000001,23.92,33.828526000000004,22.523996,17.707307999999998,23.455814,44.439274,22.969186999999998,26.035355,63.401302,23.072174
160,2018-07-01,27.800663,24.729366,47.347538,91.949997,64.914856,22.105762,36.779999,45.649124,20.54668,96.85799399999999,24.08,34.42852,22.673222,17.963949,23.672977,44.949546999999995,22.640148,26.393568,63.741364000000004,23.385417999999998
161,2018-08-01,27.943565000000003,24.878368,47.405994,92.0,64.928207,22.168995000000002,36.700001,46.078373,20.464169000000002,97.374931,24.07,34.648102,22.584039999999998,18.078144,23.878777,45.231968,22.501248999999998,26.526598,64.855354,23.471312
162,2018-09-01,28.126465000000003,24.868944,47.820599,92.32,66.05896800000001,22.564575,36.650002,46.262039,20.930717,97.793228,24.209999,34.852356,22.67898,18.132946,23.985914,45.521404,22.342512,26.688181,65.246216,23.485257999999998
163,2018-10-01,27.400856,24.478851000000002,46.654213,90.57,64.81456,21.974394,35.970001,45.663277,20.730631,96.34906,23.709999,34.153202,22.534206,17.88146,23.718757999999998,44.896042,22.863293,26.296734000000004,62.977688,23.182436
164,2018-11-01,26.810471000000003,24.41046,46.239449,89.0,64.025566,21.686546,34.959998999999996,45.421749,20.351402,95.842903,23.459999,33.900085,22.582575,17.776697,23.848722,44.772064,22.982632000000002,26.17522,63.794552,22.997217000000003
165,2018-12-01,26.15955,24.293774,45.017159,84.769997,60.784466,20.83597,33.66,44.013115,19.059828,93.585945,22.42,32.945683,22.393522,17.47298,23.672434,43.70023,23.390373,25.532579000000002,58.74570799999999,23.791037
166,2019-01-01,27.974113,25.342606,47.721340000000005,88.851997,64.485039,22.03367,34.279999,46.334548999999996,19.961814999999998,97.94561800000001,23.16,35.014446,22.827133,18.301282999999998,24.188934,45.946964,22.413063,26.774307,65.09940300000001,24.205485999999997
167,2019-02-01,28.370771,25.412092,48.27647,89.561996,65.41573299999999,22.266333,34.509997999999996,47.148003,20.284496,98.917534,23.42,35.351219,23.039913000000002,18.496069,24.307188,46.184822,22.143747,26.903028000000003,67.15926400000001,24.314743
168,2019-03-01,28.493999,25.654444,48.399390999999994,88.893997,64.981689,22.273523,34.790001000000004,47.436687,19.969998999999998,99.18064100000001,23.5,35.536903,23.15,18.620001000000002,24.503283,46.268566,21.974178,26.9743,66.801025,24.432779
