ERUS,FCOM,FONE,IXP,IYZ,LTL,VOX,WBIF,XTL
-0.030586938258001958,-0.004347782066515349,0.008298528183646995,-0.005069833147689352,-0.010916239684231005,-0.030172454517693993,-0.005437703529691326,-0.004805599621600703,0.0015118443657384452
-0.06310363418463287,0.005094456971571153,0.007988291487354169,-0.013588697571503178,0.004682386186025554,0.02211113504323146,0.0023920128126059467,-0.009326065287871605,0.004527991680413664
-0.05017178308980756,-0.011947691763750694,-0.015369702376268569,-0.019098253757245567,-0.00233046361692634,-0.00043487706672181933,-0.00852298558533017,-0.004471486589555361,0.0020033458613974912
0.010130298027718974,0.00879417065512656,-0.010975650997202891,0.009415872547209063,0.008341594334314025,0.014899364830560353,0.0058456598392789385,-0.0028175257322263104,0.0046649862257744324
0.027936887169147447,-0.0010895515422867695,0.0004932275499713793,0.0044268662460573895,0.0026474102504216238,-0.013180460701770995,0.008887770272227898,0.0061012553774878785,0.0008289789828513464
-0.022299693169376876,0.007883694207095313,-0.02267674261504398,-0.0003147875745731315,-0.013531440413515831,0.0021718626131609674,0.0010163839260915726,0.0040011493554196415,-0.022656342600498557
-0.008759455863397088,-0.017467355959930243,-0.012431655735528204,0.0012010547532677446,-0.016042474528884066,0.001951369542051321,-0.01951897629769984,-0.017093934315054144,-0.026199412229490047
-0.012247935365393635,-0.011481256827897584,-0.05000009318242746,-0.0012789360352235947,-0.01678100693840799,-0.07996522015539945,-0.010702221491651766,-0.004720544934264322,-0.015199215880382694
0.018964314213090843,0.013862772047016423,0.029419811118500214,0.015047177069213324,0.015325711310080582,0.03297604776908397,0.011399189124761578,0.018472263896145664,0.01951402360585551
-0.06012874619651992,-0.031781424531431644,-0.015469311781609547,-0.01939751882465081,-0.04082317257709472,-0.08448297067637449,-0.031856938872965306,-0.016339942304218202,-0.02070655260075553
-0.004569713405154571,0.025190790256559733,0.007723098413067782,0.011740067811727435,0.03934174234852738,0.008966336549021845,0.02672810544726883,0.01411972537009464,0.032338394644755616
-0.023718414264064614,-0.016381204679801174,-0.025634582939276368,-0.0011127720049502726,-0.015485085989320468,0.023204173870223416,-0.015851091288611795,-0.010237639866011774,-0.02340799103034806
-0.010971966718160595,0.02422429847007046,-0.001355756474911467,-0.00015900411297553404,0.038797408750291085,0.06827491927304401,0.023865574406788062,0.007861037522611958,0.0170954997720293
