,Date,CBND,CORP,GSY,ICSH,IGBH,IGHG,IGIB,IGIH,IGLB,IGSB,LDRI,LKOR,LQD,LQDH,PFIG,QLTA,SKOR,SLQD,SPIB,SPLB,SPSB,USIG,VCIT,VCLT,VCSH
0,2005-03-01,,,,,,,,,,,,,,,,,,,,,,,,,
1,2005-04-01,,,,,,,,,,,,,60.517315,,,,,,,,,,,,
2,2005-05-01,,,,,,,,,,,,,60.903693999999994,,,,,,,,,,,,
3,2005-06-01,,,,,,,,,,,,,61.645565000000005,,,,,,,,,,,,
4,2005-07-01,,,,,,,,,,,,,61.140193999999994,,,,,,,,,,,,
5,2005-08-01,,,,,,,,,,,,,62.044456000000004,,,,,,,,,,,,
6,2005-09-01,,,,,,,,,,,,,60.888752000000004,,,,,,,,,,,,
7,2005-10-01,,,,,,,,,,,,,59.93042,,,,,,,,,,,,
8,2005-11-01,,,,,,,,,,,,,60.332851,,,,,,,,,,,,
9,2005-12-01,,,,,,,,,,,,,60.638672,,,,,,,,,,,,
10,2006-01-01,,,,,,,,,,,,,60.820263,,,,,,,,,,,,
11,2006-02-01,,,,,,,,,,,,,61.001778,,,,,,,,,,,,
12,2006-03-01,,,,,,,,,,,,,59.959892,,,,,,,,,,,,
13,2006-04-01,,,,,,,,,,,,,59.832916000000004,,,,,,,,,,,,
14,2006-05-01,,,,,,,,,,,,,59.703860999999996,,,,,,,,,,,,
15,2006-06-01,,,,,,,,,,,,,59.668746999999996,,,,,,,,,,,,
16,2006-07-01,,,,,,,,,,,,,60.525116000000004,,,,,,,,,,,,
17,2006-08-01,,,,,,,,,,,,,61.873077,,,,,,,,,,,,
18,2006-09-01,,,,,,,,,,,,,62.407051,,,,,,,,,,,,
19,2006-10-01,,,,,,,,,,,,,63.032607999999996,,,,,,,,,,,,
20,2006-11-01,,,,,,,,,,,,,63.962502,,,,,,,,,,,,
21,2006-12-01,,,,,,,,,,,,,63.150185,,,,,,,,,,,,
22,2007-01-01,,,,,,,32.294868,,,37.497135,,,63.723389000000005,,,,,,,,,30.568476,,,
23,2007-02-01,,,,,,,32.730579,,,37.773754,,,64.720001,,,,,,,,,31.194605,,,
24,2007-03-01,,,,,,,32.671341,,,37.863014,,,64.290977,,,,,,,,,30.954165000000003,,,
25,2007-04-01,,,,,,,32.811768,,,37.947601,,,64.83626600000001,,,,,,,,,31.114887,,,
26,2007-05-01,,,,,,,32.555878,,,37.945477000000004,,,64.046761,,,,,,,,,30.850554,,,
27,2007-06-01,,,,,,,32.521072,,,38.113304,,,63.513493000000004,,,,,,,,,30.692068,,,
28,2007-07-01,,,,,,,32.671448,,,38.298119,,,63.000748,,,,,,,,,30.778622,,,
29,2007-08-01,,,,,,,33.02306,,,38.491352,,,64.487717,,,,,,,,,31.163234999999997,,,
30,2007-09-01,,,,,,,33.153313,,,38.754593,,,64.968925,,,,,,,,,31.328064,,,
31,2007-10-01,,,,,,,33.512676,,,38.938248,,,65.599655,,,,,,,,,31.873479999999997,,,
32,2007-11-01,,,,,,,33.992393,,,39.365871000000006,,,66.274338,,,,,,,,,32.130314,,,
33,2007-12-01,,,,,,,34.000572,,,39.290371,,,65.461823,,,,,,,,,31.895699,,,
34,2008-01-01,,,,,,,34.926212,,,40.406227,,,67.732803,,,,,,,,,32.946098,,,
35,2008-02-01,,,43.743010999999996,,,,35.058628000000006,,,40.652943,,,66.94545699999999,,,,,,,,,32.83025,,,
36,2008-03-01,,,43.708096000000005,,,,34.766045,,,40.506023,,,66.571007,,,,,,,,,32.345207,,,
37,2008-04-01,,,43.817421,,,,34.888397,,,40.454525,,,67.354843,,,,,,,,,32.685612,,,
38,2008-05-01,,,43.900681,,,,34.432564,,,40.201965,,,65.903244,,,,,,,,,32.364697,,,
39,2008-06-01,,,43.977894,,,,34.181175,,,40.33036,,,65.03785699999999,,,,,,,,,32.195999,,,
40,2008-07-01,,,44.04911,,,,34.427040000000005,,,40.480656,,,65.311577,,,,,,,,,32.134186,,,
41,2008-08-01,,,44.108032,,,,34.493439,,,40.641064,,,65.38520799999999,,,,,,,,,32.037003000000006,,,
42,2008-09-01,,,43.987064000000004,,,,32.248455,,,39.131924,,,58.373493,,,,,,,,,30.336205,,,
43,2008-10-01,,,44.226212,,,,31.141679999999997,,,38.754734,,,57.241108,,,,,,,,,28.338219,,,
44,2008-11-01,,,44.332347999999996,,,,32.127113,,,39.639629,,,59.133995,,,,,,,,,29.662708000000002,,,
45,2008-12-01,,,44.286190000000005,,,,33.769844,,,40.791176,,,67.017418,,,,,,,,,31.983551000000002,,,
46,2009-01-01,,,44.346291,,,,34.888031,,,41.444752,,,66.420914,,,,,,,,,32.173538,,,
47,2009-02-01,,,44.302685,,,,33.913799,,,40.438633,,,62.654747,,,,,,28.024065000000004,,,31.235819,,,
48,2009-03-01,,,44.314223999999996,,,,33.619671000000004,,,40.4249,,,62.937656000000004,,,,,,28.024065000000004,12.087769999999999,,30.972464000000002,,,
49,2009-04-01,,,44.364948,,,,34.337181,,,41.415936,,,64.659599,,,,,,28.641333000000003,12.398741000000001,,31.944134000000002,,,
50,2009-05-01,,,44.389,,,,35.433075,,,42.335011,,,66.200867,,,,,,29.201624,12.81661,,32.917507,,,
51,2009-06-01,,,44.40147,,,,36.169106,,,42.597713,,,68.106987,,,,,,29.382057,13.456676999999999,,33.752384,,,
52,2009-07-01,,,44.420177,,,,36.853344,,,43.237469,,,71.301079,,,,,,30.15127,14.504857999999999,,34.720673,,,
53,2009-08-01,,,44.415733,,,,37.410713,,,43.401768,,,72.21543100000001,,,,,,30.293715999999996,14.873595000000002,,35.240223,,,
54,2009-09-01,,,44.43623,,,,37.912384,,,43.553740999999995,,,73.487114,,,,,,30.559620000000002,15.215794,,35.825989,,,
55,2009-10-01,,,44.428215,,,,37.978806,,,43.64629,,,73.141319,,,,,,30.502636,14.841028,,35.701584000000004,,,
56,2009-11-01,,,44.428215,,,,38.530376000000004,,,43.861942,,,74.557785,,,,,,30.721059999999998,15.089953,,36.281033,53.701457999999995,48.900509,61.06246899999999
57,2009-12-01,,,44.437138,,,,38.064671000000004,,,43.759910999999995,,,72.735817,,,,,,30.075293,14.666695,,35.537327000000005,52.958907999999994,47.755199,60.772041
58,2010-01-01,,,44.428215,,,,38.935024,,,44.237637,,,74.267921,,,,,,30.588102000000003,14.953578,29.018641,36.559719,54.008442,48.197685,61.425461
59,2010-02-01,,,44.428215,,,,38.845432,,,44.258804,,,74.324272,,,,,,30.559620000000002,14.970385999999998,29.028296,36.495598,54.241039,48.753376,61.649708
60,2010-03-01,,,44.419296,,,,38.980339,,,44.355537,,,74.81395699999999,,,,,,30.673571000000003,15.048932,29.008990999999998,36.586559,54.522831000000004,48.738521999999996,61.833808999999995
61,2010-04-01,,,44.365829,,,,39.476795,,,44.388248,,,76.224686,,,,,,30.901493,15.500067999999999,29.047596000000002,37.227734000000005,55.424763,50.29203,62.21666
62,2010-05-01,,,44.365829,,,,39.324455,,,44.103455,,,75.244232,,,,,,30.664078000000003,15.315304000000001,28.893187,37.186828999999996,55.242615,49.47319,62.112286
63,2010-06-01,,,44.330185,,,,39.893551,,,44.376698,,,77.712013,,,,,,31.072429999999997,15.831554,28.970390000000002,37.772556,56.543907,51.684452,62.568886
64,2010-07-01,,,44.330185,,,,40.640087,,,44.93515,,,79.363777,,,,,,31.547247,16.200101999999998,29.211646999999996,38.5387,57.935104,52.95559300000001,63.486095
65,2010-08-01,,,44.401474,,,,41.189964,,,45.128723,,,81.637695,,,,,,31.623224,16.888388,29.317806,39.361851,59.073074,55.461105,63.773818999999996
66,2010-09-01,,76.45785500000001,44.365829,,,,41.496082,,,45.14053,,,82.027679,,,,,,31.879623,16.734935999999998,29.375708000000003,39.503124,59.726215,54.41908299999999,64.325188
67,2010-10-01,,76.695107,44.365829,,,,41.636765000000004,,,45.310013,,,81.80513,,,,,,32.06955,16.476322,29.443258,39.541706,60.175098,54.207478,64.616302
68,2010-11-01,,75.993057,44.401474,,,,41.249161,,,45.203196999999996,,,80.483162,,,,,,31.518753000000004,16.250721,29.366058000000002,39.053051,59.33445,53.16209,64.27494
69,2010-12-01,,75.105225,44.356903,,,,40.658359999999995,,,45.061115,,,79.561234,,,,,,30.920483,15.673529,29.192352000000003,38.533924,58.06087900000001,52.768944,63.926407
70,2011-01-01,,75.167007,44.370274,,,,41.304840000000006,,,45.486942,,,80.215775,,,,,,31.252857000000002,15.89725,29.375708000000003,38.937965000000005,58.866772,52.496288,64.361961
71,2011-02-01,,75.67538499999999,44.370274,,,,41.261990000000004,,,45.478271,,,80.76297,,,,,,31.26235,16.106317999999998,29.356405,39.139305,59.218948,53.414322,64.48127
72,2011-03-01,,75.283684,44.405937,,,,41.138802,,,45.388709999999996,,,80.324898,,,,,,31.053435999999998,16.024632999999998,29.269552,39.04945,59.112103000000005,53.02720600000001,64.36061099999999
73,2011-04-01,23.470185999999998,76.603622,44.388115,,,,41.866299,,,45.696239,,,82.335716,,,,,,31.518753000000004,16.467464,29.414305,39.809246,60.372375,54.507358999999994,65.14061
74,2011-05-01,23.577182999999998,77.629761,44.379204,,,,42.177795,,,45.797779,,,83.389313,,,,,,31.756178000000002,16.960511999999998,29.414305,40.159084,61.166592,56.009037,65.566795
